Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/30 13:00 13:30,  18000.0,   0.300939,   -0.112035,   37.351264,   93.292237,   0.066609,   -0.020783,   -0.472245,   745.221204,   396.476979,   0.954181,   2.186987,   0.941094,   1.286671,   97.565215,   6.002632,   94.943814,   -55.661472,   -0.035931,   0.000134,   3.382907,   63.253400,   126.506800,  
18/01/30 13:30 14:00,  17999.0,   0.283835,   -0.099639,   32.762398,   80.547546,   0.057509,   -0.025122,   -0.570823,   745.296752,   396.606915,   0.954000,   2.184310,   0.940858,   1.396241,   97.572989,   4.937076,   101.210905,   -53.347378,   -0.037490,   0.000119,   3.453813,   65.812278,   131.624557,  
18/01/30 14:00 14:30,  18000.0,   0.191691,   -0.045435,   35.569331,   82.899897,   0.059168,   -0.025679,   -0.583493,   745.536871,   396.840422,   0.954336,   2.190056,   0.941000,   1.454192,   97.564049,   4.727296,   114.753360,   -15.231744,   -0.131305,   0.000054,   7.287701,   52.697002,   105.394003,  
18/01/30 14:30 15:00,  18000.0,   0.435206,   -0.234221,   49.092136,   113.550584,   0.081027,   -0.041899,   -0.952048,   745.500573,   396.771630,   0.954512,   2.225232,   0.941001,   1.412393,   97.574750,   6.103347,   95.708781,   -129.279706,   -0.015470,   0.000280,   1.911485,   69.898772,   139.797545,  
18/01/30 15:00 15:30,  18000.0,   0.302033,   -0.112867,   42.494475,   111.442308,   0.079505,   -0.027957,   -0.635249,   745.677587,   396.657154,   0.954138,   2.447716,   0.941000,   1.288601,   97.584553,   5.665464,   100.372107,   -49.171519,   -0.040674,   0.000135,   3.305798,   64.206355,   128.412710,  
18/01/30 15:30 16:00,  17999.0,   0.272402,   -0.091795,   40.409115,   97.590419,   0.069682,   -0.029881,   -0.678974,   746.046182,   396.915683,   0.954258,   2.137831,   0.941000,   1.369480,   97.586896,   5.615085,   103.233304,   -38.320457,   -0.052191,   0.000110,   3.840232,   62.892946,   125.785892,  
18/01/30 16:00 16:30,  18000.0,   0.309855,   -0.118658,   45.759000,   110.266578,   0.078795,   -0.035670,   -0.810507,   745.528102,   397.028164,   0.954294,   2.019810,   0.941001,   1.683315,   97.594056,   6.349608,   97.047390,   -49.814039,   -0.040149,   0.000142,   3.308915,   62.598384,   125.196767,  
18/01/30 16:30 17:00,  18000.0,   0.393091,   -0.191038,   37.906419,   117.085561,   0.083778,   -0.035849,   -0.814568,   745.983137,   397.129885,   0.954385,   2.014224,   0.941008,   1.634032,   97.606222,   5.483755,   87.728331,   -118.770238,   -0.016839,   0.000228,   2.151523,   70.191459,   140.382918,  
18/01/30 17:00 17:30,  18000.0,   0.237924,   -0.070039,   35.096823,   96.402054,   0.068869,   -0.033214,   -0.754703,   746.889734,   397.305082,   0.954444,   2.211921,   0.941014,   1.452346,   97.613879,   4.820288,   102.860585,   -28.928885,   -0.069135,   0.000084,   4.742109,   60.478836,   120.957673,  
18/01/30 17:30 18:00,  18000.0,   0.255896,   -0.081141,   27.296208,   73.267276,   0.052309,   -0.013267,   -0.301454,   748.222538,   397.418091,   0.954863,   2.246217,   0.941136,   1.122574,   97.627051,   4.523613,   97.083814,   -46.435695,   -0.043070,   0.000097,   3.785879,   67.542923,   135.085847,  
18/01/30 18:00 18:30,  17999.0,   0.273943,   -0.093049,   34.679219,   84.047872,   0.059940,   -0.026447,   -0.600934,   748.261831,   397.180002,   0.955000,   2.316823,   0.941671,   1.010146,   97.647243,   4.388759,   93.798061,   -45.439325,   -0.044015,   0.000111,   3.309611,   70.455604,   140.911209,  
18/01/30 18:30 19:00,  18000.0,   0.339707,   -0.143117,   27.442856,   76.745467,   0.054801,   -0.024436,   -0.555235,   748.566202,   397.262799,   0.955000,   2.237277,   0.941891,   0.986115,   97.662367,   4.265136,   89.425945,   -107.514556,   -0.018602,   0.000170,   2.292648,   76.829951,   153.659903,  
18/01/30 19:00 19:30,  18000.0,   0.225360,   -0.063085,   24.069631,   65.270258,   0.046562,   -0.018432,   -0.418814,   750.014869,   397.393064,   0.955000,   2.327176,   0.941981,   0.691616,   97.667617,   2.924640,   117.450893,   -35.948669,   -0.055635,   0.000075,   5.066891,   60.408688,   120.817376,  
18/01/30 19:30 20:00,  18000.0,   0.242399,   -0.073156,   45.116005,   84.441653,   0.060012,   -0.032329,   -0.734590,   751.349205,   397.169510,   0.955000,   2.388899,   0.942000,   -0.048262,   97.672949,   4.481289,   152.452577,   -24.900950,   -0.080318,   0.000087,   3.920881,   69.172586,   138.345172,  
18/01/30 20:00 20:30,  17999.0,   0.204590,   -0.052109,   40.204360,   93.494580,   0.066607,   -0.024607,   -0.559125,   750.516712,   396.776017,   0.954946,   2.272266,   0.941691,   -0.099882,   97.678859,   4.439757,   140.247768,   -16.420746,   -0.121797,   0.000062,   6.574276,   53.785031,   107.570061,  
18/01/30 20:30 21:00,  18000.0,   0.241412,   -0.072532,   49.141149,   94.162235,   0.067015,   -0.028357,   -0.644329,   748.851067,   396.016077,   0.954855,   2.195037,   0.941072,   -0.114521,   97.697242,   5.593305,   118.021643,   -22.534263,   -0.088754,   0.000086,   5.091372,   56.346529,   112.693057,  
18/01/30 21:00 21:30,  18000.0,   0.199749,   -0.049657,   45.836823,   85.614891,   0.060925,   -0.029781,   -0.676692,   747.993501,   395.563172,   0.954997,   2.173721,   0.941218,   -0.135523,   97.693830,   5.031679,   119.976310,   -13.718494,   -0.145789,   0.000059,   6.697865,   54.211689,   108.423378,  
18/01/30 21:30 22:00,  18000.0,   0.212782,   -0.056356,   40.152933,   76.522255,   0.054485,   -0.028868,   -0.655946,   748.200606,   395.620773,   0.954972,   2.092117,   0.941091,   -0.158961,   97.690774,   5.367167,   103.647564,   -18.892895,   -0.105860,   0.000067,   6.056425,   55.324504,   110.649007,  
18/01/30 22:00 22:30,  17999.0,   0.198589,   -0.049075,   35.146585,   72.959204,   0.052011,   -0.028755,   -0.653390,   747.818528,   395.537347,   0.954999,   2.001918,   0.941258,   -0.070014,   97.697068,   5.185138,   100.370245,   -17.395289,   -0.114974,   0.000058,   6.783643,   53.961028,   107.922057,  
18/01/30 22:30 23:00,  18000.0,   0.209249,   -0.054475,   40.195214,   89.415048,   0.063799,   -0.022205,   -0.504554,   747.931476,   395.669647,   0.954968,   1.922286,   0.941317,   0.014221,   97.697083,   5.936713,   121.368625,   -17.661161,   -0.113243,   0.000065,   7.715948,   46.313886,   92.627772,  
18/01/30 23:00 23:30,  18000.0,   0.206257,   -0.052977,   37.247173,   75.950589,   0.054139,   -0.028654,   -0.651084,   748.485692,   395.596003,   0.954993,   1.966139,   0.941129,   -0.199454,   97.717166,   5.029028,   110.218177,   -18.429620,   -0.108521,   0.000063,   6.444581,   54.228476,   108.456953,  
18/01/30 23:30 24:00,  18000.0,   0.171965,   -0.036844,   22.318178,   57.071206,   0.040737,   -0.021289,   -0.483744,   748.812220,   395.568967,   0.954999,   1.958018,   0.941534,   -0.328591,   97.723986,   2.859456,   103.903421,   -17.372229,   -0.115126,   0.000044,   6.556029,   63.583069,   127.166137,  
18/01/31 0:00 0:30,  17999.0,   0.300142,   -0.112500,   -9.698079,   57.688090,   0.041486,   0.046104,   1.047598,   750.321385,   395.451860,   0.954809,   1.779219,   0.941415,   -1.015841,   97.726552,   2.228771,   134.350131,   365.609046,   0.005470,   0.000133,   3.114811,   67.745259,   135.490519,  
18/01/31 0:30 1:00,  18000.0,   0.284427,   -0.101152,   57.603212,   113.195920,   0.080617,   -0.029890,   -0.679181,   751.151348,   395.396151,   0.954856,   1.874505,   0.941154,   -1.352679,   97.699831,   5.029200,   139.672327,   -31.378276,   -0.063738,   0.000119,   6.384698,   40.175817,   80.351635,  
18/01/31 1:00 1:30,  18000.0,   0.490421,   -0.301169,   110.354251,   164.136480,   0.116613,   -0.061082,   -1.387924,   751.910791,   395.218318,   0.954574,   1.836598,   0.941049,   -1.720329,   97.692109,   8.662864,   146.643393,   -86.045355,   -0.023244,   0.000355,   2.120345,   57.267134,   114.534267,  
18/01/31 1:30 2:00,  17999.0,   0.581534,   -0.423986,   135.192359,   190.484205,   0.135166,   -0.064737,   -1.470967,   752.414861,   395.000125,   0.954529,   1.895188,   0.941007,   -2.081043,   97.687224,   9.131503,   149.956428,   -117.594934,   -0.017008,   0.000499,   1.678803,   58.425227,   116.850454,  
18/01/31 2:00 2:30,  18000.0,   0.386106,   -0.186562,   95.665805,   147.614591,   0.104892,   -0.059876,   -1.360514,   750.878379,   394.912831,   0.954786,   1.888152,   0.941050,   -1.628049,   97.690773,   7.976829,   132.550931,   -48.292177,   -0.041415,   0.000220,   3.299221,   50.733954,   101.467908,  
18/01/31 2:30 3:00,  18000.0,   0.398289,   -0.198215,   72.117787,   150.928625,   0.107632,   -0.034668,   -0.787729,   750.535149,   395.345094,   0.954681,   1.716965,   0.941138,   -1.172650,   97.680056,   8.261601,   130.447825,   -68.349979,   -0.029261,   0.000234,   3.202620,   50.413316,   100.826631,  
18/01/31 3:00 3:30,  18000.0,   0.384643,   -0.184228,   40.088727,   141.841582,   0.101568,   -0.025115,   -0.570680,   748.256657,   395.514907,   0.954827,   1.504560,   0.941364,   -0.169708,   97.680754,   8.481569,   127.109654,   -103.173208,   -0.019385,   0.000219,   3.318924,   50.678951,   101.357903,  
18/01/31 3:30 4:00,  17999.0,   0.484903,   -0.293555,   85.707506,   131.200124,   0.093176,   -0.048233,   -1.095963,   750.193629,   395.484654,   0.954610,   2.055433,   0.940998,   -1.002846,   97.673069,   8.063955,   137.325174,   -106.811224,   -0.018725,   0.000347,   2.013989,   60.336544,   120.673088,  
18/01/31 4:00 4:30,  18000.0,   0.483153,   -0.291644,   91.488087,   145.323305,   0.103153,   -0.042089,   -0.956353,   750.222203,   395.219715,   0.954508,   2.163226,   0.941000,   -1.227943,   97.660167,   8.774535,   135.405429,   -98.685226,   -0.020266,   0.000345,   2.303261,   54.385488,   108.770976,  
18/01/31 4:30 5:00,  18000.0,   0.442282,   -0.244740,   96.929237,   123.918156,   0.087661,   -0.046448,   -1.055398,   750.854951,   394.983291,   0.954402,   2.249503,   0.940969,   -1.599100,   97.677612,   8.566828,   134.144252,   -72.633813,   -0.027535,   0.000289,   2.498153,   55.546635,   111.093270,  
18/01/31 5:00 5:30,  18000.0,   0.415097,   -0.214659,   54.789814,   139.158294,   0.099401,   -0.023073,   -0.524282,   748.032989,   395.197315,   0.954896,   1.773264,   0.941353,   -0.304475,   97.698527,   8.618982,   130.202757,   -99.581532,   -0.020084,   0.000254,   2.942494,   51.827167,   103.654334,  
18/01/31 5:30 6:00,  17999.0,   0.402853,   -0.201644,   39.315833,   122.164460,   0.087479,   -0.019012,   -0.431987,   747.464532,   395.959344,   0.954975,   1.558005,   0.941048,   0.548891,   97.715150,   8.823812,   126.992760,   -123.352555,   -0.016214,   0.000240,   2.967048,   53.001706,   106.003412,  
18/01/31 6:00 6:30,  18000.0,   0.370985,   -0.171045,   47.301280,   137.296293,   0.098217,   -0.023912,   -0.543343,   747.714845,   395.988716,   0.954847,   1.739248,   0.941008,   0.496892,   97.729582,   8.328908,   124.731396,   -80.887631,   -0.024726,   0.000203,   3.459141,   50.775505,   101.551009,  
18/01/31 6:30 7:00,  18000.0,   0.326596,   -0.132530,   40.336480,   121.756324,   0.087084,   -0.026035,   -0.591570,   747.498911,   395.967636,   0.954852,   1.860392,   0.941018,   0.590838,   97.750028,   7.792420,   122.874536,   -64.367511,   -0.031072,   0.000158,   4.015310,   50.970255,   101.940511,  
18/01/31 7:00 7:30,  18000.0,   0.291033,   -0.105238,   31.551833,   92.668685,   0.066262,   -0.022601,   -0.513547,   747.750930,   396.102392,   0.954948,   1.905329,   0.941001,   0.616832,   97.760965,   6.603442,   125.423684,   -58.464002,   -0.034209,   0.000125,   4.196444,   54.978143,   109.956287,  
18/01/31 7:30 8:00,  17999.0,   0.300877,   -0.112310,   29.553875,   103.016154,   0.073743,   -0.021379,   -0.485775,   746.787144,   396.183578,   0.954971,   1.903109,   0.941000,   1.006618,   97.750071,   6.973929,   125.675768,   -67.152919,   -0.029783,   0.000134,   4.182621,   53.387866,   106.775733,  
18/01/31 8:00 8:30,  18000.0,   0.251441,   -0.078392,   24.568473,   89.813896,   0.064331,   -0.020548,   -0.466902,   746.807232,   396.417312,   0.954983,   1.834124,   0.941000,   1.244201,   97.763664,   6.087938,   124.790197,   -46.765031,   -0.042767,   0.000093,   5.235516,   52.996876,   105.993752,  
18/01/31 8:30 9:00,  18000.0,   0.347538,   -0.149803,   33.445799,   80.871495,   0.057754,   -0.028478,   -0.647092,   746.954402,   396.382457,   0.954905,   2.077369,   0.941000,   1.232032,   97.788778,   4.914050,   97.907375,   -96.342409,   -0.020759,   0.000178,   3.170508,   57.988155,   115.976310,  
18/01/31 9:00 9:30,  17999.0,   0.309145,   -0.118513,   27.160832,   65.913092,   0.047060,   -0.018726,   -0.425495,   746.815800,   396.371663,   0.954874,   2.152726,   0.941000,   1.294710,   97.797406,   4.411041,   88.683436,   -83.478059,   -0.023958,   0.000141,   2.933438,   69.082846,   138.165692,  
18/01/31 9:30 10:00,  18000.0,   0.425035,   -0.223825,   27.173525,   84.242022,   0.060257,   -0.032787,   -0.744999,   746.473475,   396.541425,   0.954687,   2.107008,   0.941000,   1.583895,   97.805169,   5.589447,   79.893017,   -209.768847,   -0.009534,   0.000267,   2.384629,   59.925612,   119.851223,  
18/01/31 10:00 10:30,  18000.0,   0.373280,   -0.172837,   41.928652,   105.097215,   0.075003,   -0.026718,   -0.607085,   746.939936,   396.319403,   0.954381,   2.299885,   0.940984,   1.263035,   97.821389,   6.447392,   79.180255,   -94.847954,   -0.021086,   0.000206,   2.693337,   61.660004,   123.320008,  
18/01/31 10:30 11:00,  18000.0,   0.356924,   -0.157948,   42.836705,   106.999822,   0.076372,   -0.029264,   -0.664953,   746.459330,   396.250614,   0.954466,   2.296282,   0.940998,   1.431230,   97.835169,   6.245084,   84.252376,   -81.196676,   -0.024632,   0.000188,   2.852696,   61.497153,   122.994307,  
18/01/31 11:00 11:30,  18000.0,   0.394812,   -0.193338,   52.977904,   115.130046,   0.082087,   -0.033830,   -0.768705,   747.009307,   396.383888,   0.954086,   2.291654,   0.940881,   1.343907,   97.844371,   7.641354,   81.216978,   -90.328942,   -0.022141,   0.000230,   2.679427,   58.641949,   117.283897,  
18/01/31 11:30 12:00,  17999.0,   0.372375,   -0.172270,   46.419824,   93.204349,   0.066337,   -0.030355,   -0.689734,   747.752227,   396.125036,   0.954183,   2.431955,   0.940984,   0.882878,   97.847489,   6.344882,   77.785597,   -87.245939,   -0.022924,   0.000205,   2.567079,   64.225139,   128.450279,  
18/01/31 12:00 12:30,  18000.0,   0.375386,   -0.174930,   55.686950,   103.669920,   0.073741,   -0.031374,   -0.712882,   747.067549,   396.071690,   0.954366,   2.448708,   0.940996,   1.090539,   97.845617,   6.511444,   83.162525,   -75.057491,   -0.026646,   0.000208,   2.637136,   62.368432,   124.736864,  
18/01/31 12:30 13:00,  18000.0,   0.448686,   -0.249931,   57.778596,   105.137318,   0.074741,   -0.029306,   -0.665913,   747.232938,   396.132993,   0.954246,   2.511355,   0.940957,   1.070665,   97.845173,   7.112202,   78.255246,   -123.797746,   -0.016155,   0.000297,   2.101332,   62.904617,   125.809235,  
18/01/31 13:00 13:30,  18000.0,   0.459411,   -0.262014,   59.593208,   105.350305,   0.074842,   -0.037919,   -0.861602,   746.904643,   395.968978,   0.954254,   2.580296,   0.940982,   1.037630,   97.844844,   6.822560,   80.144206,   -129.188471,   -0.015481,   0.000312,   1.950737,   65.242516,   130.485032,  
18/01/31 13:30 14:00,  17999.0,   0.358751,   -0.159837,   53.057554,   93.514985,   0.066400,   -0.036624,   -0.832179,   747.315148,   396.029634,   0.954235,   2.652456,   0.940999,   0.956495,   97.855554,   5.999808,   76.449699,   -69.123724,   -0.028934,   0.000190,   2.838550,   61.438247,   122.876493,  
18/01/31 14:00 14:30,  18000.0,   0.326567,   -0.132440,   42.498733,   75.868427,   0.053874,   -0.028551,   -0.648755,   747.285699,   396.029594,   0.954215,   2.666061,   0.941000,   0.951632,   97.855031,   5.573203,   79.981625,   -65.019520,   -0.030760,   0.000158,   2.883553,   66.433425,   132.866850,  
18/01/31 14:30 15:00,  18000.0,   0.336400,   -0.140465,   44.950052,   85.466273,   0.060743,   -0.030214,   -0.686539,   746.906685,   396.028210,   0.954281,   2.652680,   0.941000,   1.077038,   97.853697,   5.856161,   81.879792,   -66.788005,   -0.029945,   0.000167,   2.946671,   63.450625,   126.901250,  
18/01/31 15:00 15:30,  18000.0,   0.355986,   -0.157354,   48.559523,   83.512535,   0.059294,   -0.037558,   -0.853397,   747.293394,   396.091912,   0.954209,   2.623412,   0.941000,   0.994714,   97.856113,   5.930203,   82.461449,   -73.955536,   -0.027043,   0.000187,   2.625398,   65.888131,   131.776261,  
18/01/31 15:30 16:00,  17999.0,   0.336468,   -0.140657,   54.665092,   93.919192,   0.066696,   -0.035364,   -0.803554,   747.732563,   396.085931,   0.954271,   2.560646,   0.940999,   0.828005,   97.857357,   6.312039,   85.804915,   -55.480361,   -0.036049,   0.000167,   2.934163,   63.654575,   127.309149,  
18/01/31 16:00 16:30,  18000.0,   0.301537,   -0.113008,   45.646556,   83.468040,   0.059344,   -0.034321,   -0.779860,   748.101532,   396.145952,   0.954616,   2.450057,   0.941000,   0.749270,   97.853677,   5.140858,   87.515010,   -47.549113,   -0.042062,   0.000134,   3.297154,   64.442822,   128.885644,  
18/01/31 16:30 17:00,  18000.0,   0.307372,   -0.117494,   37.270351,   76.271322,   0.054288,   -0.025039,   -0.568954,   748.675922,   396.216170,   0.954736,   2.406207,   0.941000,   0.579788,   97.852827,   4.866672,   91.462413,   -61.001436,   -0.032786,   0.000140,   2.934257,   69.450758,   138.901516,  
18/01/31 17:00 17:30,  18000.0,   0.346322,   -0.149155,   53.848031,   62.466938,   0.044181,   -0.042270,   -0.960464,   748.519477,   396.140933,   0.954885,   2.369375,   0.941048,   0.568413,   97.861832,   3.872964,   84.692824,   -63.245873,   -0.031623,   0.000177,   3.071159,   59.685841,   119.371682,  
18/01/31 17:30 18:00,  17999.0,   0.268022,   -0.089301,   29.688353,   63.295527,   0.045078,   -0.020084,   -0.456349,   747.902531,   395.963881,   0.954997,   2.388462,   0.941049,   0.657220,   97.866870,   3.979814,   95.477021,   -50.558110,   -0.039558,   0.000106,   3.560200,   67.867473,   135.734946,  
