1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: A100000062912041
Mission in Progress?  false
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 3600 second(s)
Mission Start Time:  Tue Dec 03 00:00:01 EET 2019
Mission Sample Count:  4096
Roll Over Enabled?  true(rolled over occurred)
First Sample Timestamp:  Sun Dec 29 19:00:01 EET 2019
Total Mission Samples:  4739
Total Device Samples:  7965
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
26.1.2020 21:00:01,C,4,986
26.1.2020 22:00:01,C,4,861
26.1.2020 23:00:01,C,4,798
27.1.2020 0:00:01,C,4,61
27.1.2020 1:00:01,C,4,61
27.1.2020 2:00:01,C,4,61
27.1.2020 3:00:01,C,4,61
27.1.2020 4:00:01,C,4,735
27.1.2020 5:00:01,C,4,986
27.1.2020 6:00:01,C,5,299
27.1.2020 7:00:01,C,5,613
27.1.2020 8:00:01,C,5,801
27.1.2020 9:00:01,C,5,863
27.1.2020 10:00:01,C,5,738
27.1.2020 11:00:01,C,6,239
27.1.2020 12:00:01,C,6,302
27.1.2020 13:00:01,C,6,427
27.1.2020 14:00:01,C,6,49
27.1.2020 15:00:01,C,7,304
27.1.2020 16:00:01,C,7,43
27.1.2020 17:00:01,C,7,492
27.1.2020 18:00:01,C,6,365
27.1.2020 19:00:01,C,6,49
27.1.2020 20:00:01,C,6,051
27.1.2020 21:00:01,C,5,738
27.1.2020 22:00:01,C,5,425
27.1.2020 23:00:01,C,5,237
28.1.2020 0:00:01,C,5,111
28.1.2020 1:00:01,C,5,111
28.1.2020 2:00:01,C,5,049
28.1.2020 3:00:01,C,5,049
28.1.2020 4:00:01,C,5,049
28.1.2020 5:00:01,C,5,111
28.1.2020 6:00:01,C,5,049
28.1.2020 7:00:01,C,5,237
28.1.2020 8:00:01,C,6,615
28.1.2020 9:00:01,C,5,675
28.1.2020 10:00:01,C,5,863
28.1.2020 11:00:01,C,5,738
28.1.2020 12:00:01,C,6,051
28.1.2020 13:00:01,C,6,177
28.1.2020 14:00:01,C,6,114
28.1.2020 15:00:01,C,7,868
28.1.2020 16:00:01,C,7,618
28.1.2020 17:00:01,C,7,179
28.1.2020 18:00:01,C,6,365
28.1.2020 19:00:01,C,5,613
28.1.2020 20:00:01,C,5,487
28.1.2020 21:00:01,C,5,237
28.1.2020 22:00:01,C,4,986
28.1.2020 23:00:01,C,5,237
29.1.2020 0:00:01,C,5,174
29.1.2020 1:00:01,C,5,111
29.1.2020 2:00:01,C,5,174
29.1.2020 3:00:01,C,5,049
29.1.2020 4:00:01,C,5,237
29.1.2020 5:00:01,C,5,801
29.1.2020 6:00:01,C,6,49
29.1.2020 7:00:01,C,6,678
29.1.2020 8:00:01,C,5,613
29.1.2020 9:00:01,C,5,801
29.1.2020 10:00:01,C,6,427
29.1.2020 11:00:01,C,6,552
29.1.2020 12:00:01,C,8,056
29.1.2020 13:00:01,C,8,307
29.1.2020 14:00:01,C,8,181
29.1.2020 15:00:01,C,7,868
29.1.2020 16:00:01,C,7,806
29.1.2020 17:00:01,C,7,116
29.1.2020 18:00:01,C,6,552
29.1.2020 19:00:01,C,6,239
29.1.2020 20:00:01,C,6,177
29.1.2020 21:00:01,C,6,051
29.1.2020 22:00:01,C,5,863
29.1.2020 23:00:01,C,5,613
30.1.2020 0:00:01,C,5,487
30.1.2020 1:00:01,C,5,299
30.1.2020 2:00:01,C,5,362
30.1.2020 3:00:01,C,5,299
30.1.2020 4:00:01,C,5,362
30.1.2020 5:00:01,C,5,487
30.1.2020 6:00:01,C,5,55
30.1.2020 7:00:01,C,5,738
30.1.2020 8:00:01,C,5,989
30.1.2020 9:00:01,C,7,304
30.1.2020 10:00:01,C,7,242
30.1.2020 11:00:01,C,7,116
30.1.2020 12:00:01,C,6,74
30.1.2020 13:00:01,C,6,49
30.1.2020 14:00:01,C,6,365
30.1.2020 15:00:01,C,6,552
30.1.2020 16:00:01,C,6,177
30.1.2020 17:00:01,C,6,114
30.1.2020 18:00:01,C,5,863
30.1.2020 19:00:01,C,5,738
30.1.2020 20:00:01,C,5,613
30.1.2020 21:00:01,C,5,425
30.1.2020 22:00:01,C,5,362
30.1.2020 23:00:01,C,5,237
31.1.2020 0:00:01,C,5,425
31.1.2020 1:00:01,C,5,362
31.1.2020 2:00:01,C,5,425
31.1.2020 3:00:01,C,5,425
31.1.2020 4:00:01,C,5,425
31.1.2020 5:00:01,C,5,425
31.1.2020 6:00:01,C,5,425
31.1.2020 7:00:01,C,5,675
31.1.2020 8:00:01,C,5,989
31.1.2020 9:00:01,C,6,928
31.1.2020 10:00:01,C,6,866
31.1.2020 11:00:01,C,7,179
31.1.2020 12:00:01,C,7,242
31.1.2020 13:00:01,C,6,991
31.1.2020 14:00:01,C,6,74
31.1.2020 15:00:01,C,6,74
31.1.2020 16:00:01,C,6,552
31.1.2020 17:00:01,C,6,678
31.1.2020 18:00:01,C,7,242
31.1.2020 19:00:01,C,6,49
31.1.2020 20:00:01,C,5,863
31.1.2020 21:00:01,C,5,801
31.1.2020 22:00:01,C,5,55
31.1.2020 23:00:01,C,5,613
1.2.2020 0:00:01,C,5,613
1.2.2020 1:00:01,C,5,55
1.2.2020 2:00:01,C,5,487
1.2.2020 3:00:01,C,5,425
1.2.2020 4:00:01,C,5,362
1.2.2020 5:00:01,C,5,55
1.2.2020 6:00:01,C,5,675
1.2.2020 7:00:01,C,5,801
1.2.2020 8:00:01,C,6,051
1.2.2020 9:00:01,C,6,74
1.2.2020 10:00:01,C,7,931
1.2.2020 11:00:01,C,7,43
1.2.2020 12:00:01,C,7,555
1.2.2020 13:00:01,C,7,242
1.2.2020 14:00:01,C,7,304
1.2.2020 15:00:01,C,6,991
1.2.2020 16:00:01,C,6,866
1.2.2020 17:00:01,C,6,678
1.2.2020 18:00:01,C,6,49
1.2.2020 19:00:01,C,6,239
1.2.2020 20:00:01,C,5,926
1.2.2020 21:00:01,C,5,801
1.2.2020 22:00:01,C,5,738
1.2.2020 23:00:01,C,5,613
2.2.2020 0:00:01,C,5,613
2.2.2020 1:00:01,C,5,613
2.2.2020 2:00:01,C,5,487
2.2.2020 3:00:01,C,5,299
2.2.2020 4:00:01,C,5,362
2.2.2020 5:00:01,C,5,362
2.2.2020 6:00:01,C,5,487
2.2.2020 7:00:01,C,5,487
2.2.2020 8:00:01,C,5,613
2.2.2020 9:00:01,C,5,738
2.2.2020 10:00:01,C,5,926
2.2.2020 11:00:01,C,6,552
2.2.2020 12:00:01,C,7,304
2.2.2020 13:00:01,C,7,304
2.2.2020 14:00:01,C,7,116
2.2.2020 15:00:01,C,6,615
2.2.2020 16:00:01,C,6,49
2.2.2020 17:00:01,C,6,365
2.2.2020 18:00:01,C,6,177
2.2.2020 19:00:01,C,6,051
2.2.2020 20:00:01,C,5,801
2.2.2020 21:00:01,C,5,801
2.2.2020 22:00:01,C,5,613
2.2.2020 23:00:01,C,5,675
3.2.2020 0:00:01,C,5,55
3.2.2020 1:00:01,C,5,487
3.2.2020 2:00:01,C,5,174
3.2.2020 3:00:01,C,5,299
3.2.2020 4:00:01,C,5,425
3.2.2020 5:00:01,C,5,487
3.2.2020 6:00:01,C,5,55
3.2.2020 7:00:01,C,5,738
3.2.2020 8:00:01,C,5,989
3.2.2020 9:00:01,C,6,177
3.2.2020 10:00:01,C,6,239
3.2.2020 11:00:01,C,6,678
3.2.2020 12:00:01,C,6,49
3.2.2020 13:00:01,C,6,866
3.2.2020 14:00:01,C,6,74
3.2.2020 15:00:01,C,6,803
3.2.2020 16:00:01,C,6,365
3.2.2020 17:00:01,C,6,302
3.2.2020 18:00:01,C,6,49
3.2.2020 19:00:01,C,5,989
3.2.2020 20:00:01,C,5,738
3.2.2020 21:00:01,C,5,55
3.2.2020 22:00:01,C,5,487
3.2.2020 23:00:01,C,5,487
4.2.2020 0:00:01,C,5,425
4.2.2020 1:00:01,C,5,362
4.2.2020 2:00:01,C,5,362
4.2.2020 3:00:01,C,5,237
4.2.2020 4:00:01,C,5,299
4.2.2020 5:00:01,C,5,362
4.2.2020 6:00:01,C,5,425
4.2.2020 7:00:01,C,5,487
4.2.2020 8:00:01,C,5,55
4.2.2020 9:00:01,C,5,738
4.2.2020 10:00:01,C,6,051
4.2.2020 11:00:01,C,6,177
4.2.2020 12:00:01,C,6,427
4.2.2020 13:00:01,C,6,365
4.2.2020 14:00:01,C,6,615
4.2.2020 15:00:01,C,6,803
4.2.2020 16:00:01,C,6,615
4.2.2020 17:00:01,C,6,302
4.2.2020 18:00:01,C,6,239
4.2.2020 19:00:01,C,5,989
4.2.2020 20:00:01,C,5,801
4.2.2020 21:00:01,C,5,738
4.2.2020 22:00:01,C,5,613
4.2.2020 23:00:01,C,5,613
5.2.2020 0:00:01,C,5,425
5.2.2020 1:00:01,C,5,362
5.2.2020 2:00:01,C,5,299
5.2.2020 3:00:01,C,5,111
5.2.2020 4:00:01,C,5,299
5.2.2020 5:00:01,C,5,425
5.2.2020 6:00:01,C,5,801
5.2.2020 7:00:01,C,6,427
5.2.2020 8:00:01,C,5,926
5.2.2020 9:00:01,C,6,177
5.2.2020 10:00:01,C,6,051
5.2.2020 11:00:01,C,5,989
5.2.2020 12:00:01,C,6,114
5.2.2020 13:00:01,C,5,738
5.2.2020 14:00:01,C,6,114
5.2.2020 15:00:01,C,5,738
5.2.2020 16:00:01,C,5,613
5.2.2020 17:00:01,C,5,55
5.2.2020 18:00:01,C,5,425
5.2.2020 19:00:01,C,5,237
5.2.2020 20:00:01,C,5,174
5.2.2020 21:00:01,C,5,049
5.2.2020 22:00:01,C,4,986
5.2.2020 23:00:01,C,4,986
6.2.2020 0:00:01,C,4,923
6.2.2020 1:00:01,C,4,798
6.2.2020 2:00:01,C,4,798
6.2.2020 3:00:01,C,4,673
6.2.2020 4:00:01,C,4,735
6.2.2020 5:00:01,C,4,861
6.2.2020 6:00:01,C,4,923
6.2.2020 7:00:01,C,5,675
6.2.2020 8:00:01,C,5,425
6.2.2020 9:00:01,C,6,678
6.2.2020 10:00:01,C,6,678
6.2.2020 11:00:01,C,5,926
6.2.2020 12:00:01,C,6,177
6.2.2020 13:00:01,C,5,613
6.2.2020 14:00:01,C,5,425
6.2.2020 15:00:01,C,5,362
6.2.2020 16:00:01,C,5,299
6.2.2020 17:00:01,C,5,237
6.2.2020 18:00:01,C,5,174
6.2.2020 19:00:01,C,4,986
6.2.2020 20:00:01,C,4,861
6.2.2020 21:00:01,C,4,735
6.2.2020 22:00:01,C,4,735
6.2.2020 23:00:01,C,4,61
7.2.2020 0:00:01,C,4,61
7.2.2020 1:00:01,C,4,547
7.2.2020 2:00:01,C,4,547
7.2.2020 3:00:01,C,4,422
7.2.2020 4:00:01,C,4,485
7.2.2020 5:00:01,C,4,61
7.2.2020 6:00:01,C,4,485
7.2.2020 7:00:01,C,4,547
7.2.2020 8:00:01,C,4,61
7.2.2020 9:00:01,C,4,61
7.2.2020 10:00:01,C,4,61
7.2.2020 11:00:01,C,4,547
7.2.2020 12:00:01,C,4,673
7.2.2020 13:00:01,C,4,986
7.2.2020 14:00:01,C,4,798
7.2.2020 15:00:01,C,5,174
7.2.2020 16:00:01,C,4,923
7.2.2020 17:00:01,C,4,798
7.2.2020 18:00:01,C,4,61
7.2.2020 19:00:01,C,4,297
7.2.2020 20:00:01,C,4,171
7.2.2020 21:00:01,C,4,046
7.2.2020 22:00:01,C,3,983
7.2.2020 23:00:01,C,3,92
8.2.2020 0:00:01,C,3,795
8.2.2020 1:00:01,C,3,732
8.2.2020 2:00:01,C,3,482
8.2.2020 3:00:01,C,3,419
8.2.2020 4:00:01,C,3,482
8.2.2020 5:00:01,C,3,419
8.2.2020 6:00:01,C,3,482
8.2.2020 7:00:01,C,3,482
8.2.2020 8:00:01,C,3,67
8.2.2020 9:00:01,C,3,795
8.2.2020 10:00:01,C,4,046
8.2.2020 11:00:01,C,3,858
8.2.2020 12:00:01,C,4,109
8.2.2020 13:00:01,C,4,359
8.2.2020 14:00:01,C,4,422
8.2.2020 15:00:01,C,4,297
8.2.2020 16:00:01,C,3,92
8.2.2020 17:00:01,C,3,858
8.2.2020 18:00:01,C,3,67
8.2.2020 19:00:01,C,3,544
8.2.2020 20:00:01,C,3,419
8.2.2020 21:00:01,C,3,356
8.2.2020 22:00:01,C,3,356
8.2.2020 23:00:01,C,3,294
9.2.2020 0:00:01,C,3,231
9.2.2020 1:00:01,C,3,168
9.2.2020 2:00:01,C,2,792
9.2.2020 3:00:01,C,3,043
9.2.2020 4:00:01,C,3,231
9.2.2020 5:00:01,C,3,168
9.2.2020 6:00:01,C,3,168
9.2.2020 7:00:01,C,3,043
9.2.2020 8:00:01,C,3,294
9.2.2020 9:00:01,C,3,356
9.2.2020 10:00:01,C,3,419
9.2.2020 11:00:01,C,3,482
9.2.2020 12:00:01,C,3,607
9.2.2020 13:00:01,C,3,858
9.2.2020 14:00:01,C,3,858
9.2.2020 15:00:01,C,4,673
9.2.2020 16:00:01,C,4,485
9.2.2020 17:00:01,C,4,547
9.2.2020 18:00:01,C,3,544
9.2.2020 19:00:01,C,3,419
9.2.2020 20:00:01,C,3,106
9.2.2020 21:00:01,C,2,918
9.2.2020 22:00:01,C,2,792
9.2.2020 23:00:01,C,2,792
10.2.2020 0:00:01,C,2,98
10.2.2020 1:00:01,C,2,918
10.2.2020 2:00:01,C,2,73
10.2.2020 3:00:01,C,2,667
10.2.2020 4:00:01,C,2,667
10.2.2020 5:00:01,C,2,353
10.2.2020 6:00:01,C,2,855
10.2.2020 7:00:01,C,2,792
10.2.2020 8:00:01,C,2,918
10.2.2020 9:00:01,C,2,98
10.2.2020 10:00:01,C,3,544
10.2.2020 11:00:01,C,3,356
10.2.2020 12:00:01,C,3,607
10.2.2020 13:00:01,C,3,482
10.2.2020 14:00:01,C,3,231
10.2.2020 15:00:01,C,3,106
10.2.2020 16:00:01,C,3,043
10.2.2020 17:00:01,C,2,918
10.2.2020 18:00:01,C,2,792
10.2.2020 19:00:01,C,2,604
10.2.2020 20:00:01,C,2,541
10.2.2020 21:00:01,C,2,479
10.2.2020 22:00:01,C,2,416
10.2.2020 23:00:01,C,2,353
11.2.2020 0:00:01,C,2,291
11.2.2020 1:00:01,C,2,291
11.2.2020 2:00:01,C,2,228
11.2.2020 3:00:01,C,2,103
11.2.2020 4:00:01,C,2,04
11.2.2020 5:00:01,C,2,04
11.2.2020 6:00:01,C,1,977
11.2.2020 7:00:01,C,2,04
11.2.2020 8:00:01,C,2,103
11.2.2020 9:00:01,C,2,228
11.2.2020 10:00:01,C,2,291
11.2.2020 11:00:01,C,2,416
11.2.2020 12:00:01,C,2,479
11.2.2020 13:00:01,C,2,541
11.2.2020 14:00:01,C,2,479
11.2.2020 15:00:01,C,2,353
11.2.2020 16:00:01,C,3,043
11.2.2020 17:00:01,C,2,667
11.2.2020 18:00:01,C,2,416
11.2.2020 19:00:01,C,1,977
11.2.2020 20:00:01,C,1,664
11.2.2020 21:00:01,C,1,852
11.2.2020 22:00:01,C,1,977
11.2.2020 23:00:01,C,1,977
12.2.2020 0:00:01,C,1,915
12.2.2020 1:00:01,C,1,601
12.2.2020 2:00:01,C,1,664
12.2.2020 3:00:01,C,1,601
12.2.2020 4:00:01,C,1,664
12.2.2020 5:00:01,C,1,601
12.2.2020 6:00:01,C,1,726
12.2.2020 7:00:01,C,1,789
12.2.2020 8:00:01,C,1,852
12.2.2020 9:00:01,C,1,977
12.2.2020 10:00:01,C,2,103
12.2.2020 11:00:01,C,2,228
12.2.2020 12:00:01,C,2,291
12.2.2020 13:00:01,C,2,291
12.2.2020 14:00:01,C,3,544
12.2.2020 15:00:01,C,3,544
12.2.2020 16:00:01,C,3,106
12.2.2020 17:00:01,C,2,98
12.2.2020 18:00:01,C,2,353
12.2.2020 19:00:01,C,1,915
12.2.2020 20:00:01,C,1,977
12.2.2020 21:00:01,C,2,103
12.2.2020 22:00:01,C,2,103
12.2.2020 23:00:01,C,1,915
13.2.2020 0:00:01,C,1,789
13.2.2020 1:00:01,C,1,664
13.2.2020 2:00:01,C,1,413
13.2.2020 3:00:01,C,1,476
13.2.2020 4:00:01,C,1,476
13.2.2020 5:00:01,C,1,476
13.2.2020 6:00:01,C,1,538
13.2.2020 7:00:01,C,1,664
13.2.2020 8:00:01,C,1,664
13.2.2020 9:00:01,C,1,789
13.2.2020 10:00:01,C,1,789
13.2.2020 11:00:01,C,1,977
13.2.2020 12:00:01,C,2,416
13.2.2020 13:00:01,C,2,291
13.2.2020 14:00:01,C,2,541
13.2.2020 15:00:01,C,2,103
13.2.2020 16:00:01,C,2,165
13.2.2020 17:00:01,C,2,04
13.2.2020 18:00:01,C,2,291
13.2.2020 19:00:01,C,1,789
13.2.2020 20:00:01,C,1,538
13.2.2020 21:00:01,C,1,538
13.2.2020 22:00:01,C,1,664
13.2.2020 23:00:01,C,1,601
14.2.2020 0:00:01,C,1,288
14.2.2020 1:00:01,C,1,288
14.2.2020 2:00:01,C,1,288
14.2.2020 3:00:01,C,1,413
14.2.2020 4:00:01,C,1,413
14.2.2020 5:00:01,C,1,476
14.2.2020 6:00:01,C,1,476
14.2.2020 7:00:01,C,1,476
14.2.2020 8:00:01,C,1,601
14.2.2020 9:00:01,C,1,726
14.2.2020 10:00:01,C,1,789
14.2.2020 11:00:01,C,1,789
14.2.2020 12:00:01,C,1,915
14.2.2020 13:00:01,C,1,915
14.2.2020 14:00:01,C,1,789
14.2.2020 15:00:01,C,1,789
14.2.2020 16:00:01,C,1,664
14.2.2020 17:00:01,C,1,538
14.2.2020 18:00:01,C,1,476
14.2.2020 19:00:01,C,1,413
14.2.2020 20:00:01,C,1,35
14.2.2020 21:00:01,C,1,35
14.2.2020 22:00:01,C,1,288
14.2.2020 23:00:01,C,1,288
15.2.2020 0:00:01,C,1,225
15.2.2020 1:00:01,C,1,162
15.2.2020 2:00:01,C,1,162
15.2.2020 3:00:01,C,1,099
15.2.2020 4:00:01,C,1,099
15.2.2020 5:00:01,C,1,099
15.2.2020 6:00:01,C,1,162
15.2.2020 7:00:01,C,1,162
15.2.2020 8:00:01,C,1,225
15.2.2020 9:00:01,C,1,225
15.2.2020 10:00:01,C,1,225
15.2.2020 11:00:01,C,1,288
15.2.2020 12:00:01,C,1,35
15.2.2020 13:00:01,C,1,288
15.2.2020 14:00:01,C,1,476
15.2.2020 15:00:01,C,1,413
15.2.2020 16:00:01,C,1,288
15.2.2020 17:00:01,C,1,162
15.2.2020 18:00:01,C,1,099
15.2.2020 19:00:01,C,1,037
15.2.2020 20:00:01,C,0,974
15.2.2020 21:00:01,C,0,849
15.2.2020 22:00:01,C,0,849
15.2.2020 23:00:01,C,0,849
16.2.2020 0:00:01,C,0,723
16.2.2020 1:00:01,C,0,723
16.2.2020 2:00:01,C,0,786
16.2.2020 3:00:01,C,0,598
16.2.2020 4:00:01,C,0,535
16.2.2020 5:00:01,C,0,535
16.2.2020 6:00:01,C,0,723
16.2.2020 7:00:01,C,0,786
16.2.2020 8:00:01,C,0,911
16.2.2020 9:00:01,C,1,037
16.2.2020 10:00:01,C,1,037
16.2.2020 11:00:01,C,1,037
16.2.2020 12:00:01,C,1,162
16.2.2020 13:00:01,C,1,225
16.2.2020 14:00:01,C,1,476
16.2.2020 15:00:01,C,1,099
16.2.2020 16:00:01,C,1,099
16.2.2020 17:00:01,C,1,099
16.2.2020 18:00:01,C,0,974
16.2.2020 19:00:01,C,0,723
16.2.2020 20:00:01,C,0,661
16.2.2020 21:00:01,C,0,472
16.2.2020 22:00:01,C,0,598
16.2.2020 23:00:01,C,0,598
17.2.2020 0:00:01,C,0,472
17.2.2020 1:00:01,C,0,472
17.2.2020 2:00:01,C,0,41
17.2.2020 3:00:01,C,0,347
17.2.2020 4:00:01,C,0,347
17.2.2020 5:00:01,C,0,41
17.2.2020 6:00:01,C,0,661
17.2.2020 7:00:01,C,0,974
17.2.2020 8:00:01,C,1,225
17.2.2020 9:00:01,C,1,162
17.2.2020 10:00:01,C,1,162
17.2.2020 11:00:01,C,1,288
17.2.2020 12:00:01,C,1,225
17.2.2020 13:00:01,C,1,162
17.2.2020 14:00:01,C,1,099
17.2.2020 15:00:01,C,1,037
17.2.2020 16:00:01,C,0,849
17.2.2020 17:00:01,C,0,786
17.2.2020 18:00:01,C,0,661
17.2.2020 19:00:01,C,0,598
17.2.2020 20:00:01,C,0,535
17.2.2020 21:00:01,C,0,472
17.2.2020 22:00:01,C,0,41
17.2.2020 23:00:01,C,0,41
18.2.2020 0:00:01,C,0,347
18.2.2020 1:00:01,C,0,284
18.2.2020 2:00:01,C,0,222
18.2.2020 3:00:01,C,0,222
18.2.2020 4:00:01,C,0,222
18.2.2020 5:00:01,C,0,284
18.2.2020 6:00:01,C,0,347
18.2.2020 7:00:01,C,0,41
18.2.2020 8:00:01,C,0,472
18.2.2020 9:00:01,C,0,535
18.2.2020 10:00:01,C,0,849
18.2.2020 11:00:01,C,0,911
18.2.2020 12:00:01,C,0,911
18.2.2020 13:00:01,C,0,661
18.2.2020 14:00:01,C,0,723
18.2.2020 15:00:01,C,0,598
18.2.2020 16:00:01,C,0,535
18.2.2020 17:00:01,C,0,472
18.2.2020 18:00:01,C,0,284
18.2.2020 19:00:01,C,0,222
18.2.2020 20:00:01,C,0,159
18.2.2020 21:00:01,C,0,159
18.2.2020 22:00:01,C,0,159
18.2.2020 23:00:01,C,0,159
19.2.2020 0:00:01,C,0,159
19.2.2020 1:00:01,C,0,159
19.2.2020 2:00:01,C,0,159
19.2.2020 3:00:01,C,0,159
19.2.2020 4:00:01,C,0,222
19.2.2020 5:00:01,C,0,284
19.2.2020 6:00:01,C,0,347
19.2.2020 7:00:01,C,0,41
19.2.2020 8:00:01,C,0,472
19.2.2020 9:00:01,C,0,598
19.2.2020 10:00:01,C,0,535
19.2.2020 11:00:01,C,0,535
19.2.2020 12:00:01,C,0,661
19.2.2020 13:00:01,C,0,723
19.2.2020 14:00:01,C,0,598
19.2.2020 15:00:01,C,0,535
19.2.2020 16:00:01,C,0,159
19.2.2020 17:00:01,C,6,803
19.2.2020 18:00:01,C,12,252
19.2.2020 19:00:01,C,14,944
19.2.2020 20:00:01,C,15,82
19.2.2020 21:00:01,C,16,383
19.2.2020 22:00:01,C,16,508
19.2.2020 23:00:01,C,16,571
20.2.2020 0:00:01,C,16,571
20.2.2020 1:00:01,C,16,446
20.2.2020 2:00:01,C,16,446
20.2.2020 3:00:01,C,16,508
20.2.2020 4:00:01,C,17,197
20.2.2020 5:00:01,C,17,259
20.2.2020 6:00:01,C,17,259
20.2.2020 7:00:01,C,17,322
20.2.2020 8:00:01,C,17,447
20.2.2020 9:00:01,C,17,572
20.2.2020 10:00:01,C,17,447
20.2.2020 11:00:01,C,16,195
20.2.2020 12:00:01,C,15,319
20.2.2020 13:00:01,C,14,568
20.2.2020 14:00:01,C,14,255
20.2.2020 15:00:01,C,14,693
20.2.2020 16:00:01,C,14,944
20.2.2020 17:00:01,C,14,944
20.2.2020 18:00:01,C,15,57
20.2.2020 19:00:01,C,15,757
20.2.2020 20:00:01,C,15,945
20.2.2020 21:00:01,C,16,383
20.2.2020 22:00:01,C,16,946
20.2.2020 23:00:01,C,17,447
21.2.2020 0:00:01,C,18,01
21.2.2020 1:00:01,C,18,385
21.2.2020 2:00:01,C,18,636
21.2.2020 3:00:01,C,18,823
21.2.2020 4:00:01,C,18,823
21.2.2020 5:00:01,C,18,948
21.2.2020 6:00:01,C,19,011
21.2.2020 7:00:01,C,19,011
21.2.2020 8:00:01,C,19,136
21.2.2020 9:00:01,C,18,948
21.2.2020 10:00:01,C,18,636
21.2.2020 11:00:01,C,18,51
21.2.2020 12:00:01,C,17,635
21.2.2020 13:00:01,C,17,822
21.2.2020 14:00:01,C,17,322
21.2.2020 15:00:01,C,17,572
21.2.2020 16:00:01,C,17,447
21.2.2020 17:00:01,C,17,509
21.2.2020 18:00:01,C,17,384
21.2.2020 19:00:01,C,17,322
21.2.2020 20:00:01,C,17,509
21.2.2020 21:00:01,C,17,885
21.2.2020 22:00:01,C,18,323
21.2.2020 23:00:01,C,18,636
22.2.2020 0:00:01,C,18,886
22.2.2020 1:00:01,C,19,011
22.2.2020 2:00:01,C,19,136
22.2.2020 3:00:01,C,19,261
22.2.2020 4:00:01,C,19,386
22.2.2020 5:00:01,C,19,449
22.2.2020 6:00:01,C,19,324
22.2.2020 7:00:01,C,19,073
22.2.2020 8:00:01,C,18,761
22.2.2020 9:00:01,C,18,448
22.2.2020 10:00:01,C,18,323
22.2.2020 11:00:01,C,18,26
22.2.2020 12:00:01,C,18,323
22.2.2020 13:00:01,C,18,385
22.2.2020 14:00:01,C,18,385
22.2.2020 15:00:01,C,18,385
22.2.2020 16:00:01,C,18,448
22.2.2020 17:00:01,C,18,573
22.2.2020 18:00:01,C,18,636
22.2.2020 19:00:01,C,18,886
22.2.2020 20:00:01,C,19,073
22.2.2020 21:00:01,C,19,261
22.2.2020 22:00:01,C,19,386
22.2.2020 23:00:01,C,19,574
23.2.2020 0:00:01,C,19,761
23.2.2020 1:00:01,C,19,949
23.2.2020 2:00:01,C,20,137
23.2.2020 3:00:01,C,20,324
23.2.2020 4:00:01,C,20,387
23.2.2020 5:00:01,C,20,449
23.2.2020 6:00:01,C,20,512
23.2.2020 7:00:01,C,20,575
23.2.2020 8:00:01,C,20,512
23.2.2020 9:00:01,C,19,449
23.2.2020 10:00:01,C,19,199
23.2.2020 11:00:01,C,19,136
23.2.2020 12:00:01,C,19,136
23.2.2020 13:00:01,C,18,886
23.2.2020 14:00:01,C,18,51
23.2.2020 15:00:01,C,18,135
23.2.2020 16:00:01,C,17,572
23.2.2020 17:00:01,C,17,697
23.2.2020 18:00:01,C,17,572
23.2.2020 19:00:01,C,17,447
23.2.2020 20:00:01,C,18,198
23.2.2020 21:00:01,C,18,198
23.2.2020 22:00:01,C,18,073
23.2.2020 23:00:01,C,18,073
24.2.2020 0:00:01,C,18,636
24.2.2020 1:00:01,C,19,011
24.2.2020 2:00:01,C,19,324
24.2.2020 3:00:01,C,19,699
24.2.2020 4:00:01,C,19,949
24.2.2020 5:00:01,C,20,074
24.2.2020 6:00:01,C,20,137
24.2.2020 7:00:01,C,20,137
24.2.2020 8:00:01,C,20,137
24.2.2020 9:00:01,C,20,074
24.2.2020 10:00:01,C,20,074
24.2.2020 11:00:01,C,20,012
24.2.2020 12:00:01,C,20,012
24.2.2020 13:00:01,C,19,073
24.2.2020 14:00:01,C,19,011
24.2.2020 15:00:01,C,19,386
24.2.2020 16:00:01,C,19,574
24.2.2020 17:00:01,C,19,636
24.2.2020 18:00:01,C,19,011
24.2.2020 19:00:01,C,19,199
24.2.2020 20:00:01,C,19,449
24.2.2020 21:00:01,C,19,386
24.2.2020 22:00:01,C,19,386
24.2.2020 23:00:01,C,19,636
25.2.2020 0:00:01,C,19,574
25.2.2020 1:00:01,C,19,636
25.2.2020 2:00:01,C,19,699
25.2.2020 3:00:01,C,19,761
25.2.2020 4:00:01,C,18,636
25.2.2020 5:00:01,C,19,073
25.2.2020 6:00:01,C,19,136
25.2.2020 7:00:01,C,19,261
25.2.2020 8:00:01,C,19,386
25.2.2020 9:00:01,C,19,574
25.2.2020 10:00:01,C,19,699
25.2.2020 11:00:01,C,19,449
25.2.2020 12:00:01,C,19,011
25.2.2020 13:00:01,C,18,823
25.2.2020 14:00:01,C,18,761
25.2.2020 15:00:01,C,19,011
25.2.2020 16:00:01,C,19,011
25.2.2020 17:00:01,C,19,011
25.2.2020 18:00:01,C,19,199
25.2.2020 19:00:01,C,19,199
25.2.2020 20:00:01,C,19,136
