1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: A100000062912041
Mission in Progress?  false
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 3600 second(s)
Mission Start Time:  Tue Dec 03 00:00:01 EET 2019
Mission Sample Count:  4096
Roll Over Enabled?  true(rolled over occurred)
First Sample Timestamp:  Sun Dec 29 19:00:01 EET 2019
Total Mission Samples:  4739
Total Device Samples:  7965
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
25.2.2020 21:00:01,C,19,449
25.2.2020 22:00:01,C,19,636
25.2.2020 23:00:01,C,19,636
26.2.2020 0:00:01,C,19,887
26.2.2020 1:00:01,C,19,949
26.2.2020 2:00:01,C,20,074
26.2.2020 3:00:01,C,20,262
26.2.2020 4:00:01,C,20,449
26.2.2020 5:00:01,C,20,449
26.2.2020 6:00:01,C,20,449
26.2.2020 7:00:01,C,20,449
26.2.2020 8:00:01,C,20,512
26.2.2020 9:00:01,C,20,7
26.2.2020 10:00:01,C,20,825
26.2.2020 11:00:01,C,20,95
26.2.2020 12:00:01,C,21,137
26.2.2020 13:00:01,C,20,762
26.2.2020 14:00:01,C,20,575
26.2.2020 15:00:01,C,20,512
26.2.2020 16:00:01,C,20,449
26.2.2020 17:00:01,C,20,95
26.2.2020 18:00:01,C,20,512
26.2.2020 19:00:01,C,20,512
26.2.2020 20:00:01,C,20,95
26.2.2020 21:00:01,C,21,012
26.2.2020 22:00:01,C,21,2
26.2.2020 23:00:01,C,21,388
27.2.2020 0:00:01,C,21,2
27.2.2020 1:00:01,C,21,513
27.2.2020 2:00:01,C,20,762
27.2.2020 3:00:01,C,20,449
27.2.2020 4:00:01,C,20,7
27.2.2020 5:00:01,C,20,95
27.2.2020 6:00:01,C,21,262
27.2.2020 7:00:01,C,21,45
27.2.2020 8:00:01,C,21,575
27.2.2020 9:00:01,C,20,95
27.2.2020 10:00:01,C,21,262
27.2.2020 11:00:01,C,21,325
27.2.2020 12:00:01,C,21,513
27.2.2020 13:00:01,C,21,7
27.2.2020 14:00:01,C,20,825
27.2.2020 15:00:01,C,20,7
27.2.2020 16:00:01,C,20,825
27.2.2020 17:00:01,C,21,012
27.2.2020 18:00:01,C,21,137
27.2.2020 19:00:01,C,21,137
27.2.2020 20:00:01,C,20,762
27.2.2020 21:00:01,C,20,762
27.2.2020 22:00:01,C,21,012
27.2.2020 23:00:01,C,20,7
28.2.2020 0:00:01,C,20,637
28.2.2020 1:00:01,C,20,95
28.2.2020 2:00:01,C,21,388
28.2.2020 3:00:01,C,21,763
28.2.2020 4:00:01,C,21,137
28.2.2020 5:00:01,C,21,388
28.2.2020 6:00:01,C,21,7
28.2.2020 7:00:01,C,21,95
28.2.2020 8:00:01,C,22,138
28.2.2020 9:00:01,C,22,326
28.2.2020 10:00:01,C,22,451
28.2.2020 11:00:01,C,22,451
28.2.2020 12:00:01,C,22,513
28.2.2020 13:00:01,C,22,263
28.2.2020 14:00:01,C,20,762
28.2.2020 15:00:01,C,21,638
28.2.2020 16:00:01,C,21,95
28.2.2020 17:00:01,C,21,95
28.2.2020 18:00:01,C,21,012
28.2.2020 19:00:01,C,20,887
28.2.2020 20:00:01,C,21,075
28.2.2020 21:00:01,C,21,075
28.2.2020 22:00:01,C,21,325
28.2.2020 23:00:01,C,21,763
29.2.2020 0:00:01,C,22,013
29.2.2020 1:00:01,C,22,263
29.2.2020 2:00:01,C,22,388
29.2.2020 3:00:01,C,22,388
29.2.2020 4:00:01,C,21,45
29.2.2020 5:00:01,C,22,013
29.2.2020 6:00:01,C,22,326
29.2.2020 7:00:01,C,22,513
29.2.2020 8:00:01,C,22,638
29.2.2020 9:00:01,C,22,701
29.2.2020 10:00:01,C,22,763
29.2.2020 11:00:01,C,22,763
29.2.2020 12:00:01,C,22,888
29.2.2020 13:00:01,C,22,951
29.2.2020 14:00:01,C,21,825
29.2.2020 15:00:01,C,21,888
29.2.2020 16:00:01,C,21,45
29.2.2020 17:00:01,C,21,262
29.2.2020 18:00:01,C,21,575
29.2.2020 19:00:01,C,21,45
29.2.2020 20:00:01,C,21,137
29.2.2020 21:00:01,C,21,638
29.2.2020 22:00:01,C,21,888
29.2.2020 23:00:01,C,21,95
1.3.2020 0:00:01,C,22,138
1.3.2020 1:00:01,C,22,263
1.3.2020 2:00:01,C,22,326
1.3.2020 3:00:01,C,22,388
1.3.2020 4:00:01,C,22,075
1.3.2020 5:00:01,C,22,263
1.3.2020 6:00:01,C,22,263
1.3.2020 7:00:01,C,22,263
1.3.2020 8:00:01,C,22,013
1.3.2020 9:00:01,C,20,324
1.3.2020 10:00:01,C,19,824
1.3.2020 11:00:01,C,19,636
1.3.2020 12:00:01,C,19,636
1.3.2020 13:00:01,C,19,511
1.3.2020 14:00:01,C,19,449
1.3.2020 15:00:01,C,19,386
1.3.2020 16:00:01,C,19,324
1.3.2020 17:00:01,C,19,324
1.3.2020 18:00:01,C,19,199
1.3.2020 19:00:01,C,19,136
1.3.2020 20:00:01,C,19,574
1.3.2020 21:00:01,C,20,012
1.3.2020 22:00:01,C,19,449
1.3.2020 23:00:01,C,19,949
2.3.2020 0:00:01,C,19,449
2.3.2020 1:00:01,C,20,074
2.3.2020 2:00:01,C,20,387
2.3.2020 3:00:01,C,20,575
2.3.2020 4:00:01,C,20,637
2.3.2020 5:00:01,C,20,762
2.3.2020 6:00:01,C,20,762
2.3.2020 7:00:01,C,20,825
2.3.2020 8:00:01,C,20,825
2.3.2020 9:00:01,C,20,887
2.3.2020 10:00:01,C,20,95
2.3.2020 11:00:01,C,20,95
2.3.2020 12:00:01,C,21,012
2.3.2020 13:00:01,C,21,012
2.3.2020 14:00:01,C,19,949
2.3.2020 15:00:01,C,20,074
2.3.2020 16:00:01,C,20,074
2.3.2020 17:00:01,C,19,824
2.3.2020 18:00:01,C,20,012
2.3.2020 19:00:01,C,20,012
2.3.2020 20:00:01,C,19,887
2.3.2020 21:00:01,C,20,262
2.3.2020 22:00:01,C,20,637
2.3.2020 23:00:01,C,20,7
3.3.2020 0:00:01,C,20,7
3.3.2020 1:00:01,C,21,075
3.3.2020 2:00:01,C,21,262
3.3.2020 3:00:01,C,21,45
3.3.2020 4:00:01,C,21,513
3.3.2020 5:00:01,C,20,637
3.3.2020 6:00:01,C,20,95
3.3.2020 7:00:01,C,21,2
3.3.2020 8:00:01,C,21,388
3.3.2020 9:00:01,C,21,638
3.3.2020 10:00:01,C,21,825
3.3.2020 11:00:01,C,22,013
3.3.2020 12:00:01,C,21,888
3.3.2020 13:00:01,C,21,2
3.3.2020 14:00:01,C,19,511
3.3.2020 15:00:01,C,19,949
3.3.2020 16:00:01,C,18,761
3.3.2020 17:00:01,C,19,449
3.3.2020 18:00:01,C,19,636
3.3.2020 19:00:01,C,19,636
3.3.2020 20:00:01,C,19,574
3.3.2020 21:00:01,C,19,761
3.3.2020 22:00:01,C,19,887
3.3.2020 23:00:01,C,19,949
4.3.2020 0:00:01,C,20,012
4.3.2020 1:00:01,C,19,824
4.3.2020 2:00:01,C,20,074
4.3.2020 3:00:01,C,20,324
4.3.2020 4:00:01,C,20,762
4.3.2020 5:00:01,C,20,324
4.3.2020 6:00:01,C,20,762
4.3.2020 7:00:01,C,21,012
4.3.2020 8:00:01,C,21,2
4.3.2020 9:00:01,C,19,887
4.3.2020 10:00:01,C,19,386
4.3.2020 11:00:01,C,19,511
4.3.2020 12:00:01,C,19,261
4.3.2020 13:00:01,C,19,324
4.3.2020 14:00:01,C,19,386
4.3.2020 15:00:01,C,19,511
4.3.2020 16:00:01,C,19,386
4.3.2020 17:00:01,C,19,449
4.3.2020 18:00:01,C,19,511
4.3.2020 19:00:01,C,19,761
4.3.2020 20:00:01,C,20,137
4.3.2020 21:00:01,C,20,575
4.3.2020 22:00:01,C,20,95
4.3.2020 23:00:01,C,20,95
5.3.2020 0:00:01,C,20,262
5.3.2020 1:00:01,C,19,824
5.3.2020 2:00:01,C,20,074
5.3.2020 3:00:01,C,20,074
5.3.2020 4:00:01,C,20,262
5.3.2020 5:00:01,C,20,012
5.3.2020 6:00:01,C,20,387
5.3.2020 7:00:01,C,20,637
5.3.2020 8:00:01,C,20,825
5.3.2020 9:00:01,C,20,887
5.3.2020 10:00:01,C,20,575
5.3.2020 11:00:01,C,20,387
5.3.2020 12:00:01,C,20,324
5.3.2020 13:00:01,C,19,761
5.3.2020 14:00:01,C,19,261
5.3.2020 15:00:01,C,19,261
5.3.2020 16:00:01,C,19,574
5.3.2020 17:00:01,C,19,887
5.3.2020 18:00:01,C,19,761
5.3.2020 19:00:01,C,19,636
5.3.2020 20:00:01,C,19,511
5.3.2020 21:00:01,C,19,324
5.3.2020 22:00:01,C,19,199
5.3.2020 23:00:01,C,19,574
6.3.2020 0:00:01,C,19,949
6.3.2020 1:00:01,C,20,199
6.3.2020 2:00:01,C,20,387
6.3.2020 3:00:01,C,20,449
6.3.2020 4:00:01,C,20,512
6.3.2020 5:00:01,C,18,573
6.3.2020 6:00:01,C,19,511
6.3.2020 7:00:01,C,19,761
6.3.2020 8:00:01,C,20,012
6.3.2020 9:00:01,C,20,262
6.3.2020 10:00:01,C,20,512
6.3.2020 11:00:01,C,20,637
6.3.2020 12:00:01,C,20,637
6.3.2020 13:00:01,C,20,762
6.3.2020 14:00:01,C,19,761
6.3.2020 15:00:01,C,19,824
6.3.2020 16:00:01,C,20,012
6.3.2020 17:00:01,C,20,074
6.3.2020 18:00:01,C,20,137
6.3.2020 19:00:01,C,20,262
6.3.2020 20:00:01,C,20,762
6.3.2020 21:00:01,C,20,137
6.3.2020 22:00:01,C,20,199
6.3.2020 23:00:01,C,20,95
7.3.2020 0:00:01,C,21,388
7.3.2020 1:00:01,C,21,575
7.3.2020 2:00:01,C,21,825
7.3.2020 3:00:01,C,21,888
7.3.2020 4:00:01,C,22,013
7.3.2020 5:00:01,C,21,888
7.3.2020 6:00:01,C,22,075
7.3.2020 7:00:01,C,22,138
7.3.2020 8:00:01,C,22,2
7.3.2020 9:00:01,C,22,2
7.3.2020 10:00:01,C,22,2
7.3.2020 11:00:01,C,22,2
7.3.2020 12:00:01,C,22,2
7.3.2020 13:00:01,C,22,2
7.3.2020 14:00:01,C,22,2
7.3.2020 15:00:01,C,20,387
7.3.2020 16:00:01,C,20,7
7.3.2020 17:00:01,C,20,324
7.3.2020 18:00:01,C,19,824
7.3.2020 19:00:01,C,19,824
7.3.2020 20:00:01,C,20,074
7.3.2020 21:00:01,C,20,449
7.3.2020 22:00:01,C,20,825
7.3.2020 23:00:01,C,20,324
8.3.2020 0:00:01,C,21,012
8.3.2020 1:00:01,C,21,388
8.3.2020 2:00:01,C,21,575
8.3.2020 3:00:01,C,21,825
8.3.2020 4:00:01,C,22,075
8.3.2020 5:00:01,C,21,075
8.3.2020 6:00:01,C,21,638
8.3.2020 7:00:01,C,21,888
8.3.2020 8:00:01,C,21,825
8.3.2020 9:00:01,C,21,388
8.3.2020 10:00:01,C,21,137
8.3.2020 11:00:01,C,21,012
8.3.2020 12:00:01,C,20,887
8.3.2020 13:00:01,C,20,762
8.3.2020 14:00:01,C,20,762
8.3.2020 15:00:01,C,20,7
8.3.2020 16:00:01,C,19,449
8.3.2020 17:00:01,C,19,949
8.3.2020 18:00:01,C,19,511
8.3.2020 19:00:01,C,18,698
8.3.2020 20:00:01,C,19,136
8.3.2020 21:00:01,C,19,511
8.3.2020 22:00:01,C,19,761
8.3.2020 23:00:01,C,19,887
9.3.2020 0:00:01,C,20,387
9.3.2020 1:00:01,C,20,95
9.3.2020 2:00:01,C,21,325
9.3.2020 3:00:01,C,21,575
9.3.2020 4:00:01,C,21,825
9.3.2020 5:00:01,C,21,7
9.3.2020 6:00:01,C,21,888
9.3.2020 7:00:01,C,22,013
9.3.2020 8:00:01,C,22,138
9.3.2020 9:00:01,C,22,263
9.3.2020 10:00:01,C,22,326
9.3.2020 11:00:01,C,22,388
9.3.2020 12:00:01,C,22,451
9.3.2020 13:00:01,C,22,451
9.3.2020 14:00:01,C,22,513
9.3.2020 15:00:01,C,22,576
9.3.2020 16:00:01,C,21,012
9.3.2020 17:00:01,C,20,7
9.3.2020 18:00:01,C,20,512
9.3.2020 19:00:01,C,20,575
9.3.2020 20:00:01,C,20,387
9.3.2020 21:00:01,C,20,262
9.3.2020 22:00:01,C,20,074
9.3.2020 23:00:01,C,20,324
10.3.2020 0:00:01,C,20,137
10.3.2020 1:00:01,C,20,137
10.3.2020 2:00:01,C,20,762
10.3.2020 3:00:01,C,21,137
10.3.2020 4:00:01,C,21,325
10.3.2020 5:00:01,C,20,387
10.3.2020 6:00:01,C,20,95
10.3.2020 7:00:01,C,21,2
10.3.2020 8:00:01,C,20,95
10.3.2020 9:00:01,C,20,512
10.3.2020 10:00:01,C,21,012
10.3.2020 11:00:01,C,21,012
10.3.2020 12:00:01,C,20,887
10.3.2020 13:00:01,C,20,7
10.3.2020 14:00:01,C,20,7
10.3.2020 15:00:01,C,20,637
10.3.2020 16:00:01,C,19,511
10.3.2020 17:00:01,C,15,006
10.3.2020 18:00:01,C,15,945
10.3.2020 19:00:01,C,17,009
10.3.2020 20:00:01,C,17,259
10.3.2020 21:00:01,C,17,384
10.3.2020 22:00:01,C,17,447
10.3.2020 23:00:01,C,17,509
11.3.2020 0:00:01,C,18,073
11.3.2020 1:00:01,C,18,385
11.3.2020 2:00:01,C,18,886
11.3.2020 3:00:01,C,19,136
11.3.2020 4:00:01,C,19,511
11.3.2020 5:00:01,C,19,699
11.3.2020 6:00:01,C,19,949
11.3.2020 7:00:01,C,20,074
11.3.2020 8:00:01,C,20,137
11.3.2020 9:00:01,C,20,262
11.3.2020 10:00:01,C,20,262
11.3.2020 11:00:01,C,20,262
11.3.2020 12:00:01,C,20,387
11.3.2020 13:00:01,C,20,449
11.3.2020 14:00:01,C,20,512
11.3.2020 15:00:01,C,20,575
11.3.2020 16:00:01,C,19,199
11.3.2020 17:00:01,C,19,636
11.3.2020 18:00:01,C,18,823
11.3.2020 19:00:01,C,18,51
11.3.2020 20:00:01,C,18,323
11.3.2020 21:00:01,C,18,198
11.3.2020 22:00:01,C,18,573
11.3.2020 23:00:01,C,19,199
12.3.2020 0:00:01,C,19,511
12.3.2020 1:00:01,C,19,699
12.3.2020 2:00:01,C,19,887
12.3.2020 3:00:01,C,19,949
12.3.2020 4:00:01,C,20,074
12.3.2020 5:00:01,C,20,012
12.3.2020 6:00:01,C,19,449
12.3.2020 7:00:01,C,19,887
12.3.2020 8:00:01,C,18,948
12.3.2020 9:00:01,C,18,698
12.3.2020 10:00:01,C,18,698
12.3.2020 11:00:01,C,18,698
12.3.2020 12:00:01,C,19,136
12.3.2020 13:00:01,C,19,324
12.3.2020 14:00:01,C,19,574
12.3.2020 15:00:01,C,20,074
12.3.2020 16:00:01,C,20,387
12.3.2020 17:00:01,C,20,7
12.3.2020 18:00:01,C,20,575
12.3.2020 19:00:01,C,19,887
12.3.2020 20:00:01,C,19,574
12.3.2020 21:00:01,C,19,324
12.3.2020 22:00:01,C,19,199
12.3.2020 23:00:01,C,19,574
13.3.2020 0:00:01,C,20,074
13.3.2020 1:00:01,C,20,387
13.3.2020 2:00:01,C,20,137
13.3.2020 3:00:01,C,19,636
13.3.2020 4:00:01,C,19,574
13.3.2020 5:00:01,C,19,699
13.3.2020 6:00:01,C,20,262
13.3.2020 7:00:01,C,20,575
13.3.2020 8:00:01,C,20,825
13.3.2020 9:00:01,C,21,075
13.3.2020 10:00:01,C,21,262
13.3.2020 11:00:01,C,21,388
13.3.2020 12:00:01,C,21,513
13.3.2020 13:00:01,C,21,575
13.3.2020 14:00:01,C,21,638
13.3.2020 15:00:01,C,21,638
13.3.2020 16:00:01,C,21,763
13.3.2020 17:00:01,C,20,324
13.3.2020 18:00:01,C,19,824
13.3.2020 19:00:01,C,19,949
13.3.2020 20:00:01,C,20,012
13.3.2020 21:00:01,C,20,074
13.3.2020 22:00:01,C,20,012
13.3.2020 23:00:01,C,19,949
14.3.2020 0:00:01,C,19,761
14.3.2020 1:00:01,C,20,137
14.3.2020 2:00:01,C,19,887
14.3.2020 3:00:01,C,19,761
14.3.2020 4:00:01,C,19,761
14.3.2020 5:00:01,C,20,324
14.3.2020 6:00:01,C,20,637
14.3.2020 7:00:01,C,20,887
14.3.2020 8:00:01,C,21,2
14.3.2020 9:00:01,C,21,325
14.3.2020 10:00:01,C,21,45
14.3.2020 11:00:01,C,21,575
14.3.2020 12:00:01,C,21,7
14.3.2020 13:00:01,C,21,825
14.3.2020 14:00:01,C,21,825
14.3.2020 15:00:01,C,21,763
14.3.2020 16:00:01,C,20,074
14.3.2020 17:00:01,C,19,699
14.3.2020 18:00:01,C,19,574
14.3.2020 19:00:01,C,19,574
14.3.2020 20:00:01,C,19,324
14.3.2020 21:00:01,C,19,261
14.3.2020 22:00:01,C,20,012
14.3.2020 23:00:01,C,19,761
15.3.2020 0:00:01,C,19,824
15.3.2020 1:00:01,C,19,824
15.3.2020 2:00:01,C,19,011
15.3.2020 3:00:01,C,19,449
15.3.2020 4:00:01,C,19,887
15.3.2020 5:00:01,C,20,324
15.3.2020 6:00:01,C,20,637
15.3.2020 7:00:01,C,20,449
15.3.2020 8:00:01,C,20,324
15.3.2020 9:00:01,C,20,387
15.3.2020 10:00:01,C,20,887
15.3.2020 11:00:01,C,21,262
15.3.2020 12:00:01,C,21,513
15.3.2020 13:00:01,C,21,638
15.3.2020 14:00:01,C,21,95
15.3.2020 15:00:01,C,21,2
15.3.2020 16:00:01,C,20,762
15.3.2020 17:00:01,C,20,762
15.3.2020 18:00:01,C,20,262
15.3.2020 19:00:01,C,20,449
15.3.2020 20:00:01,C,20,887
15.3.2020 21:00:01,C,20,012
15.3.2020 22:00:01,C,19,699
15.3.2020 23:00:01,C,19,449
16.3.2020 0:00:01,C,19,261
16.3.2020 1:00:01,C,19,699
16.3.2020 2:00:01,C,20,262
16.3.2020 3:00:01,C,20,575
16.3.2020 4:00:01,C,20,7
16.3.2020 5:00:01,C,20,387
16.3.2020 6:00:01,C,19,699
16.3.2020 7:00:01,C,19,887
16.3.2020 8:00:01,C,19,449
16.3.2020 9:00:01,C,19,199
16.3.2020 10:00:01,C,19,949
16.3.2020 11:00:01,C,19,761
16.3.2020 12:00:01,C,19,386
16.3.2020 13:00:01,C,19,261
16.3.2020 14:00:01,C,19,324
16.3.2020 15:00:01,C,19,449
16.3.2020 16:00:01,C,19,511
16.3.2020 17:00:01,C,19,449
16.3.2020 18:00:01,C,19,073
16.3.2020 19:00:01,C,18,948
16.3.2020 20:00:01,C,19,199
16.3.2020 21:00:01,C,19,511
16.3.2020 22:00:01,C,19,699
16.3.2020 23:00:01,C,19,887
17.3.2020 0:00:01,C,20,074
17.3.2020 1:00:01,C,20,199
17.3.2020 2:00:01,C,20,324
17.3.2020 3:00:01,C,20,387
17.3.2020 4:00:01,C,20,512
17.3.2020 5:00:01,C,20,387
17.3.2020 6:00:01,C,19,887
17.3.2020 7:00:01,C,20,387
17.3.2020 8:00:01,C,20,512
17.3.2020 9:00:01,C,19,636
17.3.2020 10:00:01,C,20,137
17.3.2020 11:00:01,C,20,012
17.3.2020 12:00:01,C,20,324
17.3.2020 13:00:01,C,20,512
17.3.2020 14:00:01,C,20,449
17.3.2020 15:00:01,C,20,637
17.3.2020 16:00:01,C,20,825
17.3.2020 17:00:01,C,21,012
17.3.2020 18:00:01,C,20,887
17.3.2020 19:00:01,C,20,262
17.3.2020 20:00:01,C,19,824
17.3.2020 21:00:01,C,19,636
17.3.2020 22:00:01,C,20,012
17.3.2020 23:00:01,C,20,324
18.3.2020 0:00:01,C,20,387
18.3.2020 1:00:01,C,20,637
18.3.2020 2:00:01,C,20,575
18.3.2020 3:00:01,C,21,012
18.3.2020 4:00:01,C,21,262
18.3.2020 5:00:01,C,21,137
18.3.2020 6:00:01,C,20,887
18.3.2020 7:00:01,C,21,137
18.3.2020 8:00:01,C,21,137
18.3.2020 9:00:01,C,20,449
18.3.2020 10:00:01,C,20,637
18.3.2020 11:00:01,C,20,762
18.3.2020 12:00:01,C,21,137
18.3.2020 13:00:01,C,21,325
18.3.2020 14:00:01,C,21,513
18.3.2020 15:00:01,C,21,638
18.3.2020 16:00:01,C,21,825
18.3.2020 17:00:01,C,21,95
18.3.2020 18:00:01,C,22,013
18.3.2020 19:00:01,C,21,012
18.3.2020 20:00:01,C,20,387
18.3.2020 21:00:01,C,20,324
18.3.2020 22:00:01,C,20,262
18.3.2020 23:00:01,C,20,199
19.3.2020 0:00:01,C,20,199
19.3.2020 1:00:01,C,20,137
19.3.2020 2:00:01,C,20,7
19.3.2020 3:00:01,C,20,95
19.3.2020 4:00:01,C,20,637
19.3.2020 5:00:01,C,20,387
19.3.2020 6:00:01,C,20,7
19.3.2020 7:00:01,C,21,137
19.3.2020 8:00:01,C,20,825
19.3.2020 9:00:01,C,20,074
19.3.2020 10:00:01,C,19,699
19.3.2020 11:00:01,C,19,887
19.3.2020 12:00:01,C,19,887
19.3.2020 13:00:01,C,19,887
19.3.2020 14:00:01,C,19,386
19.3.2020 15:00:01,C,19,199
19.3.2020 16:00:01,C,19,574
19.3.2020 17:00:01,C,20,012
19.3.2020 18:00:01,C,20,199
19.3.2020 19:00:01,C,20,637
19.3.2020 20:00:01,C,20,825
19.3.2020 21:00:01,C,21,012
19.3.2020 22:00:01,C,21,137
19.3.2020 23:00:01,C,21,2
20.3.2020 0:00:01,C,21,262
20.3.2020 1:00:01,C,21,262
20.3.2020 2:00:01,C,21,262
20.3.2020 3:00:01,C,21,262
20.3.2020 4:00:01,C,21,262
20.3.2020 5:00:01,C,21,325
20.3.2020 6:00:01,C,20,637
20.3.2020 7:00:01,C,20,449
20.3.2020 8:00:01,C,20,7
20.3.2020 9:00:01,C,19,761
20.3.2020 10:00:01,C,19,699
20.3.2020 11:00:01,C,19,699
20.3.2020 12:00:01,C,19,887
20.3.2020 13:00:01,C,19,824
20.3.2020 14:00:01,C,19,887
20.3.2020 15:00:01,C,20,012
20.3.2020 16:00:01,C,19,761
20.3.2020 17:00:01,C,19,386
20.3.2020 18:00:01,C,19,449
20.3.2020 19:00:01,C,19,324
20.3.2020 20:00:01,C,19,386
20.3.2020 21:00:01,C,19,887
20.3.2020 22:00:01,C,20,012
20.3.2020 23:00:01,C,19,887
21.3.2020 0:00:01,C,20,074
21.3.2020 1:00:01,C,20,324
21.3.2020 2:00:01,C,20,575
21.3.2020 3:00:01,C,20,762
21.3.2020 4:00:01,C,21,012
21.3.2020 5:00:01,C,21,137
21.3.2020 6:00:01,C,20,637
21.3.2020 7:00:01,C,20,449
21.3.2020 8:00:01,C,21,012
21.3.2020 9:00:01,C,20,575
21.3.2020 10:00:01,C,20,575
21.3.2020 11:00:01,C,20,762
21.3.2020 12:00:01,C,19,073
21.3.2020 13:00:01,C,19,761
21.3.2020 14:00:01,C,20,012
21.3.2020 15:00:01,C,19,949
21.3.2020 16:00:01,C,19,824
21.3.2020 17:00:01,C,19,824
21.3.2020 18:00:01,C,19,761
21.3.2020 19:00:01,C,19,824
21.3.2020 20:00:01,C,19,386
21.3.2020 21:00:01,C,19,199
21.3.2020 22:00:01,C,19,636
21.3.2020 23:00:01,C,20,262
22.3.2020 0:00:01,C,20,637
22.3.2020 1:00:01,C,20,887
22.3.2020 2:00:01,C,21,075
22.3.2020 3:00:01,C,21,2
22.3.2020 4:00:01,C,19,887
22.3.2020 5:00:01,C,19,199
22.3.2020 6:00:01,C,19,073
22.3.2020 7:00:01,C,19,449
22.3.2020 8:00:01,C,19,011
22.3.2020 9:00:01,C,18,948
22.3.2020 10:00:01,C,19,011
22.3.2020 11:00:01,C,18,51
22.3.2020 12:00:01,C,18,198
22.3.2020 13:00:01,C,18,198
22.3.2020 14:00:01,C,17,885
22.3.2020 15:00:01,C,17,697
22.3.2020 16:00:01,C,17,947
22.3.2020 17:00:01,C,18,01
22.3.2020 18:00:01,C,18,135
22.3.2020 19:00:01,C,18,823
22.3.2020 20:00:01,C,19,386
22.3.2020 21:00:01,C,19,949
22.3.2020 22:00:01,C,20,199
22.3.2020 23:00:01,C,20,512
23.3.2020 0:00:01,C,20,825
23.3.2020 1:00:01,C,20,95
23.3.2020 2:00:01,C,21,012
23.3.2020 3:00:01,C,21,075
23.3.2020 4:00:01,C,21,075
23.3.2020 5:00:01,C,21,137
23.3.2020 6:00:01,C,21,075
23.3.2020 7:00:01,C,20,762
23.3.2020 8:00:01,C,20,95
23.3.2020 9:00:01,C,21,012
23.3.2020 10:00:01,C,20,7
23.3.2020 11:00:01,C,20,137
23.3.2020 12:00:01,C,19,511
23.3.2020 13:00:01,C,19,949
23.3.2020 14:00:01,C,19,324
23.3.2020 15:00:01,C,19,199
23.3.2020 16:00:01,C,18,761
23.3.2020 17:00:01,C,18,636
23.3.2020 18:00:01,C,18,323
23.3.2020 19:00:01,C,18,135
23.3.2020 20:00:01,C,17,885
23.3.2020 21:00:01,C,17,697
23.3.2020 22:00:01,C,17,509
23.3.2020 23:00:01,C,18,073
24.3.2020 0:00:01,C,18,323
24.3.2020 1:00:01,C,18,448
24.3.2020 2:00:01,C,18,573
24.3.2020 3:00:01,C,18,385
24.3.2020 4:00:01,C,18,323
24.3.2020 5:00:01,C,18,073
24.3.2020 6:00:01,C,17,76
24.3.2020 7:00:01,C,17,447
24.3.2020 8:00:01,C,17,322
24.3.2020 9:00:01,C,17,197
24.3.2020 10:00:01,C,16,884
24.3.2020 11:00:01,C,16,258
24.3.2020 12:00:01,C,16,508
24.3.2020 13:00:01,C,16,383
24.3.2020 14:00:01,C,16,258
24.3.2020 15:00:01,C,16,508
24.3.2020 16:00:01,C,16,258
24.3.2020 17:00:01,C,16,508
24.3.2020 18:00:01,C,16,446
24.3.2020 19:00:01,C,16,508
24.3.2020 20:00:01,C,16,446
24.3.2020 21:00:01,C,17,071
24.3.2020 22:00:01,C,17,697
24.3.2020 23:00:01,C,17,885
25.3.2020 0:00:01,C,18,135
25.3.2020 1:00:01,C,18,323
25.3.2020 2:00:01,C,18,51
25.3.2020 3:00:01,C,18,51
25.3.2020 4:00:01,C,18,573
25.3.2020 5:00:01,C,18,636
25.3.2020 6:00:01,C,18,636
25.3.2020 7:00:01,C,18,636
25.3.2020 8:00:01,C,18,636
25.3.2020 9:00:01,C,18,573
25.3.2020 10:00:01,C,18,51
25.3.2020 11:00:01,C,18,573
25.3.2020 12:00:01,C,18,323
25.3.2020 13:00:01,C,17,697
25.3.2020 14:00:01,C,17,697
25.3.2020 15:00:01,C,17,885
25.3.2020 16:00:01,C,18,01
25.3.2020 17:00:01,C,18,448
25.3.2020 18:00:01,C,18,823
25.3.2020 19:00:01,C,19,011
25.3.2020 20:00:01,C,18,636
25.3.2020 21:00:01,C,19,136
25.3.2020 22:00:01,C,19,386
25.3.2020 23:00:01,C,19,636
26.3.2020 0:00:01,C,19,887
26.3.2020 1:00:01,C,19,699
26.3.2020 2:00:01,C,20,074
26.3.2020 3:00:01,C,20,262
26.3.2020 4:00:01,C,20,324
26.3.2020 5:00:01,C,20,512
26.3.2020 6:00:01,C,20,512
26.3.2020 7:00:01,C,20,575
26.3.2020 8:00:01,C,20,575
26.3.2020 9:00:01,C,20,7
26.3.2020 10:00:01,C,20,7
26.3.2020 11:00:01,C,20,762
26.3.2020 12:00:01,C,20,825
26.3.2020 13:00:01,C,20,262
26.3.2020 14:00:01,C,19,824
26.3.2020 15:00:01,C,20,324
26.3.2020 16:00:01,C,19,949
26.3.2020 17:00:01,C,19,574
26.3.2020 18:00:01,C,19,073
26.3.2020 19:00:01,C,19,574
26.3.2020 20:00:01,C,19,261
