Date_Time, npoints, u_starr, taur, Hcr, LE_wplr, Evap, Fc_wplr,Fc_wpl_umol, CO2_conc,CO2_PPM, CO2_sig_str, H2O_conc, H2O_sig_str, Temp_amb,Amb_Press, wind_speed, wind_dir,obukhov,zeta,rou,sigmaw_ustar,Xmax,XR90,Cd2m,Ce2m,
TS, Tot, m/s, Kg/(m s^2), W/m^2, W/m^2, L/m^2, mg/(m^2 s),umol/(m^2 s), mg/m^3,PPM, arb, g/m^3, arb, Celsius,kPa, m/s, Degrees, m, arb, m,arb, m,m, arb,arb,
19/12/07 11:30 12:00,35999.0,0.514558,-0.328849,-58.194322,63.993343,0.047045,0.053775,1.221891,770.015549,408.003938,0.963965,3.317254,0.953818,4.121203,99.027841,7.828455,109.833794,207.357290,0.008681,0.000391,2.474142,43.464143,86.928286,0.002226,0.001738,
19/12/07 12:00 12:30,36000.0,0.482892,-0.289552,-57.546320,59.288591,0.043666,0.041582,0.944842,769.507504,407.829314,0.963970,3.375202,0.953909,4.188606,99.039184,7.051173,109.405641,173.339447,0.010384,0.000345,2.531444,45.405962,90.811923,0.002157,0.001722,
19/12/07 12:30 13:00,35999.0,0.464972,-0.268421,-38.121442,48.141742,0.035296,0.027112,0.616048,769.160007,407.707825,0.963683,3.297156,0.953587,4.267396,99.044143,7.013980,106.432423,233.601248,0.007705,0.000320,2.582200,46.368985,92.737970,0.002126,0.001718,
19/12/07 13:00 13:30,36000.0,0.472169,-0.276744,-39.670230,49.031588,0.035969,0.027256,0.619311,768.787740,407.583316,0.963604,3.327207,0.953630,4.305624,99.042600,6.534154,105.132018,235.067815,0.007657,0.000329,2.416901,48.162746,96.325491,0.002141,0.001722,
19/12/07 13:30 14:00,35999.0,0.486277,-0.293465,-48.672226,53.393227,0.039254,0.032033,0.727861,768.332372,407.432363,0.963008,3.274821,0.953019,4.326574,99.033918,7.123345,106.959961,209.258953,0.008602,0.000349,2.425358,46.668788,93.337576,0.002168,0.001727,
19/12/07 14:00 14:30,36000.0,0.394015,-0.192593,-37.763119,38.509564,0.028379,0.021673,0.492466,768.071577,407.453885,0.963000,3.403731,0.953001,4.424287,99.019948,5.740244,107.137760,143.470211,0.012546,0.000229,3.088581,47.196130,94.392261,0.001962,0.001669,
19/12/07 14:30 15:00,35999.0,0.359462,-0.160390,-32.182722,34.752129,0.025582,0.024119,0.548040,768.289905,407.326991,0.963000,3.476968,0.953002,4.232804,99.015278,5.270598,107.621487,127.828066,0.014081,0.000191,3.627178,45.357680,90.715359,0.001881,0.001642,
19/12/07 15:00 15:30,36000.0,0.388154,-0.187146,-33.451100,35.835343,0.026383,0.013684,0.310939,768.779257,407.303059,0.963000,3.498022,0.953000,4.053361,99.028330,5.187382,108.694411,154.865858,0.011623,0.000223,2.926086,50.002620,100.005240,0.001951,0.001667,
19/12/07 15:30 16:00,35999.0,0.389613,-0.188633,-36.963124,40.828690,0.030028,0.019289,0.438294,769.039349,407.273390,0.963000,3.453308,0.953000,3.915993,99.019263,5.697363,110.547549,141.719800,0.012701,0.000224,3.000828,48.826002,97.652004,0.001952,0.001666,
19/12/07 16:00 16:30,36000.0,0.343767,-0.146991,-39.457211,37.783899,0.027894,0.016823,0.382251,769.738441,407.253028,0.962999,3.558335,0.953000,3.644249,99.014686,4.990087,114.512652,91.195580,0.019738,0.000175,3.446399,49.334287,98.668574,0.001834,0.001620,
19/12/07 16:30 17:00,35999.0,0.311339,-0.120483,-35.687039,30.426460,0.022549,0.010031,0.227918,769.192976,407.248387,0.962984,3.628241,0.952998,3.843975,99.009903,4.236727,107.828371,74.902939,0.024031,0.000143,3.669269,51.626496,103.252992,0.001751,0.001584,
19/12/07 17:00 17:30,36000.0,0.334471,-0.139061,-24.554713,25.059257,0.018476,0.010734,0.243896,769.120229,407.184490,0.962890,3.590573,0.952960,3.786686,99.014576,4.457568,103.714388,134.977028,0.013336,0.000165,3.516328,49.849603,99.699205,0.001825,0.001623,
19/12/07 17:30 18:00,35999.0,0.400656,-0.199681,-33.038683,35.687001,0.026264,0.017504,0.397743,769.651872,407.179756,0.962628,3.531035,0.952737,3.598463,99.018983,5.184889,111.648607,172.429487,0.010439,0.000237,2.686413,51.920264,103.840527,0.001981,0.001677,
19/12/07 18:00 18:30,36000.0,0.373857,-0.173870,-43.999172,47.869433,0.035193,0.023344,0.530424,769.428243,407.048810,0.962851,3.363080,0.952972,3.588669,99.026706,5.916774,113.342222,105.190178,0.017112,0.000207,3.156883,48.798009,97.596017,0.001908,0.001647,
19/12/07 18:30 19:00,35999.0,0.348685,-0.151247,-45.453852,41.148088,0.030389,0.024095,0.547500,769.457863,407.057405,0.962258,3.383924,0.952658,3.498105,99.020472,5.209705,112.829475,82.606362,0.021790,0.000180,3.386153,49.353364,98.706729,0.001842,0.001620,
19/12/07 19:00 19:30,35999.0,0.226977,-0.064187,-33.114177,27.214250,0.020184,0.012672,0.287932,769.975906,406.703440,0.962451,3.661611,0.952901,3.024922,99.013995,3.323573,122.696624,31.280183,0.057544,0.000076,5.337520,51.793822,103.587644,0.001491,0.001460,
19/12/07 19:30 20:00,36000.0,0.210891,-0.055483,-29.058627,21.418179,0.015952,0.010002,0.227279,770.250020,406.323684,0.962417,3.779506,0.952953,2.527643,99.007306,3.223977,132.394785,28.591704,0.062955,0.000066,6.086630,50.015839,100.031678,0.001442,0.001439,
19/12/07 20:00 20:30,35999.0,0.285910,-0.101736,-30.261459,28.749190,0.021205,0.011919,0.270834,768.437182,406.331658,0.962242,3.405279,0.952522,3.201145,99.003526,4.335007,109.153321,68.392929,0.026319,0.000121,4.518037,47.442755,94.885510,0.001686,0.001556,
19/12/07 20:30 21:00,36000.0,0.279367,-0.097159,-25.847491,23.442818,0.017310,0.013437,0.305328,768.817728,406.424702,0.962000,3.399964,0.952012,3.114857,99.000895,4.528395,106.990174,74.697905,0.024097,0.000115,4.792480,46.274047,92.548093,0.001674,0.001552,
19/12/07 21:00 21:30,35999.0,0.273405,-0.093141,-27.776525,23.854800,0.017634,0.015761,0.358119,769.546699,406.442239,0.962000,3.379757,0.952000,2.834300,98.995921,4.171291,106.247414,65.150251,0.027628,0.000110,5.029387,45.453341,90.906682,0.001654,0.001540,
19/12/07 21:30 22:00,36000.0,0.291707,-0.106122,-36.917051,34.442099,0.025401,0.020618,0.468481,770.320569,406.490558,0.962000,3.394481,0.952000,2.614697,99.000965,4.405529,111.793219,59.540203,0.030232,0.000126,4.193316,49.397605,98.795209,0.001693,0.001556,
19/12/07 22:00 22:30,35999.0,0.247035,-0.076150,-28.900172,24.918775,0.018430,0.013965,0.317323,770.428304,406.319083,0.962000,3.528604,0.952000,2.439292,99.004148,3.636042,112.585760,46.198358,0.038962,0.000090,4.818376,51.840636,103.681273,0.001570,0.001502,
19/12/07 22:30 23:00,35999.0,0.227303,-0.064481,-26.035951,22.231350,0.016440,0.011331,0.257478,770.522089,406.306204,0.962000,3.472737,0.952000,2.394628,99.006794,3.639077,109.355846,39.947123,0.045060,0.000076,5.934208,47.518840,95.037681,0.001510,0.001478,
19/12/07 23:00 23:30,36000.0,0.266737,-0.088754,-26.624198,22.348795,0.016534,0.013126,0.298258,770.039944,406.239586,0.962000,3.451214,0.952000,2.473775,98.995522,3.514116,106.056948,63.119786,0.028517,0.000105,4.700113,49.133544,98.267087,0.001636,0.001531,
19/12/07 23:30 24:00,35999.0,0.232883,-0.067682,-20.356896,17.125748,0.012670,0.008693,0.197532,770.398020,406.265313,0.962000,3.474304,0.952000,2.349937,98.985920,2.914397,103.702579,54.936175,0.032765,0.000080,5.441660,49.763127,99.526254,0.001543,0.001500,
19/12/08 00:00 00:30,36000.0,0.178279,-0.039692,-8.866523,5.414003,0.004054,0.004482,0.101838,770.810143,406.193347,0.962000,3.619447,0.952000,2.132871,98.980261,1.497814,94.934956,56.587288,0.031809,0.000047,6.374979,56.550058,113.100116,0.001394,0.001449,
19/12/08 00:30 01:00,35999.0,0.069092,-0.005968,0.046471,2.600713,0.001866,-0.000793,-0.018028,771.419848,406.096816,0.962024,3.755919,0.952385,1.860626,98.984620,0.496167,348.085952,-628.545777,-0.002864,0.000026,16.111374,60.046222,120.092443,0.001290,0.001512,
19/12/08 01:00 01:30,36000.0,0.081686,-0.008362,-1.670292,1.305391,0.000970,0.001400,0.031808,773.409150,406.110251,0.962000,3.959586,0.952296,1.326778,98.997837,0.870362,151.386119,28.906427,0.062270,0.000022,12.478963,65.199640,130.399280,0.001184,0.001376,
19/12/08 01:30 02:00,35999.0,0.292220,-0.106531,-35.866756,31.139973,0.023002,0.022888,0.520072,769.667595,406.014890,0.961999,3.356499,0.952000,2.476235,99.010575,4.154948,112.034018,61.612378,0.029215,0.000126,4.305984,48.279147,96.558294,0.001696,0.001558,
19/12/08 02:00 02:30,36000.0,0.375105,-0.175362,-41.029450,38.322149,0.028221,0.023886,0.542745,769.748309,406.461758,0.961845,3.133288,0.951892,2.867402,99.013702,5.559735,107.788843,113.904563,0.015803,0.000208,3.333131,46.572076,93.144152,0.001913,0.001650,
19/12/08 02:30 03:00,35999.0,0.324809,-0.131572,-32.867497,28.291893,0.020882,0.017179,0.390352,770.434591,406.563444,0.961366,3.194040,0.951572,2.730768,99.020332,4.733557,106.142126,92.330024,0.019495,0.000156,3.834645,47.844462,95.688923,0.001791,0.001604,
19/12/08 03:00 03:30,35999.0,0.278952,-0.097156,-31.827841,26.378507,0.019495,0.015498,0.352163,771.054773,406.417924,0.961122,3.271011,0.951250,2.396838,99.026743,4.320674,106.951897,60.402927,0.029800,0.000115,4.755886,46.625099,93.250197,0.001663,0.001543,
19/12/08 03:30 04:00,36000.0,0.273518,-0.093425,-23.392199,23.713877,0.017444,0.011933,0.271148,771.017312,406.320154,0.961132,3.343970,0.951171,2.412063,99.042935,3.862175,101.777835,77.491755,0.023228,0.000111,4.902053,46.377062,92.754124,0.001661,0.001547,
19/12/08 04:00 04:30,35999.0,0.324627,-0.131711,-18.901625,21.366745,0.015680,0.009964,0.226410,771.776880,406.377938,0.961001,3.375996,0.951004,2.268939,99.068677,3.394007,99.239574,160.376731,0.011224,0.000156,3.701204,49.246185,98.492370,0.001806,0.001617,
19/12/08 04:30 05:00,36000.0,0.361543,-0.163517,-13.757334,23.541273,0.017143,0.005455,0.123959,772.708915,406.507968,0.961000,3.266290,0.951000,2.097042,99.072265,3.519112,92.827853,304.381024,0.005914,0.000193,3.557192,45.813708,91.627417,0.001903,0.001657,
19/12/08 05:00 05:30,35999.0,0.222446,-0.061973,-7.981416,13.009562,0.009479,-0.001452,-0.032998,773.186411,406.277757,0.961000,3.326533,0.951028,1.811724,99.088138,2.459324,101.265917,122.221613,0.014727,0.000073,5.978223,48.223061,96.446121,0.001542,0.001518,
19/12/08 05:30 06:00,36000.0,0.359626,-0.161641,-26.687347,37.388737,0.027294,0.015848,0.360113,771.861522,406.436862,0.961000,3.039824,0.951000,2.446900,99.104614,5.130306,103.840924,154.452127,0.011654,0.000191,3.555834,46.063993,92.127987,0.001887,0.001646,
19/12/08 06:00 06:30,35999.0,0.404447,-0.204339,-37.507907,49.549287,0.036175,0.023919,0.543502,771.686134,406.558130,0.961000,2.796344,0.951000,2.635256,99.109273,6.046367,108.065721,156.299677,0.011516,0.000242,2.924153,48.073677,96.147354,0.001987,0.001678,
19/12/08 06:30 07:00,35999.0,0.424663,-0.225196,-40.838998,56.963565,0.041544,0.025681,0.583536,771.564058,406.643905,0.960999,2.700912,0.950996,2.748907,99.102771,6.857789,108.541242,166.149760,0.010834,0.000267,2.897663,46.185009,92.370017,0.002033,0.001691,
19/12/08 07:00 07:30,36000.0,0.451840,-0.254991,-50.773129,71.185032,0.051899,0.032032,0.727847,771.888470,406.738591,0.960995,2.636852,0.950967,2.759030,99.112359,7.036565,109.412437,160.984948,0.011181,0.000302,2.790395,44.813066,89.626133,0.002090,0.001705,
19/12/08 07:30 08:00,35999.0,0.463072,-0.267763,-42.080185,72.333682,0.052601,0.028535,0.648376,771.736425,406.755315,0.960988,2.581430,0.950895,2.873878,99.114315,6.917263,108.351761,209.086229,0.008609,0.000317,2.647737,45.630163,91.260326,0.002120,0.001716,
19/12/08 08:00 08:30,36000.0,0.527462,-0.347371,-43.844210,87.725589,0.063691,0.038528,0.875445,771.941413,406.904918,0.960726,2.532658,0.950419,2.939386,99.103273,7.493418,108.511158,296.520602,0.006070,0.000411,2.270726,45.438061,90.876122,0.002260,0.001748,
19/12/08 08:30 09:00,35999.0,0.518764,-0.335878,-39.612019,74.394329,0.054060,0.035834,0.814243,772.069544,407.128433,0.960376,2.612283,0.950093,3.036114,99.100482,7.014042,106.679571,312.239478,0.005765,0.000398,2.320320,45.391641,90.783283,0.002243,0.001745,
19/12/08 09:00 09:30,36000.0,0.496814,-0.308067,-21.112208,64.140797,0.046431,0.015855,0.360252,771.908340,407.029618,0.960089,2.598909,0.950005,3.019959,99.102512,7.192106,100.915656,514.586684,0.003498,0.000365,2.492693,44.712102,89.424204,0.002203,0.001740,
19/12/08 09:30 10:00,35999.0,0.499899,-0.311990,-13.974609,58.552897,0.042312,0.020625,0.468657,772.244858,407.094925,0.960002,2.610473,0.949941,2.955492,99.102386,7.266286,101.646812,791.989503,0.002273,0.000369,2.559876,43.507083,87.014166,0.002213,0.001744,
19/12/08 10:00 10:30,36000.0,0.492720,-0.303015,-8.506109,67.450700,0.048639,0.002415,0.054864,772.183553,407.165281,0.959994,2.725908,0.949678,3.046266,99.101692,6.479742,101.802584,1245.989248,0.001445,0.000359,2.580809,43.839320,87.678640,0.002200,0.001742,
19/12/08 10:30 11:00,35999.0,0.528045,-0.348170,-17.168913,68.652734,0.049621,0.013427,0.305104,772.322159,407.061942,0.959985,2.810507,0.949793,2.860848,99.090397,6.769616,103.058434,759.784231,0.002369,0.000412,2.453424,42.664187,85.328373,0.002271,0.001755,
19/12/08 11:00 11:30,36000.0,0.501907,-0.314473,-16.135475,64.106686,0.046339,0.024765,0.562711,772.175362,407.089509,0.959948,2.766442,0.949473,2.935134,99.088572,6.909614,103.286731,694.201141,0.002593,0.000372,2.657744,42.055642,84.111285,0.002216,0.001744,
19/12/08 11:30 12:00,35999.0,0.561487,-0.393551,-0.475741,61.995855,0.044592,0.002028,0.046070,772.166742,407.098459,0.959979,2.834801,0.949833,2.945151,99.085036,6.324551,97.513241,32964.914639,0.000055,0.000466,2.170994,44.303433,88.606865,0.002345,0.001771,
19/12/08 12:00 12:30,36000.0,0.557941,-0.388625,-13.940093,72.715258,0.052497,0.007704,0.175047,771.980443,406.972355,0.959978,2.751525,0.949812,2.878630,99.078985,7.088745,101.245995,1103.702372,0.001631,0.000460,2.226946,43.681079,87.362159,0.002334,0.001767,
19/12/08 12:30 13:00,35999.0,0.484538,-0.293007,-15.277931,66.543436,0.048081,0.017969,0.408299,771.617022,406.899164,0.959984,2.889339,0.949962,2.881010,99.063277,7.060176,103.732898,659.541405,0.002729,0.000347,2.708002,42.879197,85.758394,0.002180,0.001736,
19/12/08 13:00 13:30,36000.0,0.520625,-0.338296,-13.639446,75.152407,0.054246,0.018711,0.425162,771.556397,406.846269,0.960353,2.849933,0.950526,2.857903,99.061208,7.459834,103.621024,916.390044,0.001964,0.000401,2.510208,42.474268,84.948537,0.002257,0.001753,
19/12/08 13:30 14:00,35999.0,0.492937,-0.303050,-17.898049,65.142370,0.047121,0.013780,0.313109,770.817911,406.748011,0.959996,2.979089,0.949987,3.009674,99.045640,6.706364,103.625244,592.707978,0.003037,0.000359,2.548296,44.267228,88.534456,0.002196,0.001740,
19/12/08 14:00 14:30,36000.0,0.475900,-0.282378,-15.345072,60.118423,0.043471,0.013975,0.317543,770.761786,406.841701,0.959999,2.990809,0.949983,3.043916,99.032899,6.931345,103.982956,622.013472,0.002894,0.000335,2.834792,42.069588,84.139176,0.002161,0.001732,
19/12/08 14:30 15:00,35999.0,0.472190,-0.278116,-23.394992,52.272853,0.037956,0.009212,0.209321,770.833668,406.696534,0.960015,3.089033,0.950009,2.862862,99.027623,5.979717,102.521598,398.522912,0.004517,0.000330,2.680568,44.332060,88.664120,0.002149,0.001727,
19/12/08 15:00 15:30,36000.0,0.430148,-0.230810,-25.222184,51.426749,0.037374,0.019913,0.452476,770.617669,406.557336,0.960004,3.071266,0.950003,2.765152,99.016338,6.997605,108.213154,279.409489,0.006442,0.000273,3.071480,43.535665,87.071330,0.002055,0.001702,
19/12/08 15:30 16:00,35999.0,0.496844,-0.308204,-20.795012,50.618228,0.036719,0.013861,0.314963,771.277339,406.549132,0.960018,3.163300,0.950015,2.529983,99.016583,5.064788,97.457312,522.277002,0.003446,0.000365,2.402997,46.039603,92.079206,0.002204,0.001741,
19/12/08 16:00 16:30,36000.0,0.426798,-0.227575,-7.890587,27.686199,0.020025,0.000464,0.010533,771.406636,406.347431,0.960000,3.328749,0.950000,2.289811,99.015244,4.296324,96.085950,872.564543,0.002063,0.000269,2.702993,48.590047,97.180093,0.002058,0.001708,
19/12/08 16:30 17:00,35999.0,0.372113,-0.172831,-18.374647,40.029260,0.029069,0.016550,0.376062,770.578990,406.297809,0.960001,3.150659,0.950001,2.503740,98.999994,6.204063,106.027965,248.270912,0.007250,0.000205,3.673345,43.423529,86.847057,0.001924,0.001663,
19/12/08 17:00 17:30,35999.0,0.355704,-0.157883,-21.457476,34.947581,0.025477,0.010257,0.233057,770.297214,406.253762,0.960001,3.264192,0.950001,2.526408,98.990100,5.318067,106.192640,185.694767,0.009693,0.000187,3.367332,48.628359,97.256717,0.001882,0.001646,
19/12/08 17:30 18:00,36000.0,0.439900,-0.241320,-33.200127,56.789461,0.041361,0.019236,0.437098,769.902152,406.304537,0.960000,3.111166,0.950001,2.681565,98.984606,6.286034,106.221258,226.968806,0.007931,0.000286,2.525548,49.816254,99.632508,0.002072,0.001705,
19/12/08 18:00 18:30,35999.0,0.431768,-0.232362,-42.115509,53.095077,0.038865,0.025740,0.584873,769.342236,406.212746,0.960001,3.193069,0.950002,2.732457,98.962668,6.878038,112.311317,169.153719,0.010641,0.000276,2.811624,46.555389,93.110778,0.002048,0.001695,
19/12/08 18:30 19:00,36000.0,0.491371,-0.301042,-44.687833,57.142883,0.041820,0.036984,0.840370,769.503015,406.161102,0.960001,3.226109,0.950002,2.647834,98.965972,7.496555,108.971540,234.981942,0.007660,0.000357,2.406020,46.493448,92.986896,0.002181,0.001730,
19/12/08 19:00 19:30,35999.0,0.427419,-0.228011,-30.290932,40.392216,0.029541,0.023297,0.529358,770.232582,406.134083,0.960000,3.293437,0.950000,2.413283,98.984642,6.472861,106.148909,228.215869,0.007887,0.000270,3.005751,44.570449,89.140898,0.002045,0.001698,
19/12/08 19:30 20:00,36000.0,0.391053,-0.190982,-28.287317,36.155167,0.026466,0.021417,0.486650,770.446117,405.989358,0.960000,3.370263,0.950000,2.200801,98.980659,5.993424,106.493387,187.161287,0.009617,0.000226,3.305532,45.029579,90.059158,0.001962,0.001672,
19/12/08 20:00 20:30,35999.0,0.387228,-0.187272,-26.863499,32.775681,0.024011,0.017965,0.408213,770.459261,405.980093,0.960000,3.345766,0.950000,2.164203,98.979068,5.571143,107.482827,191.348259,0.009407,0.000222,3.097970,47.881333,95.762666,0.001954,0.001670,
19/12/08 20:30 21:00,36000.0,0.425313,-0.226031,-29.249610,39.720939,0.029032,0.025203,0.572663,770.741592,405.930821,0.960000,3.288964,0.949999,2.079429,98.988963,6.815643,104.841407,232.872548,0.007730,0.000267,2.889584,46.219588,92.439176,0.002041,0.001697,
19/12/08 21:00 21:30,35999.0,0.481911,-0.290309,-36.406350,48.150864,0.035194,0.032634,0.741512,770.957796,405.884447,0.959999,3.196606,0.949995,2.031109,98.998323,7.130031,104.384699,272.176186,0.006613,0.000343,2.513797,45.751456,91.502913,0.002164,0.001728,
19/12/08 21:30 22:00,35999.0,0.463935,-0.269147,-38.146861,47.531264,0.034784,0.032949,0.748678,771.215686,405.880348,0.960000,3.255948,0.949998,1.913419,99.001715,6.333909,109.402045,231.778065,0.007766,0.000318,2.515279,47.456447,94.912895,0.002124,0.001717,
19/12/08 22:00 22:30,36000.0,0.433690,-0.235371,-34.800933,45.306483,0.033129,0.028097,0.638431,771.639813,405.804832,0.959999,3.289412,0.949995,1.748271,99.011358,6.393925,110.797720,207.566973,0.008672,0.000278,2.770676,46.902040,93.804080,0.002057,0.001700,
19/12/08 22:30 23:00,35999.0,0.409627,-0.210180,-31.126746,38.830180,0.028412,0.021885,0.497283,772.298489,405.756369,0.959999,3.307629,0.949986,1.531394,99.025835,6.693700,113.845199,195.573158,0.009204,0.000248,3.022715,46.240889,92.481778,0.002004,0.001685,
19/12/08 23:00 23:30,36000.0,0.493587,-0.305352,-36.242487,48.316719,0.035300,0.033090,0.751885,772.580886,405.665683,0.959986,3.265172,0.949916,1.400986,99.033479,7.390577,108.623579,293.882010,0.006125,0.000360,2.467629,45.362704,90.725408,0.002190,0.001734,
19/12/08 23:30 24:00,35999.0,0.577155,-0.417672,-38.252852,54.242716,0.039574,0.044005,0.999907,772.869931,405.652326,0.959930,3.187746,0.949755,1.333549,99.042148,8.362298,107.089051,445.170726,0.004043,0.000492,2.069236,44.811954,89.623908,0.002365,0.001769,
19/12/09 00:00 00:30,36000.0,0.538867,-0.364381,-40.596716,53.839832,0.039313,0.035865,0.814932,773.497665,405.664748,0.959955,3.161875,0.949731,1.165013,99.058015,7.289031,111.318261,341.452054,0.005272,0.000429,2.063441,48.038056,96.076112,0.002285,0.001754,
19/12/09 00:30 01:00,35999.0,0.520076,-0.339333,-31.362300,41.838248,0.030549,0.033963,0.771723,773.202636,405.602925,0.959945,3.158076,0.949788,1.249572,99.069041,7.376659,105.358436,397.388096,0.004530,0.000400,2.232018,46.707165,93.414330,0.002249,0.001748,
19/12/09 01:00 01:30,35999.0,0.582119,-0.425142,-36.238796,52.375915,0.038182,0.061232,1.391329,773.266491,405.621885,0.959771,3.069782,0.949483,1.312769,99.081579,9.473494,104.949814,482.295005,0.003732,0.000501,2.158183,42.965626,85.931252,0.002376,0.001771,
19/12/09 01:30 02:00,36000.0,0.635521,-0.506879,-40.492393,57.784329,0.042123,0.061476,1.396880,773.560196,405.653492,0.959709,3.015247,0.949400,1.280880,99.093155,9.500622,105.734681,561.699255,0.003205,0.000597,1.813916,45.292770,90.585540,0.002483,0.001786,
19/12/09 02:00 02:30,35999.0,0.539071,-0.364838,-40.605118,53.888351,0.039328,0.036495,0.829245,773.826667,405.639408,0.959762,3.037863,0.949342,1.179259,99.101620,8.295782,112.489861,341.890591,0.005265,0.000429,2.180757,45.942273,91.884547,0.002285,0.001754,
19/12/09 02:30 03:00,36000.0,0.556733,-0.389287,-41.816190,60.042272,0.043750,0.048962,1.112538,774.109076,405.631428,0.959596,2.971198,0.949215,1.098463,99.104263,8.804323,114.176012,365.693669,0.004922,0.000458,2.167240,44.736152,89.472304,0.002322,0.001761,
19/12/09 03:00 03:30,35999.0,0.549429,-0.379471,-41.159243,60.503390,0.044050,0.052415,1.190991,774.833372,405.660151,0.959363,2.893602,0.949093,0.889552,99.107207,8.879500,114.088474,357.091553,0.005041,0.000446,2.260483,43.816979,87.633957,0.002307,0.001758,
19/12/09 03:30 04:00,36000.0,0.571042,-0.410124,-37.997980,61.929046,0.045010,0.047069,1.069518,775.079476,405.580798,0.959277,2.823224,0.949075,0.751903,99.103890,9.582868,112.346604,434.228961,0.004145,0.000482,2.205933,43.023387,86.046773,0.002353,0.001767,
19/12/09 04:00 04:30,35999.0,0.647585,-0.527703,-45.986394,83.252294,0.060402,0.079988,1.817513,775.508365,405.608555,0.959200,2.675954,0.949057,0.636632,99.094839,10.390054,110.607831,523.185077,0.003440,0.000620,1.912807,42.613130,85.226260,0.002506,0.001788,
19/12/09 04:30 05:00,35999.0,0.644506,-0.522934,-42.518849,74.467186,0.054030,0.070769,1.608049,775.857730,405.610097,0.959148,2.590840,0.949037,0.559514,99.106372,10.073372,109.387095,557.851987,0.003227,0.000614,1.910454,42.855816,85.711632,0.002500,0.001788,
19/12/09 05:00 05:30,36000.0,0.624251,-0.490783,-45.295687,78.503171,0.056952,0.071085,1.615208,776.134463,405.589612,0.959127,2.545630,0.949026,0.451070,99.107192,10.049090,110.668306,475.806939,0.003783,0.000576,1.996336,42.695593,85.391187,0.002459,0.001782,
19/12/09 05:30 06:00,35999.0,0.645638,-0.525272,-45.846341,78.728350,0.057112,0.073259,1.664621,776.533106,405.578762,0.959092,2.525427,0.949010,0.353554,99.123325,9.916853,110.699398,520.159116,0.003460,0.000616,1.840674,44.074480,88.148959,0.002502,0.001788,
19/12/09 06:00 06:30,36000.0,0.660731,-0.550340,-43.473472,80.000284,0.057988,0.063512,1.443153,776.830330,405.569637,0.959076,2.500558,0.948999,0.316486,99.143961,10.087784,111.861034,588.037852,0.003061,0.000645,1.833034,43.225881,86.451762,0.002532,0.001792,
19/12/09 06:30 07:00,35999.0,0.617804,-0.481309,-38.452631,74.641294,0.054073,0.067127,1.525284,777.051744,405.554409,0.959050,2.504510,0.948981,0.242731,99.150885,10.291755,109.011432,543.517890,0.003312,0.000564,2.070822,41.888124,83.776248,0.002448,0.001781,
19/12/09 07:00 07:30,36000.0,0.630644,-0.501622,-38.640632,73.882113,0.053529,0.068913,1.565874,777.130326,405.515397,0.959035,2.511185,0.948979,0.201118,99.156306,10.085051,110.958170,575.336294,0.003129,0.000588,1.967092,42.771677,85.543354,0.002474,0.001785,
19/12/09 07:30 08:00,35999.0,0.634921,-0.508419,-36.542941,77.056870,0.055781,0.064733,1.470889,777.084524,405.515600,0.959029,2.515966,0.948959,0.218892,99.153135,10.248070,110.138489,620.807203,0.002899,0.000596,1.989693,42.101529,84.203057,0.002483,0.001786,
19/12/09 08:00 08:30,35999.0,0.651508,-0.535411,-35.506640,76.204290,0.055156,0.056850,1.291756,777.217785,405.524246,0.959013,2.508150,0.948949,0.233294,99.171408,9.862904,110.610353,690.443354,0.002607,0.000627,1.812075,44.233919,88.467839,0.002516,0.001791,
19/12/09 08:30 09:00,36000.0,0.623529,-0.490427,-35.328103,79.330813,0.057398,0.060503,1.374779,777.324503,405.567096,0.959007,2.511977,0.948944,0.239427,99.175060,9.420819,112.021811,608.337839,0.002959,0.000575,1.926821,43.973580,87.947161,0.002460,0.001784,
19/12/09 09:00 09:30,35999.0,0.585111,-0.431813,-28.925274,71.551833,0.051730,0.066057,1.500975,777.227259,405.556411,0.959000,2.484559,0.948876,0.279409,99.174336,10.414674,109.573212,613.933508,0.002932,0.000506,2.294362,40.707715,81.415431,0.002384,0.001773,
19/12/09 09:30 10:00,36000.0,0.616004,-0.478616,-32.597422,81.489607,0.058911,0.053904,1.224815,777.259487,405.572778,0.958999,2.480012,0.948863,0.295528,99.178133,10.317672,111.695201,635.722848,0.002831,0.000561,2.041102,42.497116,84.994232,0.002446,0.001782,
19/12/09 10:00 10:30,35999.0,0.634395,-0.507605,-32.960805,78.421668,0.056708,0.064974,1.476355,777.299801,405.607415,0.958993,2.431514,0.948827,0.301245,99.171008,11.048874,114.251337,686.650575,0.002621,0.000595,1.997680,42.001081,84.002162,0.002482,0.001787,
19/12/09 10:30 11:00,36000.0,0.691057,-0.602193,-38.416537,86.443944,0.062536,0.074081,1.683307,777.112716,405.602124,0.958992,2.421558,0.948817,0.347585,99.160979,11.071634,114.556388,761.432581,0.002364,0.000706,1.749124,42.933499,85.866998,0.002593,0.001799,
19/12/09 11:00 11:30,35999.0,0.691269,-0.602397,-44.387019,90.880258,0.065803,0.071556,1.625933,776.879202,405.590779,0.958989,2.438438,0.948808,0.418670,99.161080,11.043048,115.199374,659.626396,0.002729,0.000706,1.765530,42.601160,85.202319,0.002592,0.001798,
