Date_Time, npoints, u_starr, taur, Hcr, LE_wplr, Evap, Fc_wplr,Fc_wpl_umol, CO2_conc,CO2_PPM, CO2_sig_str, H2O_conc, H2O_sig_str, Temp_amb,Amb_Press, wind_speed, wind_dir,obukhov,zeta,rou,sigmaw_ustar,Xmax,XR90,Cd2m,Ce2m,
TS, Tot, m/s, Kg/(m s^2), W/m^2, W/m^2, L/m^2, mg/(m^2 s),umol/(m^2 s), mg/m^3,PPM, arb, g/m^3, arb, Celsius,kPa, m/s, Degrees, m, arb, m,arb, m,m, arb,arb,
19/12/16 12:00 12:30,35999.0,0.320322,-0.126537,1.971089,34.509155,0.024760,-0.002432,-0.055269,760.638266,405.919485,0.955000,2.940300,0.944659,2.055052,97.560335,3.581450,100.638449,-1454.670670,-0.001237,0.000152,3.728291,49.593766,99.187531,0.001820,0.001634,
19/12/16 12:30 13:00,36000.0,0.309832,-0.118312,-5.289399,34.074278,0.024564,0.001196,0.027166,759.886457,405.765485,0.955371,2.975964,0.945230,2.272294,97.567721,3.573462,101.486428,490.596659,0.003669,0.000142,4.156749,46.942098,93.884195,0.001785,0.001616,
19/12/16 13:00 13:30,35999.0,0.365140,-0.164253,-0.717622,29.859439,0.021462,0.008041,0.182703,759.851481,405.911622,0.956009,3.134553,0.946017,2.399305,97.560069,3.499593,95.364917,5918.993527,0.000304,0.000197,3.427451,46.746225,93.492449,0.001923,0.001669,
19/12/16 13:30 14:00,36000.0,0.319437,-0.125733,11.628505,34.167660,0.024363,-0.011840,-0.269042,760.268775,406.059685,0.955616,3.024438,0.945527,2.376959,97.560786,3.719976,100.611119,-244.550780,-0.007360,0.000151,3.931533,47.658844,95.317688,0.001827,0.001645,
19/12/16 14:00 14:30,35999.0,0.331927,-0.135729,17.690467,27.430537,0.019412,-0.024223,-0.550405,760.053074,406.027790,0.955804,3.148054,0.945469,2.438415,97.563494,3.263909,95.466582,-180.373879,-0.009979,0.000163,3.929044,45.951854,91.903708,0.001861,0.001661,
19/12/16 14:30 15:00,36000.0,0.307630,-0.116746,18.463783,30.659179,0.021702,-0.014549,-0.330580,761.922320,406.464506,0.955763,3.216360,0.945440,2.137893,97.566538,3.070971,98.360517,-137.589089,-0.013082,0.000140,4.326219,45.778383,91.556766,0.001806,0.001643,
19/12/16 15:00 15:30,35999.0,0.334201,-0.137947,-0.704783,30.908883,0.022201,-0.006498,-0.147642,762.075178,406.067183,0.955952,3.185660,0.945852,1.696345,97.572478,3.209083,101.496840,4621.698867,0.000389,0.000165,3.378692,51.507791,103.015581,0.001850,0.001644,
19/12/16 15:30 16:00,36000.0,0.299862,-0.111004,2.603186,37.566073,0.026935,-0.004926,-0.111941,761.246173,405.817624,0.955805,3.031750,0.945265,1.685210,97.566338,4.624928,107.018054,-903.695225,-0.001992,0.000133,4.404676,46.249273,92.498546,0.001771,0.001615,
19/12/16 16:00 16:30,35999.0,0.317017,-0.124113,-16.821816,29.729151,0.021619,0.001223,0.027790,761.668072,405.898187,0.955961,3.087525,0.945614,1.663301,97.565732,3.631868,106.663171,165.254281,0.010892,0.000149,3.815776,49.170951,98.341903,0.001789,0.001611,
19/12/16 16:30 17:00,36000.0,0.302773,-0.113217,-3.533325,28.950330,0.020843,0.000487,0.011076,761.466545,405.765123,0.956000,3.116252,0.945919,1.627240,97.563336,3.454280,103.168089,685.399030,0.002626,0.000135,4.075103,48.762726,97.525452,0.001770,0.001610,
19/12/16 17:00 17:30,35999.0,0.265970,-0.087348,-8.310897,23.375686,0.016919,-0.002077,-0.047186,761.923592,406.092201,0.956000,3.083046,0.945969,1.771674,97.566106,2.758413,102.263997,197.526487,0.009113,0.000105,5.369557,44.290849,88.581697,0.001666,0.001560,
19/12/16 17:30 18:00,35999.0,0.215956,-0.057599,4.440735,19.607332,0.014006,-0.001784,-0.040546,762.280381,406.189018,0.955947,3.085814,0.945910,1.706425,97.570347,2.780588,101.839444,-197.895020,-0.009096,0.000069,6.946755,43.990273,87.980546,0.001558,0.001549,
19/12/16 18:00 18:30,36000.0,0.193535,-0.046276,-9.455842,21.857728,0.015843,-0.001746,-0.039676,761.599804,405.687258,0.956020,2.951256,0.945930,1.438432,97.583739,3.349649,106.965327,66.894725,0.026908,0.000055,7.333630,46.759831,93.519662,0.001445,0.001472,
19/12/16 18:30 19:00,35999.0,0.193428,-0.046244,-12.658137,21.499009,0.015634,-0.001139,-0.025884,762.368980,405.933492,0.956168,2.962201,0.946153,1.492400,97.583507,2.294776,107.160325,49.889256,0.036080,0.000055,6.706815,50.250716,100.501433,0.001432,0.001459,
19/12/16 19:00 19:30,36000.0,0.239332,-0.070877,0.343855,17.621150,0.012642,-0.006762,-0.153648,762.078164,405.318380,0.956054,3.046139,0.946049,1.012607,97.597433,2.125888,105.659296,-3479.600875,-0.000517,0.000085,4.528498,56.155124,112.310249,0.001612,0.001555,
19/12/16 19:30 20:00,35999.0,0.114902,-0.016356,-2.357494,10.884578,0.007848,-0.000690,-0.015668,763.164346,405.418484,0.956615,3.111605,0.946700,1.258635,97.617610,1.405072,122.468340,56.175036,0.032043,0.000020,12.153990,51.105221,102.210442,0.001191,0.001359,
19/12/16 20:00 20:30,36000.0,0.099253,-0.012212,-11.273926,12.191684,0.008938,0.006119,0.139049,765.048717,406.162043,0.956192,3.258304,0.946359,1.027211,97.624597,1.682623,152.587579,7.572486,0.237703,0.000018,12.507368,56.456995,112.913990,0.000992,0.001138,
19/12/16 20:30 21:00,35999.0,0.089580,-0.009957,-4.402255,4.478974,0.003288,-0.001584,-0.036001,765.266632,405.891820,0.956749,3.296116,0.946845,0.878153,97.639337,1.568805,153.965617,14.259770,0.126229,0.000020,12.074435,62.584650,125.169300,0.001104,0.001276,
19/12/16 21:00 21:30,35999.0,0.177953,-0.039277,-14.427795,16.414238,0.012013,-0.000992,-0.022537,764.264528,405.519993,0.956247,3.149962,0.946278,0.680806,97.653013,2.586136,132.463123,34.111118,0.052769,0.000047,6.435393,56.222479,112.444958,0.001366,0.001420,
19/12/16 21:30 22:00,36000.0,0.155653,-0.030068,-22.015649,17.193870,0.012679,0.007962,0.180905,764.796805,405.559750,0.956000,2.974620,0.945952,0.584120,97.669733,2.261876,125.870059,14.960384,0.120318,0.000036,7.982831,53.723300,107.446600,0.001225,0.001310,
19/12/16 22:00 22:30,35999.0,0.106625,-0.014160,-9.435691,6.905395,0.005104,0.002098,0.047660,765.714974,404.599920,0.956000,3.127694,0.946000,-0.571017,97.685735,1.834088,139.589034,11.223175,0.160382,0.000017,10.748299,60.485390,120.970779,0.001043,0.001201,
19/12/16 22:30 23:00,36000.0,0.109050,-0.014800,-8.079129,11.074064,0.008073,0.002106,0.047853,764.288939,404.154745,0.956000,3.205021,0.946000,-0.398826,97.693981,1.938825,141.846317,14.024640,0.128346,0.000018,10.535105,60.181229,120.362457,0.001079,0.001237,
19/12/16 23:00 23:30,35999.0,0.196134,-0.047736,-8.786201,16.929313,0.012282,0.001913,0.043459,762.373964,404.332021,0.956137,2.889817,0.946044,0.500902,97.712677,2.011424,115.042563,75.028143,0.023991,0.000057,6.191366,52.867231,105.734461,0.001456,0.001479,
19/12/16 23:30 24:00,36000.0,0.218114,-0.059071,-14.167104,21.850267,0.015894,0.011809,0.268329,763.708307,404.785793,0.956000,2.902809,0.945878,0.508084,97.726389,3.075750,111.768138,64.002715,0.028124,0.000070,5.406701,53.249679,106.499359,0.001511,0.001494,
19/12/17 00:00 00:30,35999.0,0.156638,-0.030474,-16.022600,18.119328,0.013241,0.005279,0.119959,763.811407,404.723145,0.956000,2.855789,0.946000,0.322823,97.733879,2.466767,121.173649,20.960893,0.085874,0.000036,8.862056,49.121039,98.242077,0.001266,0.001353,
19/12/17 00:30 01:00,35999.0,0.188349,-0.044137,-31.052200,17.809070,0.013240,0.015070,0.342418,765.114719,404.729764,0.956000,2.860029,0.945911,-0.045458,97.747655,2.035321,125.176655,18.806656,0.095711,0.000052,5.407714,61.225658,122.451315,0.001341,0.001375,
19/12/17 01:00 01:30,36000.0,0.101445,-0.012866,-7.870246,7.093178,0.005206,0.003248,0.073796,767.773075,404.152734,0.956000,3.053744,0.946000,-1.204572,97.770305,1.539729,144.946067,11.597716,0.155203,0.000018,11.551937,59.210204,118.420409,0.001056,0.001217,
19/12/17 01:30 02:00,35999.0,0.202799,-0.051262,-23.579131,24.410464,0.017853,0.008060,0.183149,765.520034,404.207423,0.956000,2.832442,0.945982,-0.492049,97.790748,2.771944,134.009660,30.928883,0.058198,0.000061,5.834117,53.705585,107.411171,0.001427,0.001438,
19/12/17 02:00 02:30,36000.0,0.259286,-0.083589,-40.139101,39.151524,0.028644,0.021342,0.484952,763.985535,404.400060,0.956000,2.580194,0.945997,0.251953,97.808784,3.606262,120.373564,37.972762,0.047402,0.000099,4.454516,52.701073,105.402145,0.001587,0.001498,
19/12/17 02:30 03:00,35999.0,0.286476,-0.102111,-35.322683,41.374604,0.030191,0.021362,0.485404,764.918042,404.606901,0.956000,2.721525,0.945922,0.169973,97.829471,3.365265,115.760123,58.216341,0.030919,0.000121,3.646283,56.211294,112.422587,0.001680,0.001549,
19/12/17 03:00 03:30,35999.0,0.238324,-0.070683,-12.414016,27.252896,0.019729,0.001568,0.035623,765.044900,404.593530,0.956000,2.677358,0.945678,0.296848,97.845700,3.734410,108.258962,95.385441,0.018871,0.000084,5.544078,47.955956,95.911912,0.001579,0.001525,
19/12/17 03:30 04:00,36000.0,0.299239,-0.111338,-17.901582,38.434153,0.027834,-0.000638,-0.014495,764.696147,404.759705,0.955970,2.640643,0.945315,0.583610,97.855447,4.343775,111.633438,130.944817,0.013746,0.000132,4.195020,48.185703,96.371406,0.001741,0.001589,
19/12/17 04:00 04:30,35999.0,0.287240,-0.102553,-5.644275,31.496298,0.022687,0.001259,0.028598,764.345918,404.715249,0.955991,2.620156,0.945285,0.720268,97.864757,4.299424,101.720730,367.356478,0.004900,0.000122,4.515856,47.249867,94.499735,0.001727,0.001590,
19/12/17 04:30 05:00,36000.0,0.285330,-0.101206,-10.012242,27.345154,0.019766,-0.000189,-0.004304,765.407809,405.228802,0.955838,2.570393,0.945090,0.717119,97.880091,4.087009,100.677101,203.014102,0.008866,0.000120,4.627042,46.637312,93.274623,0.001715,0.001582,
19/12/17 05:00 05:30,35999.0,0.298929,-0.111191,-20.607737,32.842133,0.023861,0.013445,0.305504,765.088332,404.660924,0.956000,2.699723,0.945424,0.434351,97.910995,4.264745,106.143806,113.465264,0.015864,0.000132,4.038343,49.725099,99.450198,0.001736,0.001585,
19/12/17 05:30 06:00,36000.0,0.359547,-0.160694,-18.017795,41.419538,0.029995,0.007789,0.176985,764.278702,404.645778,0.956000,2.801936,0.945461,0.735668,97.931545,4.879444,109.517704,225.879833,0.007969,0.000191,3.377308,48.011989,96.023979,0.001894,0.001652,
19/12/17 06:00 06:30,35999.0,0.384960,-0.184034,-7.150936,40.762910,0.029373,0.009748,0.221497,763.762509,404.766622,0.955983,2.768011,0.945133,1.140539,97.950256,5.641294,102.946182,698.666765,0.002576,0.000219,3.179554,47.163557,94.327114,0.001963,0.001680,
19/12/17 06:30 07:00,35999.0,0.387867,-0.186783,-6.389493,46.799413,0.033698,0.004192,0.095254,764.529187,405.254049,0.955802,2.920183,0.945014,1.295782,97.976993,5.328797,105.091062,800.072485,0.002250,0.000222,3.135659,47.344695,94.689391,0.001971,0.001683,
19/12/17 07:00 07:30,36000.0,0.437638,-0.237935,-11.124454,51.109965,0.036863,0.018047,0.410062,764.665967,405.093124,0.955710,2.821335,0.945002,1.167177,98.013485,6.759208,104.627512,660.310937,0.002726,0.000283,2.878729,45.089182,90.178364,0.002080,0.001713,
19/12/17 07:30 08:00,35999.0,0.389964,-0.189127,-15.702500,48.796227,0.035268,0.012957,0.294412,765.146758,404.897468,0.955976,3.001883,0.945033,0.905642,98.041807,5.944613,109.749742,331.102470,0.005436,0.000225,3.198231,46.359328,92.718656,0.001969,0.001678,
19/12/17 08:00 08:30,36000.0,0.357219,-0.158719,-10.767732,33.396490,0.024140,0.005821,0.132256,764.837258,404.680865,0.955999,3.015949,0.945496,0.945046,98.077384,5.203187,104.882285,371.277216,0.004848,0.000189,3.356812,48.550387,97.100775,0.001895,0.001655,
19/12/17 08:30 09:00,35999.0,0.338817,-0.142677,-11.261981,35.542510,0.025696,0.008943,0.203202,764.476857,404.801287,0.956000,3.086476,0.945185,1.239784,98.098887,5.148944,107.118725,302.982410,0.005941,0.000170,3.658044,47.700507,95.401015,0.001850,0.001638,
19/12/17 09:00 09:30,36000.0,0.439078,-0.239814,-2.909889,39.309317,0.028259,0.009045,0.205528,765.167198,404.820734,0.955998,3.196574,0.945224,1.131199,98.140807,4.932954,100.070098,2553.304364,0.000705,0.000285,2.859379,45.188526,90.377053,0.002088,0.001717,
19/12/17 09:30 10:00,35999.0,0.454632,-0.257512,-6.300428,32.261638,0.023251,0.009636,0.218955,766.169960,404.706711,0.955999,3.317624,0.945017,0.825172,98.184704,5.002493,100.806187,1309.756308,0.001374,0.000305,2.644306,46.503284,93.006569,0.002120,0.001724,
19/12/17 10:00 10:30,36000.0,0.414774,-0.214443,8.207287,34.185023,0.024384,-0.001060,-0.024089,766.609625,404.746363,0.955987,3.252771,0.945125,0.803895,98.224576,5.078179,100.623828,-763.790030,-0.002357,0.000254,3.108401,44.673418,89.346837,0.002040,0.001709,
19/12/17 10:30 11:00,35999.0,0.370393,-0.171067,5.061074,31.698430,0.022647,-0.002645,-0.060093,766.931748,404.770960,0.955992,3.364015,0.945208,0.822387,98.257000,4.164356,99.858112,-882.386840,-0.002040,0.000203,3.358399,46.861440,93.722880,0.001939,0.001678,
19/12/17 11:00 11:30,35999.0,0.382471,-0.182509,11.606687,27.255592,0.019343,-0.009011,-0.204762,767.477320,404.825976,0.956000,3.369570,0.945237,0.792521,98.291196,3.389451,97.089523,-423.790828,-0.004247,0.000216,3.106442,48.352471,96.704943,0.001971,0.001691,
19/12/17 11:30 12:00,36000.0,0.484150,-0.292754,6.969550,26.941790,0.019205,-0.001866,-0.042405,768.212247,404.794583,0.956000,3.250867,0.945264,0.625657,98.332831,3.807133,92.998956,-1432.023584,-0.001257,0.000346,2.332145,48.361563,96.723126,0.002188,0.001744,
19/12/17 12:00 12:30,35999.0,0.341234,-0.145297,1.474580,31.665682,0.022692,-0.000642,-0.014585,767.391475,404.725313,0.955986,3.260065,0.945053,0.842492,98.349140,5.069377,104.616386,-2370.158043,-0.000759,0.000172,3.822970,45.732165,91.464329,0.001869,0.001652,
19/12/17 12:30 13:00,36000.0,0.426646,-0.227158,3.579569,43.475692,0.031145,0.004580,0.104064,767.380149,404.688900,0.955980,3.022745,0.945001,0.919731,98.379197,6.199981,102.213140,-1908.644693,-0.000943,0.000269,2.864887,46.396753,92.793505,0.002064,0.001713,
19/12/17 13:00 13:30,35999.0,0.503026,-0.316427,-4.017387,41.326604,0.029710,0.005534,0.125740,768.900143,404.651531,0.955992,3.030749,0.945006,0.502441,98.417806,4.625799,96.071077,2788.384849,0.000646,0.000374,2.219358,48.473839,96.947678,0.002224,0.001748,
19/12/17 13:30 14:00,36000.0,0.494987,-0.306784,11.324123,38.228245,0.027233,0.001133,0.025743,769.483239,404.441882,0.955990,3.082413,0.945002,0.211800,98.450103,4.885200,95.924646,-942.882439,-0.001909,0.000362,2.482791,45.016344,90.032689,0.002213,0.001750,
19/12/17 14:00 14:30,35999.0,0.506292,-0.321445,1.537345,36.830186,0.026381,0.011806,0.268257,770.437938,404.330156,0.955935,3.052524,0.945002,-0.139758,98.486516,6.088736,99.654981,-7434.689254,-0.000242,0.000379,2.413996,45.035480,90.070960,0.002233,0.001751,
19/12/17 14:30 15:00,36000.0,0.399826,-0.200660,2.461443,30.832961,0.022062,0.008940,0.203139,770.844153,404.157269,0.955961,3.064003,0.945001,-0.376289,98.510084,6.648548,105.359721,-2287.496362,-0.000787,0.000236,3.336007,43.748885,87.497769,0.002004,0.001696,
19/12/17 15:00 15:30,35999.0,0.353378,-0.156894,-0.132041,28.093314,0.020137,0.006950,0.157914,771.442110,404.092172,0.955998,3.042647,0.945000,-0.586336,98.534147,5.611058,106.659817,29447.492290,0.000061,0.000185,3.714232,45.245651,90.491302,0.001896,0.001660,
19/12/17 15:30 16:00,35999.0,0.320663,-0.129243,-1.080196,20.847080,0.014958,0.002960,0.067255,771.773013,404.097052,0.956000,3.051500,0.945051,-0.643492,98.553668,4.380044,101.886737,2690.103494,0.000669,0.000152,3.928705,47.510590,95.021180,0.001817,0.001631,
19/12/17 16:00 16:30,36000.0,0.264807,-0.088160,3.509613,18.730523,0.013365,0.000267,0.006073,772.000348,404.115384,0.956000,3.125242,0.945067,-0.623188,98.579899,3.194206,99.224923,-466.437193,-0.003859,0.000104,5.200323,45.631457,91.262915,0.001684,0.001580,
19/12/17 16:30 17:00,35999.0,0.253610,-0.080839,2.281513,15.671532,0.011194,-0.004331,-0.098422,771.826372,404.137223,0.956000,3.147049,0.945219,-0.486146,98.604654,2.737825,92.644689,-630.452419,-0.002855,0.000095,5.198159,47.576215,95.152429,0.001653,0.001570,
19/12/17 17:00 17:30,36000.0,0.282178,-0.100116,-0.502357,17.227694,0.012355,-0.005234,-0.118938,772.111910,404.133198,0.955991,3.162762,0.945247,-0.504040,98.641563,2.629246,97.571012,3945.490746,0.000456,0.000118,3.832410,54.806593,109.613186,0.001723,0.001592,
19/12/17 17:30 18:00,35999.0,0.298944,-0.112379,-0.041230,24.545400,0.017593,-0.000543,-0.012346,772.271498,404.171998,0.955998,3.117532,0.945040,-0.456411,98.672115,4.033906,104.478127,57176.819055,0.000031,0.000132,4.063427,49.476973,98.953947,0.001765,0.001611,
19/12/17 18:00 18:30,36000.0,0.305493,-0.117382,-1.860351,21.544637,0.015472,0.002036,0.046274,772.235145,404.065536,0.955997,3.137408,0.945000,-0.478445,98.697193,4.196714,102.300236,1352.663850,0.001331,0.000138,3.687956,52.364021,104.728042,0.001779,0.001615,
19/12/17 18:30 19:00,35999.0,0.255501,-0.082136,-6.826970,21.822886,0.015751,0.006473,0.147076,772.533395,404.086040,0.955999,3.047288,0.945000,-0.507044,98.723556,4.439870,108.678506,215.685415,0.008345,0.000096,5.140131,47.665004,95.330008,0.001641,0.001554,
19/12/17 19:00 19:30,35999.0,0.269830,-0.091615,-11.474789,25.946185,0.018781,0.007104,0.161421,772.488009,404.027402,0.956000,3.040405,0.945018,-0.461832,98.751360,4.665715,109.927788,151.187388,0.011906,0.000108,5.149802,45.168002,90.336004,0.001671,0.001560,
19/12/17 19:30 20:00,36000.0,0.308578,-0.119821,-13.247810,28.479942,0.020623,0.011392,0.258863,772.588744,404.066754,0.955998,2.957262,0.945002,-0.373409,98.775615,4.879410,107.754600,195.895132,0.009189,0.000141,4.208028,46.665743,93.331485,0.001772,0.001605,
19/12/17 20:00 20:30,35999.0,0.378811,-0.180758,-18.030267,37.722265,0.027318,0.010881,0.247249,773.426056,404.086184,0.955993,2.961615,0.945008,-0.608219,98.795150,5.287775,113.064002,266.333212,0.006758,0.000212,2.982476,50.421022,100.842044,0.001941,0.001668,
19/12/17 20:30 21:00,36000.0,0.377155,-0.179500,-13.381007,30.532028,0.022092,0.009963,0.226385,774.633461,403.991541,0.955685,3.179747,0.945000,-1.054419,98.819991,5.539681,120.749623,354.324914,0.005080,0.000210,3.280642,46.918967,93.837934,0.001940,0.001670,
19/12/17 21:00 21:30,35999.0,0.437085,-0.241055,-13.199523,31.757700,0.022963,0.022440,0.509881,774.107754,403.760082,0.955897,3.000269,0.945002,-0.946589,98.851545,6.339471,110.526763,559.187040,0.003219,0.000282,2.641469,48.360512,96.721024,0.002077,0.001711,
19/12/17 21:30 22:00,35999.0,0.407941,-0.210003,-17.639929,35.506501,0.025709,0.021479,0.488053,774.285837,403.813234,0.955954,2.829390,0.945002,-0.933518,98.860170,6.605893,111.063416,340.172859,0.005291,0.000246,3.199884,44.358323,88.716646,0.002009,0.001691,
19/12/17 22:00 22:30,36000.0,0.406559,-0.208618,-18.554600,34.585404,0.025057,0.023301,0.529457,774.624080,403.924347,0.955926,2.759386,0.945002,-0.913342,98.874969,6.787185,110.068702,320.162754,0.005622,0.000244,3.153927,45.022598,90.045197,0.002005,0.001689,
19/12/17 22:30 23:00,35999.0,0.362513,-0.166007,-18.559758,32.307890,0.023419,0.018652,0.423810,775.505221,404.035280,0.955914,2.722789,0.945001,-1.093379,98.894225,6.055594,111.125129,226.945824,0.007931,0.000194,3.741749,43.883022,87.766043,0.001901,0.001654,
19/12/17 23:00 23:30,36000.0,0.375994,-0.178870,-22.122259,35.794137,0.025971,0.014863,0.337716,776.418883,403.859705,0.955902,2.885419,0.945001,-1.528912,98.908292,5.461783,122.140672,212.493668,0.008471,0.000209,3.187424,48.157019,96.314039,0.001931,0.001663,
19/12/17 23:30 24:00,35999.0,0.386566,-0.188967,-16.098659,34.201095,0.024740,0.022163,0.503596,776.058112,403.894038,0.955947,2.807442,0.945001,-1.296269,98.928649,6.157285,112.330804,317.380751,0.005671,0.000221,3.307266,45.516871,91.033743,0.001960,0.001676,
19/12/18 00:00 00:30,35999.0,0.369521,-0.172859,-15.820300,31.031237,0.022464,0.015614,0.354794,777.071648,403.977540,0.955723,2.882335,0.945000,-1.498101,98.950662,5.807063,119.247517,282.175499,0.006379,0.000202,3.472455,45.730103,91.460206,0.001920,0.001662,
19/12/18 00:30 01:00,36000.0,0.318146,-0.128104,-14.102088,27.904723,0.020201,0.006290,0.142935,776.470336,403.761829,0.955985,2.889668,0.945000,-1.488570,98.960311,4.992596,117.886205,202.049140,0.008909,0.000150,4.250779,44.948272,89.896544,0.001795,0.001615,
19/12/18 01:00 01:30,35999.0,0.360811,-0.164640,-16.375931,32.022407,0.023187,0.016064,0.365010,775.973620,403.815101,0.955969,2.855368,0.945000,-1.244461,98.962592,5.718275,112.099154,253.802109,0.007092,0.000192,3.643757,45.029071,90.058142,0.001899,0.001654,
19/12/18 01:30 02:00,36000.0,0.396817,-0.199198,-12.296317,35.975866,0.025959,0.022698,0.515752,776.314784,403.871597,0.955681,2.852315,0.945000,-1.238160,98.980531,6.636569,108.833435,449.712138,0.004003,0.000233,3.523268,42.186500,84.373001,0.001987,0.001686,
19/12/18 02:00 02:30,35999.0,0.391865,-0.194279,-12.527314,32.847175,0.023720,0.021156,0.480721,776.390084,403.868326,0.955836,2.804618,0.945000,-1.231009,99.001679,6.614222,110.233573,425.177827,0.004234,0.000227,3.380599,44.138971,88.277942,0.001975,0.001682,
19/12/18 02:30 03:00,36000.0,0.455300,-0.262443,-15.553902,37.118667,0.026822,0.022686,0.515469,776.980292,403.907761,0.955695,2.811890,0.944999,-1.359387,99.021124,6.733152,108.910000,537.228050,0.003351,0.000306,2.656790,46.262169,92.524339,0.002116,0.001721,
19/12/18 03:00 03:30,35999.0,0.431207,-0.235360,-17.768309,38.843458,0.028089,0.023727,0.539127,776.765354,403.870182,0.955890,2.760317,0.945000,-1.264427,99.035999,6.354799,109.441711,399.545819,0.004505,0.000275,2.817978,46.530163,93.060325,0.002062,0.001706,
19/12/18 03:30 04:00,35999.0,0.380020,-0.182782,-18.077336,33.586706,0.024329,0.017650,0.401058,776.730438,403.891160,0.955894,2.782999,0.945000,-1.209266,99.048092,6.152525,109.739968,268.844260,0.006695,0.000213,3.415815,45.095916,90.191832,0.001943,0.001669,
19/12/18 04:00 04:30,36000.0,0.412059,-0.214962,-19.942613,36.240793,0.026255,0.019287,0.438254,776.962658,403.897648,0.955863,2.736118,0.945000,-1.203065,99.071536,6.544063,111.669727,310.742146,0.005793,0.000251,3.088258,45.193625,90.387250,0.002017,0.001692,
19/12/18 04:30 05:00,35999.0,0.423955,-0.227582,-18.084314,37.661813,0.027246,0.016504,0.375001,777.107690,403.923953,0.955833,2.709019,0.945000,-1.173117,99.089964,6.663904,112.796123,373.280653,0.004822,0.000266,2.920095,45.975407,91.950814,0.002045,0.001701,
19/12/18 05:00 05:30,36000.0,0.409955,-0.212862,-16.043436,35.491115,0.025663,0.017629,0.400563,777.243342,403.873755,0.955790,2.760324,0.945000,-1.217128,99.103453,6.612857,112.276465,380.506619,0.004731,0.000248,3.172597,44.450233,88.900465,0.002015,0.001693,
19/12/18 05:30 06:00,35999.0,0.426099,-0.229854,-13.781108,36.484590,0.026345,0.022397,0.508914,776.841073,403.846494,0.955798,2.730699,0.945000,-1.020847,99.124226,6.847145,109.907754,497.486291,0.003618,0.000268,2.848237,46.671725,93.343450,0.002052,0.001704,
19/12/18 06:00 06:30,35999.0,0.416776,-0.219855,-16.584802,38.158278,0.027589,0.021560,0.489895,776.899029,403.967501,0.955732,2.751594,0.945000,-0.875896,99.147705,6.724579,111.527197,386.935607,0.004652,0.000257,2.965641,46.169370,92.338740,0.002030,0.001697,
19/12/18 06:30 07:00,36000.0,0.503877,-0.321461,-10.335444,44.301933,0.031903,0.023493,0.533824,777.389480,404.084831,0.955461,2.787664,0.944997,-0.896151,99.171208,7.233410,108.812651,1097.490939,0.001640,0.000375,2.279593,47.368150,94.736300,0.002223,0.001747,
19/12/18 07:00 07:30,35999.0,0.429351,-0.233546,-3.192113,34.333532,0.024650,0.016404,0.372732,777.628604,403.954814,0.955525,2.938297,0.944999,-1.015513,99.198089,6.765350,108.501554,2199.255254,0.000818,0.000272,2.870152,46.044908,92.089815,0.002066,0.001711,
19/12/18 07:30 08:00,36000.0,0.460348,-0.268298,-2.903983,40.205569,0.028862,0.013547,0.307817,777.283368,404.059573,0.955530,2.852888,0.944994,-0.759080,99.212296,7.016534,104.877212,2980.012718,0.000604,0.000313,2.613638,46.371607,92.743215,0.002134,0.001729,
19/12/18 08:00 08:30,35999.0,0.459865,-0.267645,-0.815469,39.491122,0.028326,0.011672,0.265216,777.150033,404.128151,0.955446,2.759821,0.944994,-0.602185,99.229430,7.304011,102.804739,10579.988464,0.000170,0.000313,2.728452,44.849693,89.699387,0.002134,0.001729,
19/12/18 08:30 09:00,36000.0,0.434451,-0.238801,-2.160502,38.927346,0.027944,0.014328,0.325568,776.829945,404.096011,0.955644,2.777035,0.944999,-0.456058,99.248013,6.846422,102.572107,3367.887573,0.000534,0.000279,3.044251,43.424569,86.849138,0.002078,0.001715,
19/12/18 09:00 09:30,35999.0,0.446690,-0.252291,-3.299834,40.328565,0.028968,0.008678,0.197185,776.378452,404.105310,0.955785,2.859262,0.945000,-0.274031,99.249111,6.070891,104.754897,2396.876881,0.000751,0.000295,2.746197,45.898407,91.796813,0.002104,0.001721,
19/12/18 09:30 10:00,35999.0,0.395038,-0.197235,-3.659325,34.344956,0.024684,0.007315,0.166204,776.188477,404.174825,0.955739,2.906020,0.945000,-0.180213,99.238347,6.149665,105.447693,1494.858027,0.001204,0.000231,3.285691,44.804439,89.608878,0.001989,0.001689,
19/12/18 10:00 10:30,36000.0,0.416857,-0.219477,-3.229780,42.267897,0.030364,0.013040,0.296302,775.704678,404.195434,0.955657,2.888489,0.944999,0.014481,99.241081,6.766110,105.772080,1990.132815,0.000904,0.000257,3.082448,44.755802,89.511603,0.002038,0.001704,
19/12/18 10:30 11:00,35999.0,0.447784,-0.253114,-3.267168,41.162360,0.029574,0.011702,0.265886,775.312335,404.207879,0.955689,2.978061,0.945000,0.172066,99.246723,6.575629,105.800834,2438.811425,0.000738,0.000296,2.770997,45.461153,90.922305,0.002106,0.001722,
19/12/18 11:00 11:30,36000.0,0.439332,-0.243691,6.706616,38.640284,0.027602,0.004662,0.105938,775.514079,404.239646,0.955547,3.090548,0.944996,0.115718,99.242782,6.612030,103.639936,-1122.103540,-0.001604,0.000285,2.947032,44.085299,88.170599,0.002093,0.001722,
