"Plot Title: PARVATI"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 20183676, SEN S/N: 20183676, LBL: PRES)","Temp, °C (LGR S/N: 20183676, SEN S/N: 20183676, LBL: TMP)","Water Level, meters (LGR S/N: 20183676)","Coupler Detached (LGR S/N: 20183676)","Coupler Attached (LGR S/N: 20183676)","Host Connected (LGR S/N: 20183676)","Stopped (LGR S/N: 20183676)","End Of File (LGR S/N: 20183676)"
5025,02.03.18 klo 12.20.00 ip.,98.504,2.303,100.178,,,,,
5026,02.03.18 klo 12.30.00 ip.,98.523,2.303,100.180,,,,,
5027,02.03.18 klo 12.40.00 ip.,98.488,2.410,100.176,,,,,
5028,02.03.18 klo 12.50.00 ip.,98.472,2.517,100.174,,,,,
5029,02.03.18 klo 01.00.00 ip.,98.465,2.624,100.174,,,,,
5030,02.03.18 klo 01.10.00 ip.,98.440,2.730,100.171,,,,,
5031,02.03.18 klo 01.20.00 ip.,98.415,2.837,100.169,,,,,
5032,02.03.18 klo 01.30.00 ip.,98.408,2.943,100.168,,,,,
5033,02.03.18 klo 01.40.00 ip.,98.414,3.155,100.168,,,,,
5034,02.03.18 klo 01.50.00 ip.,98.379,3.261,100.165,,,,,
5035,02.03.18 klo 02.00.00 ip.,98.423,3.472,100.169,,,,,
5036,02.03.18 klo 02.10.00 ip.,98.350,3.578,100.162,,,,,
5037,02.03.18 klo 02.20.00 ip.,98.397,3.578,100.167,,,,,
5038,02.03.18 klo 02.30.00 ip.,98.372,3.683,100.164,,,,,
5039,02.03.18 klo 02.40.00 ip.,98.409,3.683,100.168,,,,,
5040,02.03.18 klo 02.50.00 ip.,98.372,3.683,100.164,,,,,
5041,02.03.18 klo 03.00.00 ip.,98.362,3.683,100.163,,,,,
5042,02.03.18 klo 03.10.00 ip.,98.365,3.788,100.164,,,,,
5043,02.03.18 klo 03.20.00 ip.,98.365,3.788,100.164,,,,,
5044,02.03.18 klo 03.30.00 ip.,98.349,3.893,100.162,,,,,
5045,02.03.18 klo 03.40.00 ip.,98.324,3.998,100.159,,,,,
5046,02.03.18 klo 03.50.00 ip.,98.336,4.102,100.161,,,,,
5047,02.03.18 klo 04.00.00 ip.,98.336,4.102,100.161,,,,,
5048,02.03.18 klo 04.10.00 ip.,98.320,4.207,100.159,,,,,
5049,02.03.18 klo 04.20.00 ip.,98.314,4.311,100.158,,,,,
5050,02.03.18 klo 04.30.00 ip.,98.310,4.519,100.158,,,,,
5051,02.03.18 klo 04.40.00 ip.,98.291,4.519,100.156,,,,,
5052,02.03.18 klo 04.50.00 ip.,98.306,4.727,100.158,,,,,
5053,02.03.18 klo 05.00.00 ip.,98.300,4.831,100.157,,,,,
5054,02.03.18 klo 05.10.00 ip.,98.274,4.934,100.155,,,,,
5055,02.03.18 klo 05.20.00 ip.,98.252,5.141,100.152,,,,,
5056,02.03.18 klo 05.30.00 ip.,98.254,5.244,100.153,,,,,
5057,02.03.18 klo 05.40.00 ip.,98.229,5.347,100.150,,,,,
5058,02.03.18 klo 05.50.00 ip.,98.220,5.347,100.149,,,,,
5059,02.03.18 klo 06.00.00 ip.,98.194,5.450,100.147,,,,,
5060,02.03.18 klo 06.10.00 ip.,98.188,5.552,100.146,,,,,
5061,02.03.18 klo 06.20.00 ip.,98.172,5.655,100.144,,,,,
5062,02.03.18 klo 06.30.00 ip.,98.162,5.655,100.143,,,,,
5063,02.03.18 klo 06.40.00 ip.,98.156,5.757,100.143,,,,,
5064,02.03.18 klo 06.50.00 ip.,98.137,5.757,100.141,,,,,
5065,02.03.18 klo 07.00.00 ip.,98.127,5.757,100.140,,,,,
5066,02.03.18 klo 07.10.00 ip.,98.115,5.655,100.139,,,,,
5067,02.03.18 klo 07.20.00 ip.,98.087,5.655,100.136,,,,,
5068,02.03.18 klo 07.30.00 ip.,98.080,5.757,100.135,,,,,
5069,02.03.18 klo 07.40.00 ip.,98.096,5.655,100.137,,,,,
5070,02.03.18 klo 07.50.00 ip.,98.056,5.552,100.132,,,,,
5071,02.03.18 klo 08.00.00 ip.,98.050,5.347,100.132,,,,,
5072,02.03.18 klo 08.10.00 ip.,98.050,5.347,100.132,,,,,
5073,02.03.18 klo 08.20.00 ip.,98.038,5.244,100.131,,,,,
5074,02.03.18 klo 08.30.00 ip.,98.025,5.141,100.129,,,,,
5075,02.03.18 klo 08.40.00 ip.,98.025,5.141,100.129,,,,,
5076,02.03.18 klo 08.50.00 ip.,98.001,4.934,100.127,,,,,
5077,02.03.18 klo 09.00.00 ip.,98.017,4.831,100.128,,,,,
5078,02.03.18 klo 09.10.00 ip.,98.005,4.727,100.127,,,,,
5079,02.03.18 klo 09.20.00 ip.,97.992,4.623,100.126,,,,,
5080,02.03.18 klo 09.30.00 ip.,98.002,4.623,100.127,,,,,
5081,02.03.18 klo 09.40.00 ip.,97.968,4.415,100.123,,,,,
5082,02.03.18 klo 09.50.00 ip.,97.968,4.415,100.123,,,,,
5083,02.03.18 klo 10.00.00 ip.,97.962,4.207,100.123,,,,,
5084,02.03.18 klo 10.10.00 ip.,97.950,4.102,100.121,,,,,
5085,02.03.18 klo 10.20.00 ip.,97.935,3.893,100.120,,,,,
5086,02.03.18 klo 10.30.00 ip.,97.922,3.788,100.118,,,,,
5087,02.03.18 klo 10.40.00 ip.,97.917,3.578,100.118,,,,,
5088,02.03.18 klo 10.50.00 ip.,97.942,3.472,100.120,,,,,
5089,02.03.18 klo 11.00.00 ip.,97.911,3.367,100.117,,,,,
5090,02.03.18 klo 11.10.00 ip.,97.871,3.261,100.113,,,,,
5091,02.03.18 klo 11.20.00 ip.,97.908,3.261,100.117,,,,,
5092,02.03.18 klo 11.30.00 ip.,97.893,3.049,100.115,,,,,
5093,02.03.18 klo 11.40.00 ip.,97.890,2.943,100.115,,,,,
5094,02.03.18 klo 11.50.00 ip.,97.878,2.837,100.114,,,,,
5095,02.04.18 klo 12.00.00 ap.,97.884,2.730,100.114,,,,,
5096,02.04.18 klo 12.10.00 ap.,97.837,2.730,100.110,,,,,
5097,02.04.18 klo 12.20.00 ap.,97.809,2.730,100.107,,,,,
5098,02.04.18 klo 12.30.00 ap.,97.819,2.730,100.108,,,,,
5099,02.04.18 klo 12.40.00 ap.,97.816,2.624,100.108,,,,,
5100,02.04.18 klo 12.50.00 ap.,97.813,2.517,100.107,,,,,
5101,02.04.18 klo 01.00.00 ap.,97.819,2.410,100.108,,,,,
5102,02.04.18 klo 01.10.00 ap.,97.838,2.410,100.110,,,,,
5103,02.04.18 klo 01.20.00 ap.,97.807,2.303,100.107,,,,,
5104,02.04.18 klo 01.30.00 ap.,97.851,2.195,100.111,,,,,
5105,02.04.18 klo 01.40.00 ap.,97.811,2.088,100.107,,,,,
5106,02.04.18 klo 01.50.00 ap.,97.811,2.088,100.107,,,,,
5107,02.04.18 klo 02.00.00 ap.,97.827,1.980,100.109,,,,,
5108,02.04.18 klo 02.10.00 ap.,97.808,1.980,100.107,,,,,
5109,02.04.18 klo 02.20.00 ap.,97.805,1.872,100.106,,,,,
5110,02.04.18 klo 02.30.00 ap.,97.796,1.872,100.106,,,,,
5111,02.04.18 klo 02.40.00 ap.,97.802,1.764,100.106,,,,,
5112,02.04.18 klo 02.50.00 ap.,97.812,1.764,100.107,,,,,
5113,02.04.18 klo 03.00.00 ap.,97.830,1.764,100.109,,,,,
5114,02.04.18 klo 03.10.00 ap.,97.830,1.764,100.109,,,,,
5115,02.04.18 klo 03.20.00 ap.,97.837,1.656,100.110,,,,,
5116,02.04.18 klo 03.30.00 ap.,97.809,1.656,100.107,,,,,
5117,02.04.18 klo 03.40.00 ap.,97.778,1.548,100.104,,,,,
5118,02.04.18 klo 03.50.00 ap.,97.806,1.548,100.107,,,,,
5119,02.04.18 klo 04.00.00 ap.,97.778,1.548,100.104,,,,,
5120,02.04.18 klo 04.10.00 ap.,97.815,1.548,100.108,,,,,
5121,02.04.18 klo 04.20.00 ap.,97.822,1.439,100.108,,,,,
5122,02.04.18 klo 04.30.00 ap.,97.794,1.439,100.105,,,,,
5123,02.04.18 klo 04.40.00 ap.,97.822,1.439,100.108,,,,,
5124,02.04.18 klo 04.50.00 ap.,97.831,1.439,100.109,,,,,
5125,02.04.18 klo 05.00.00 ap.,97.878,1.439,100.114,,,,,
5126,02.04.18 klo 05.10.00 ap.,97.812,1.439,100.107,,,,,
5127,02.04.18 klo 05.20.00 ap.,97.775,1.439,100.104,,,,,
5128,02.04.18 klo 05.30.00 ap.,97.765,1.439,100.102,,,,,
5129,02.04.18 klo 05.40.00 ap.,97.841,1.439,100.110,,,,,
5130,02.04.18 klo 05.50.00 ap.,97.831,1.439,100.109,,,,,
5131,02.04.18 klo 06.00.00 ap.,97.812,1.439,100.107,,,,,
5132,02.04.18 klo 06.10.00 ap.,97.850,1.439,100.111,,,,,
5133,02.04.18 klo 06.20.00 ap.,97.812,1.439,100.107,,,,,
5134,02.04.18 klo 06.30.00 ap.,97.822,1.439,100.108,,,,,
5135,02.04.18 klo 06.40.00 ap.,97.822,1.439,100.108,,,,,
5136,02.04.18 klo 06.50.00 ap.,97.812,1.439,100.107,,,,,
5137,02.04.18 klo 07.00.00 ap.,97.775,1.439,100.104,,,,,
5138,02.04.18 klo 07.10.00 ap.,97.784,1.439,100.104,,,,,
5139,02.04.18 klo 07.20.00 ap.,97.794,1.439,100.105,,,,,
5140,02.04.18 klo 07.30.00 ap.,97.812,1.439,100.107,,,,,
5141,02.04.18 klo 07.40.00 ap.,97.803,1.439,100.106,,,,,
5142,02.04.18 klo 07.50.00 ap.,97.784,1.439,100.104,,,,,
5143,02.04.18 klo 08.00.00 ap.,97.787,1.548,100.105,,,,,
5144,02.04.18 klo 08.10.00 ap.,97.787,1.548,100.105,,,,,
5145,02.04.18 klo 08.20.00 ap.,97.806,1.548,100.107,,,,,
5146,02.04.18 klo 08.30.00 ap.,97.780,1.656,100.104,,,,,
5147,02.04.18 klo 08.40.00 ap.,97.762,1.656,100.102,,,,,
5148,02.04.18 klo 08.50.00 ap.,97.793,1.764,100.105,,,,,
5149,02.04.18 klo 09.00.00 ap.,97.774,1.764,100.103,,,,,
5150,02.04.18 klo 09.10.00 ap.,97.767,1.872,100.103,,,,,
5151,02.04.18 klo 09.20.00 ap.,97.817,1.980,100.108,,,,,
5152,02.04.18 klo 09.30.00 ap.,97.799,1.980,100.106,,,,,
5153,02.04.18 klo 09.40.00 ap.,97.764,2.088,100.102,,,,,
5154,02.04.18 klo 09.50.00 ap.,97.757,2.195,100.102,,,,,
5155,02.04.18 klo 10.00.00 ap.,97.738,2.195,100.100,,,,,
5156,02.04.18 klo 10.10.00 ap.,97.694,2.303,100.095,,,,,
5157,02.04.18 klo 10.20.00 ap.,97.713,2.303,100.097,,,,,
5158,02.04.18 klo 10.30.00 ap.,97.735,2.410,100.099,,,,,
5159,02.04.18 klo 10.40.00 ap.,97.756,2.517,100.101,,,,,
5160,02.04.18 klo 10.50.00 ap.,97.703,2.624,100.096,,,,,
5161,02.04.18 klo 11.00.00 ap.,97.727,2.837,100.098,,,,,
5162,02.04.18 klo 11.10.00 ap.,97.683,2.943,100.094,,,,,
5163,02.04.18 klo 11.20.00 ap.,97.724,3.049,100.098,,,,,
5164,02.04.18 klo 11.30.00 ap.,97.689,3.155,100.095,,,,,
5165,02.04.18 klo 11.40.00 ap.,97.717,3.155,100.097,,,,,
5166,02.04.18 klo 11.50.00 ap.,97.710,3.261,100.097,,,,,
5167,02.04.18 klo 12.00.00 ip.,97.710,3.261,100.097,,,,,
5168,02.04.18 klo 12.10.00 ip.,97.704,3.367,100.096,,,,,
5169,02.04.18 klo 12.20.00 ip.,97.694,3.367,100.095,,,,,
5170,02.04.18 klo 12.30.00 ip.,97.716,3.472,100.097,,,,,
5171,02.04.18 klo 12.40.00 ip.,97.728,3.578,100.099,,,,,
5172,02.04.18 klo 12.50.00 ip.,97.684,3.683,100.094,,,,,
5173,02.04.18 klo 01.00.00 ip.,97.659,3.788,100.092,,,,,
5174,02.04.18 klo 01.10.00 ip.,97.699,3.893,100.096,,,,,
5175,02.04.18 klo 01.20.00 ip.,97.643,3.893,100.090,,,,,
5176,02.04.18 klo 01.30.00 ip.,97.662,3.893,100.092,,,,,
5177,02.04.18 klo 01.40.00 ip.,97.655,3.998,100.091,,,,,
5178,02.04.18 klo 01.50.00 ip.,97.648,4.102,100.090,,,,,
5179,02.04.18 klo 02.00.00 ip.,97.651,4.207,100.091,,,,,
5180,02.04.18 klo 02.10.00 ip.,97.654,4.311,100.091,,,,,
5181,02.04.18 klo 02.20.00 ip.,97.648,4.415,100.091,,,,,
5182,02.04.18 klo 02.30.00 ip.,97.619,4.415,100.088,,,,,
5183,02.04.18 klo 02.40.00 ip.,97.622,4.519,100.088,,,,,
5184,02.04.18 klo 02.50.00 ip.,97.613,4.519,100.087,,,,,
5185,02.04.18 klo 03.00.00 ip.,97.603,4.519,100.086,,,,,
5186,02.04.18 klo 03.10.00 ip.,97.616,4.623,100.087,,,,,
5187,02.04.18 klo 03.20.00 ip.,97.587,4.623,100.084,,,,,
5188,02.04.18 klo 03.30.00 ip.,97.618,4.727,100.088,,,,,
5189,02.04.18 klo 03.40.00 ip.,97.581,4.727,100.084,,,,,
5190,02.04.18 klo 03.50.00 ip.,97.562,4.727,100.082,,,,,
5191,02.04.18 klo 04.00.00 ip.,97.571,4.727,100.083,,,,,
5192,02.04.18 klo 04.10.00 ip.,97.552,4.727,100.081,,,,,
5193,02.04.18 klo 04.20.00 ip.,97.543,4.727,100.080,,,,,
5194,02.04.18 klo 04.30.00 ip.,97.562,4.727,100.082,,,,,
5195,02.04.18 klo 04.40.00 ip.,97.552,4.727,100.081,,,,,
5196,02.04.18 klo 04.50.00 ip.,97.543,4.727,100.080,,,,,
5197,02.04.18 klo 05.00.00 ip.,97.559,4.623,100.082,,,,,
5198,02.04.18 klo 05.10.00 ip.,97.521,4.623,100.078,,,,,
5199,02.04.18 klo 05.20.00 ip.,97.512,4.623,100.077,,,,,
5200,02.04.18 klo 05.30.00 ip.,97.465,4.623,100.072,,,,,
5201,02.04.18 klo 05.40.00 ip.,97.471,4.519,100.073,,,,,
5202,02.04.18 klo 05.50.00 ip.,97.484,4.623,100.074,,,,,
5203,02.04.18 klo 06.00.00 ip.,97.465,4.623,100.072,,,,,
5204,02.04.18 klo 06.10.00 ip.,97.455,4.623,100.071,,,,,
5205,02.04.18 klo 06.20.00 ip.,97.481,4.519,100.074,,,,,
5206,02.04.18 klo 06.30.00 ip.,97.443,4.519,100.070,,,,,
5207,02.04.18 klo 06.40.00 ip.,97.453,4.519,100.071,,,,,
5208,02.04.18 klo 06.50.00 ip.,97.471,4.519,100.073,,,,,
5209,02.04.18 klo 07.00.00 ip.,97.459,4.415,100.071,,,,,
5210,02.04.18 klo 07.10.00 ip.,97.422,4.415,100.067,,,,,
5211,02.04.18 klo 07.20.00 ip.,97.403,4.415,100.066,,,,,
5212,02.04.18 klo 07.30.00 ip.,97.406,4.519,100.066,,,,,
5213,02.04.18 klo 07.40.00 ip.,97.422,4.415,100.067,,,,,
5214,02.04.18 klo 07.50.00 ip.,97.438,4.311,100.069,,,,,
5215,02.04.18 klo 08.00.00 ip.,97.428,4.311,100.068,,,,,
5216,02.04.18 klo 08.10.00 ip.,97.400,4.311,100.065,,,,,
5217,02.04.18 klo 08.20.00 ip.,97.388,4.207,100.064,,,,,
5218,02.04.18 klo 08.30.00 ip.,97.397,4.207,100.065,,,,,
5219,02.04.18 klo 08.40.00 ip.,97.425,4.207,100.068,,,,,
5220,02.04.18 klo 08.50.00 ip.,97.404,4.102,100.066,,,,,
5221,02.04.18 klo 09.00.00 ip.,97.441,4.102,100.069,,,,,
5222,02.04.18 klo 09.10.00 ip.,97.391,3.998,100.064,,,,,
5223,02.04.18 klo 09.20.00 ip.,97.379,3.893,100.063,,,,,
5224,02.04.18 klo 09.30.00 ip.,97.389,3.893,100.064,,,,,
5225,02.04.18 klo 09.40.00 ip.,97.405,3.788,100.066,,,,,
5226,02.04.18 klo 09.50.00 ip.,97.383,3.683,100.063,,,,,
5227,02.04.18 klo 10.00.00 ip.,97.380,3.578,100.063,,,,,
5228,02.04.18 klo 10.10.00 ip.,97.368,3.472,100.062,,,,,
5229,02.04.18 klo 10.20.00 ip.,97.340,3.472,100.059,,,,,
5230,02.04.18 klo 10.30.00 ip.,97.346,3.367,100.060,,,,,
5231,02.04.18 klo 10.40.00 ip.,97.350,3.155,100.060,,,,,
5232,02.04.18 klo 10.50.00 ip.,97.369,3.155,100.062,,,,,
5233,02.04.18 klo 11.00.00 ip.,97.356,3.049,100.061,,,,,
5234,02.04.18 klo 11.10.00 ip.,97.316,2.943,100.057,,,,,
5235,02.04.18 klo 11.20.00 ip.,97.335,2.943,100.058,,,,,
5236,02.04.18 klo 11.30.00 ip.,97.313,2.837,100.056,,,,,
5237,02.04.18 klo 11.40.00 ip.,97.304,2.837,100.055,,,,,
5238,02.04.18 klo 11.50.00 ip.,97.291,2.730,100.054,,,,,
5239,02.05.18 klo 12.00.00 ap.,97.339,2.730,100.059,,,,,
5240,02.05.18 klo 12.10.00 ap.,97.320,2.730,100.057,,,,,
5241,02.05.18 klo 12.20.00 ap.,97.307,2.624,100.056,,,,,
5242,02.05.18 klo 12.30.00 ap.,97.317,2.624,100.057,,,,,
5243,02.05.18 klo 12.40.00 ap.,97.286,2.517,100.053,,,,,
5244,02.05.18 klo 12.50.00 ap.,97.286,2.517,100.053,,,,,
5245,02.05.18 klo 01.00.00 ap.,97.323,2.517,100.057,,,,,
5246,02.05.18 klo 01.10.00 ap.,97.286,2.517,100.053,,,,,
5247,02.05.18 klo 01.20.00 ap.,97.274,2.410,100.052,,,,,
5248,02.05.18 klo 01.30.00 ap.,97.302,2.410,100.055,,,,,
5249,02.05.18 klo 01.40.00 ap.,97.264,2.410,100.051,,,,,
5250,02.05.18 klo 01.50.00 ap.,97.289,2.303,100.054,,,,,
5251,02.05.18 klo 02.00.00 ap.,97.271,2.303,100.052,,,,,
5252,02.05.18 klo 02.10.00 ap.,97.289,2.303,100.054,,,,,
5253,02.05.18 klo 02.20.00 ap.,97.277,2.195,100.053,,,,,
5254,02.05.18 klo 02.30.00 ap.,97.249,2.195,100.050,,,,,
5255,02.05.18 klo 02.40.00 ap.,97.287,2.195,100.054,,,,,
5256,02.05.18 klo 02.50.00 ap.,97.274,2.088,100.052,,,,,
5257,02.05.18 klo 03.00.00 ap.,97.274,2.088,100.052,,,,,
5258,02.05.18 klo 03.10.00 ap.,97.246,2.088,100.049,,,,,
5259,02.05.18 klo 03.20.00 ap.,97.224,1.980,100.047,,,,,
5260,02.05.18 klo 03.30.00 ap.,97.234,1.980,100.048,,,,,
5261,02.05.18 klo 03.40.00 ap.,97.253,1.980,100.050,,,,,
5262,02.05.18 klo 03.50.00 ap.,97.243,1.980,100.049,,,,,
5263,02.05.18 klo 04.00.00 ap.,97.253,1.980,100.050,,,,,
5264,02.05.18 klo 04.10.00 ap.,97.224,1.980,100.047,,,,,
5265,02.05.18 klo 04.20.00 ap.,97.240,1.872,100.049,,,,,
5266,02.05.18 klo 04.30.00 ap.,97.193,1.872,100.044,,,,,
5267,02.05.18 klo 04.40.00 ap.,97.203,1.872,100.045,,,,,
5268,02.05.18 klo 04.50.00 ap.,97.231,1.872,100.048,,,,,
5269,02.05.18 klo 05.00.00 ap.,97.181,1.764,100.043,,,,,
5270,02.05.18 klo 05.10.00 ap.,97.200,1.764,100.045,,,,,
5271,02.05.18 klo 05.20.00 ap.,97.181,1.764,100.043,,,,,
5272,02.05.18 klo 05.30.00 ap.,97.144,1.764,100.039,,,,,
5273,02.05.18 klo 05.40.00 ap.,97.181,1.764,100.043,,,,,
5274,02.05.18 klo 05.50.00 ap.,97.209,1.764,100.046,,,,,
5275,02.05.18 klo 06.00.00 ap.,97.219,1.764,100.047,,,,,
5276,02.05.18 klo 06.10.00 ap.,97.191,1.764,100.044,,,,,
5277,02.05.18 klo 06.20.00 ap.,97.200,1.764,100.045,,,,,
5278,02.05.18 klo 06.30.00 ap.,97.197,1.656,100.045,,,,,
5279,02.05.18 klo 06.40.00 ap.,97.207,1.656,100.046,,,,,
5280,02.05.18 klo 06.50.00 ap.,97.207,1.656,100.046,,,,,
5281,02.05.18 klo 07.00.00 ap.,97.216,1.656,100.046,,,,,
5282,02.05.18 klo 07.10.00 ap.,97.219,1.764,100.047,,,,,
5283,02.05.18 klo 07.20.00 ap.,97.207,1.656,100.046,,,,,
5284,02.05.18 klo 07.30.00 ap.,97.207,1.656,100.046,,,,,
5285,02.05.18 klo 07.40.00 ap.,97.216,1.656,100.046,,,,,
5286,02.05.18 klo 07.50.00 ap.,97.200,1.764,100.045,,,,,
5287,02.05.18 klo 08.00.00 ap.,97.181,1.764,100.043,,,,,
5288,02.05.18 klo 08.10.00 ap.,97.219,1.764,100.047,,,,,
5289,02.05.18 klo 08.20.00 ap.,97.209,1.764,100.046,,,,,
5290,02.05.18 klo 08.30.00 ap.,97.228,1.764,100.048,,,,,
5291,02.05.18 klo 08.40.00 ap.,97.231,1.872,100.048,,,,,
5292,02.05.18 klo 08.50.00 ap.,97.250,1.872,100.050,,,,,
5293,02.05.18 klo 09.00.00 ap.,97.212,1.872,100.046,,,,,
5294,02.05.18 klo 09.10.00 ap.,97.206,1.980,100.045,,,,,
5295,02.05.18 klo 09.20.00 ap.,97.262,1.980,100.051,,,,,
5296,02.05.18 klo 09.30.00 ap.,97.253,1.980,100.050,,,,,
5297,02.05.18 klo 09.40.00 ap.,97.284,2.088,100.053,,,,,
5298,02.05.18 klo 09.50.00 ap.,97.274,2.088,100.052,,,,,
5299,02.05.18 klo 10.00.00 ap.,97.293,2.088,100.054,,,,,
5300,02.05.18 klo 10.10.00 ap.,97.312,2.088,100.056,,,,,
5301,02.05.18 klo 10.20.00 ap.,97.296,2.195,100.055,,,,,
5302,02.05.18 klo 10.30.00 ap.,97.324,2.195,100.057,,,,,
5303,02.05.18 klo 10.40.00 ap.,97.305,2.195,100.055,,,,,
5304,02.05.18 klo 10.50.00 ap.,97.324,2.195,100.057,,,,,
5305,02.05.18 klo 11.00.00 ap.,97.371,2.195,100.062,,,,,
5306,02.05.18 klo 11.10.00 ap.,97.337,2.303,100.059,,,,,
5307,02.05.18 klo 11.20.00 ap.,97.365,2.303,100.062,,,,,
5308,02.05.18 klo 11.30.00 ap.,97.355,2.303,100.061,,,,,
5309,02.05.18 klo 11.40.00 ap.,97.374,2.303,100.062,,,,,
5310,02.05.18 klo 11.50.00 ap.,97.355,2.303,100.061,,,,,
5311,02.05.18 klo 12.00.00 ip.,97.346,2.303,100.060,,,,,
5312,02.05.18 klo 12.10.00 ip.,97.384,2.303,100.063,,,,,
5313,02.05.18 klo 12.20.00 ip.,97.393,2.303,100.064,,,,,
5314,02.05.18 klo 12.30.00 ip.,97.393,2.303,100.064,,,,,
5315,02.05.18 klo 12.40.00 ip.,97.393,2.303,100.064,,,,,
5316,02.05.18 klo 12.50.00 ip.,97.386,2.410,100.064,,,,,
5317,02.05.18 klo 01.00.00 ip.,97.396,2.410,100.065,,,,,
5318,02.05.18 klo 01.10.00 ip.,97.377,2.410,100.063,,,,,
5319,02.05.18 klo 01.20.00 ip.,97.405,2.410,100.066,,,,,
5320,02.05.18 klo 01.30.00 ip.,97.415,2.410,100.067,,,,,
5321,02.05.18 klo 01.40.00 ip.,97.424,2.410,100.068,,,,,
5322,02.05.18 klo 01.50.00 ip.,97.436,2.517,100.069,,,,,
5323,02.05.18 klo 02.00.00 ip.,97.512,2.517,100.077,,,,,
5324,02.05.18 klo 02.10.00 ip.,97.465,2.517,100.072,,,,,
5325,02.05.18 klo 02.20.00 ip.,97.455,2.517,100.071,,,,,
5326,02.05.18 klo 02.30.00 ip.,97.436,2.517,100.069,,,,,
5327,02.05.18 klo 02.40.00 ip.,97.483,2.517,100.074,,,,,
5328,02.05.18 klo 02.50.00 ip.,97.493,2.517,100.075,,,,,
5329,02.05.18 klo 03.00.00 ip.,97.512,2.517,100.077,,,,,
5330,02.05.18 klo 03.10.00 ip.,97.483,2.517,100.074,,,,,
5331,02.05.18 klo 03.20.00 ip.,97.524,2.624,100.078,,,,,
5332,02.05.18 klo 03.30.00 ip.,97.514,2.624,100.077,,,,,
5333,02.05.18 klo 03.40.00 ip.,97.505,2.624,100.076,,,,,
5334,02.05.18 klo 03.50.00 ip.,97.496,2.624,100.075,,,,,
5335,02.05.18 klo 04.00.00 ip.,97.521,2.517,100.077,,,,,
5336,02.05.18 klo 04.10.00 ip.,97.540,2.517,100.079,,,,,
5337,02.05.18 klo 04.20.00 ip.,97.521,2.517,100.077,,,,,
5338,02.05.18 klo 04.30.00 ip.,97.512,2.517,100.077,,,,,
5339,02.05.18 klo 04.40.00 ip.,97.502,2.517,100.075,,,,,
5340,02.05.18 klo 04.50.00 ip.,97.467,2.624,100.072,,,,,
5341,02.05.18 klo 05.00.00 ip.,97.502,2.517,100.075,,,,,
5342,02.05.18 klo 05.10.00 ip.,97.552,2.624,100.081,,,,,
5343,02.05.18 klo 05.20.00 ip.,97.502,2.517,100.075,,,,,
5344,02.05.18 klo 05.30.00 ip.,97.512,2.517,100.077,,,,,
5345,02.05.18 klo 05.40.00 ip.,97.512,2.517,100.077,,,,,
5346,02.05.18 klo 05.50.00 ip.,97.512,2.517,100.077,,,,,
5347,02.05.18 klo 06.00.00 ip.,97.502,2.517,100.075,,,,,
5348,02.05.18 klo 06.10.00 ip.,97.540,2.517,100.079,,,,,
5349,02.05.18 klo 06.20.00 ip.,97.565,2.410,100.082,,,,,
5350,02.05.18 klo 06.30.00 ip.,97.603,2.410,100.086,,,,,
5351,02.05.18 klo 06.40.00 ip.,97.537,2.410,100.079,,,,,
5352,02.05.18 klo 06.50.00 ip.,97.612,2.410,100.087,,,,,
5353,02.05.18 klo 07.00.00 ip.,97.612,2.410,100.087,,,,,
5354,02.05.18 klo 07.10.00 ip.,97.628,2.303,100.088,,,,,
5355,02.05.18 klo 07.20.00 ip.,97.666,2.303,100.092,,,,,
5356,02.05.18 klo 07.30.00 ip.,97.675,2.303,100.093,,,,,
5357,02.05.18 klo 07.40.00 ip.,97.672,2.195,100.093,,,,,
5358,02.05.18 klo 07.50.00 ip.,97.710,2.195,100.097,,,,,
5359,02.05.18 klo 08.00.00 ip.,97.701,2.195,100.096,,,,,
5360,02.05.18 klo 08.10.00 ip.,97.729,2.195,100.099,,,,,
5361,02.05.18 klo 08.20.00 ip.,97.748,2.195,100.101,,,,,
5362,02.05.18 klo 08.30.00 ip.,97.764,2.088,100.102,,,,,
5363,02.05.18 klo 08.40.00 ip.,97.811,2.088,100.107,,,,,
5364,02.05.18 klo 08.50.00 ip.,97.830,2.088,100.109,,,,,
5365,02.05.18 klo 09.00.00 ip.,97.848,2.088,100.111,,,,,
5366,02.05.18 klo 09.10.00 ip.,97.864,1.980,100.112,,,,,
5367,02.05.18 klo 09.20.00 ip.,97.864,1.980,100.112,,,,,
5368,02.05.18 klo 09.30.00 ip.,97.893,1.980,100.115,,,,,
5369,02.05.18 klo 09.40.00 ip.,97.902,1.980,100.116,,,,,
5370,02.05.18 klo 09.50.00 ip.,97.927,1.872,100.119,,,,,
5371,02.05.18 klo 10.00.00 ip.,97.956,1.872,100.122,,,,,
5372,02.05.18 klo 10.10.00 ip.,97.993,1.872,100.126,,,,,
5373,02.05.18 klo 10.20.00 ip.,98.022,1.872,100.129,,,,,
5374,02.05.18 klo 10.30.00 ip.,98.019,1.764,100.128,,,,,
5375,02.05.18 klo 10.40.00 ip.,98.047,1.764,100.131,,,,,
5376,02.05.18 klo 10.50.00 ip.,98.085,1.764,100.135,,,,,
5377,02.05.18 klo 11.00.00 ip.,98.094,1.764,100.136,,,,,
