"Plot Title: LAKSHMI"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 20183678, SEN S/N: 20183678, LBL: PRES)","Temp, °C (LGR S/N: 20183678, SEN S/N: 20183678, LBL: TMP)","Coupler Detached (LGR S/N: 20183678)","Coupler Attached (LGR S/N: 20183678)","Host Connected (LGR S/N: 20183678)","Stopped (LGR S/N: 20183678)","End Of File (LGR S/N: 20183678)"
6928,04.30.20 klo 05.30.00 ap.,99.340,22.046,,,,,
6929,04.30.20 klo 06.00.00 ap.,99.321,22.046,,,,,
6930,04.30.20 klo 06.30.00 ap.,99.354,22.142,,,,,
6931,04.30.20 klo 07.00.00 ap.,99.364,22.142,,,,,
6932,04.30.20 klo 07.30.00 ap.,99.305,22.142,,,,,
6933,04.30.20 klo 08.00.00 ap.,99.378,22.238,,,,,
6934,04.30.20 klo 08.30.00 ap.,99.309,22.238,,,,,
6935,04.30.20 klo 09.00.00 ap.,99.293,22.333,,,,,
6936,04.30.20 klo 09.30.00 ap.,99.293,22.333,,,,,
6937,04.30.20 klo 10.00.00 ap.,99.287,22.429,,,,,
6938,04.30.20 klo 10.30.00 ap.,99.395,22.429,,,,,
6939,04.30.20 klo 11.00.00 ap.,99.330,22.525,,,,,
6940,04.30.20 klo 11.30.00 ap.,99.186,22.621,,,,,
6941,04.30.20 klo 12.00.00 ip.,99.081,22.717,,,,,
6942,04.30.20 klo 12.30.00 ip.,99.065,22.812,,,,,
6943,04.30.20 klo 01.00.00 ip.,99.089,22.908,,,,,
6944,04.30.20 klo 01.30.00 ip.,99.040,22.908,,,,,
6945,04.30.20 klo 02.00.00 ip.,98.951,22.908,,,,,
6946,04.30.20 klo 02.30.00 ip.,98.945,23.004,,,,,
6947,04.30.20 klo 03.00.00 ip.,98.929,23.100,,,,,
6948,04.30.20 klo 03.30.00 ip.,99.012,23.196,,,,,
6949,04.30.20 klo 04.00.00 ip.,98.848,23.292,,,,,
6950,04.30.20 klo 04.30.00 ip.,99.171,23.484,,,,,
6951,04.30.20 klo 05.00.00 ip.,99.382,23.581,,,,,
6952,04.30.20 klo 05.30.00 ip.,99.406,23.677,,,,,
6953,04.30.20 klo 06.00.00 ip.,99.445,23.677,,,,,
6954,04.30.20 klo 06.30.00 ip.,99.514,23.677,,,,,
6955,04.30.20 klo 07.00.00 ip.,99.593,23.677,,,,,
6956,04.30.20 klo 07.30.00 ip.,99.751,23.677,,,,,
6957,04.30.20 klo 08.00.00 ip.,99.850,23.677,,,,,
6958,04.30.20 klo 08.30.00 ip.,99.863,23.773,,,,,
6959,04.30.20 klo 09.00.00 ip.,100.090,23.773,,,,,
6960,04.30.20 klo 09.30.00 ip.,100.110,23.773,,,,,
6961,04.30.20 klo 10.00.00 ip.,100.337,23.773,,,,,
6962,04.30.20 klo 10.30.00 ip.,100.244,23.677,,,,,
6963,04.30.20 klo 11.00.00 ip.,100.343,23.677,,,,,
6964,04.30.20 klo 11.30.00 ip.,100.625,23.581,,,,,
6965,05.01.20 klo 12.00.00 ap.,100.507,23.581,,,,,
6966,05.01.20 klo 12.30.00 ap.,100.552,23.484,,,,,
6967,05.01.20 klo 01.00.00 ap.,100.582,23.484,,,,,
6968,05.01.20 klo 01.30.00 ap.,100.637,23.388,,,,,
6969,05.01.20 klo 02.00.00 ap.,100.736,23.388,,,,,
6970,05.01.20 klo 02.30.00 ap.,100.752,23.292,,,,,
6971,05.01.20 klo 03.00.00 ap.,100.772,23.292,,,,,
6972,05.01.20 klo 03.30.00 ap.,100.821,23.292,,,,,
6973,05.01.20 klo 04.00.00 ap.,100.866,23.196,,,,,
6974,05.01.20 klo 04.30.00 ap.,100.876,23.196,,,,,
6975,05.01.20 klo 05.00.00 ap.,100.896,23.196,,,,,
6976,05.01.20 klo 05.30.00 ap.,100.695,23.100,,,,,
6977,05.01.20 klo 06.00.00 ap.,100.723,22.812,,,,,
6978,05.01.20 klo 06.30.00 ap.,100.705,22.621,,,,,
6979,05.01.20 klo 07.00.00 ap.,100.735,22.621,,,,,
6980,05.01.20 klo 07.30.00 ap.,100.741,22.525,,,,,
6981,05.01.20 klo 08.00.00 ap.,100.662,22.525,,,,,
6982,05.01.20 klo 08.30.00 ap.,100.665,22.621,,,,,
6983,05.01.20 klo 09.00.00 ap.,100.661,23.004,,,,,
6984,05.01.20 klo 09.30.00 ap.,100.560,23.677,,,,,
6985,05.01.20 klo 10.00.00 ap.,100.499,23.869,,,,,
6986,05.01.20 klo 10.30.00 ap.,100.479,23.869,,,,,
6987,05.01.20 klo 11.00.00 ap.,100.376,23.773,,,,,
6988,05.01.20 klo 11.30.00 ap.,100.355,23.966,,,,,
6989,05.01.20 klo 12.00.00 ip.,100.418,24.062,,,,,
6990,05.01.20 klo 12.30.00 ip.,100.388,24.062,,,,,
6991,05.01.20 klo 01.00.00 ip.,100.345,23.966,,,,,
6992,05.01.20 klo 01.30.00 ip.,100.319,24.062,,,,,
6993,05.01.20 klo 02.00.00 ip.,100.299,24.062,,,,,
6994,05.01.20 klo 02.30.00 ip.,100.250,24.545,,,,,
6995,05.01.20 klo 03.00.00 ip.,100.281,24.835,,,,,
6996,05.01.20 klo 03.30.00 ip.,100.245,24.931,,,,,
6997,05.01.20 klo 04.00.00 ip.,100.289,25.028,,,,,
6998,05.01.20 klo 04.30.00 ip.,100.226,24.931,,,,,
6999,05.01.20 klo 05.00.00 ip.,100.206,24.931,,,,,
7000,05.01.20 klo 05.30.00 ip.,100.113,24.835,,,,,
7001,05.01.20 klo 06.00.00 ip.,100.182,24.835,,,,,
7002,05.01.20 klo 06.30.00 ip.,100.169,24.738,,,,,
7003,05.01.20 klo 07.00.00 ip.,100.119,24.738,,,,,
7004,05.01.20 klo 07.30.00 ip.,100.096,24.641,,,,,
7005,05.01.20 klo 08.00.00 ip.,100.060,24.255,,,,,
7006,05.01.20 klo 08.30.00 ip.,99.999,23.966,,,,,
7007,05.01.20 klo 09.00.00 ip.,100.007,23.677,,,,,
7008,05.01.20 klo 09.30.00 ip.,99.950,23.484,,,,,
7009,05.01.20 klo 10.00.00 ip.,99.937,23.388,,,,,
7010,05.01.20 klo 10.30.00 ip.,99.868,23.388,,,,,
7011,05.01.20 klo 11.00.00 ip.,99.956,23.388,,,,,
7012,05.01.20 klo 11.30.00 ip.,99.887,23.388,,,,,
7013,05.02.20 klo 12.00.00 ap.,99.891,23.484,,,,,
7014,05.02.20 klo 12.30.00 ap.,99.881,23.484,,,,,
7015,05.02.20 klo 01.00.00 ap.,100.063,23.581,,,,,
7016,05.02.20 klo 01.30.00 ap.,100.092,23.581,,,,,
7017,05.02.20 klo 02.00.00 ap.,100.161,23.581,,,,,
7018,05.02.20 klo 02.30.00 ap.,100.217,23.484,,,,,
7019,05.02.20 klo 03.00.00 ap.,100.272,23.388,,,,,
7020,05.02.20 klo 03.30.00 ap.,100.355,23.484,,,,,
7021,05.02.20 klo 04.00.00 ap.,100.406,23.773,,,,,
7022,05.02.20 klo 04.30.00 ap.,100.514,24.255,,,,,
7023,05.02.20 klo 05.00.00 ap.,100.569,24.641,,,,,
7024,05.02.20 klo 05.30.00 ap.,100.650,24.931,,,,,
7025,05.02.20 klo 06.00.00 ap.,100.731,25.222,,,,,
7026,05.02.20 klo 06.30.00 ap.,100.747,25.125,,,,,
7027,05.02.20 klo 07.00.00 ap.,100.806,25.125,,,,,
7028,05.02.20 klo 07.30.00 ap.,100.869,25.222,,,,,
7029,05.02.20 klo 08.00.00 ap.,100.909,25.222,,,,,
7030,05.02.20 klo 08.30.00 ap.,100.949,25.222,,,,,
7031,05.02.20 klo 09.00.00 ap.,100.937,24.931,,,,,
7032,05.02.20 klo 09.30.00 ap.,101.006,24.448,,,,,
7033,05.02.20 klo 10.00.00 ap.,101.010,24.062,,,,,
7034,05.02.20 klo 10.30.00 ap.,101.010,24.062,,,,,
7035,05.02.20 klo 11.00.00 ap.,101.061,24.351,,,,,
7036,05.02.20 klo 11.30.00 ap.,101.093,24.641,,,,,
7037,05.02.20 klo 12.00.00 ip.,101.180,24.835,,,,,
7038,05.02.20 klo 12.30.00 ip.,101.211,25.125,,,,,
7039,05.02.20 klo 01.00.00 ip.,101.253,25.416,,,,,
7040,05.02.20 klo 01.30.00 ip.,101.298,24.835,,,,,
7041,05.02.20 klo 02.00.00 ip.,101.348,24.351,,,,,
7042,05.02.20 klo 02.30.00 ip.,101.419,24.158,,,,,
7043,05.02.20 klo 03.00.00 ip.,101.494,24.062,,,,,
7044,05.02.20 klo 03.30.00 ip.,101.500,23.966,,,,,
7045,05.02.20 klo 04.00.00 ip.,101.670,23.773,,,,,
7046,05.02.20 klo 04.30.00 ip.,101.686,23.677,,,,,
7047,05.02.20 klo 05.00.00 ip.,101.686,23.677,,,,,
7048,05.02.20 klo 05.30.00 ip.,101.721,23.581,,,,,
7049,05.02.20 klo 06.00.00 ip.,101.731,23.581,,,,,
7050,05.02.20 klo 06.30.00 ip.,101.787,23.484,,,,,
7051,05.02.20 klo 07.00.00 ip.,101.842,23.388,,,,,
7052,05.02.20 klo 07.30.00 ip.,101.842,23.388,,,,,
7053,05.02.20 klo 08.00.00 ip.,101.858,23.292,,,,,
7054,05.02.20 klo 08.30.00 ip.,101.878,23.292,,,,,
7055,05.02.20 klo 09.00.00 ip.,101.927,23.292,,,,,
7056,05.02.20 klo 09.30.00 ip.,101.951,23.388,,,,,
7057,05.02.20 klo 10.00.00 ip.,101.970,23.388,,,,,
7058,05.02.20 klo 10.30.00 ip.,102.026,23.292,,,,,
7059,05.02.20 klo 11.00.00 ip.,102.016,23.292,,,,,
7060,05.02.20 klo 11.30.00 ip.,102.046,23.292,,,,,
7061,05.03.20 klo 12.00.00 ap.,102.059,23.388,,,,,
7062,05.03.20 klo 12.30.00 ap.,102.109,23.388,,,,,
7063,05.03.20 klo 01.00.00 ap.,102.089,23.388,,,,,
7064,05.03.20 klo 01.30.00 ap.,102.089,23.388,,,,,
7065,05.03.20 klo 02.00.00 ap.,102.119,23.388,,,,,
7066,05.03.20 klo 02.30.00 ap.,102.158,23.388,,,,,
7067,05.03.20 klo 03.00.00 ap.,102.162,23.484,,,,,
7068,05.03.20 klo 03.30.00 ap.,102.212,23.484,,,,,
7069,05.03.20 klo 04.00.00 ap.,102.221,23.484,,,,,
7070,05.03.20 klo 04.30.00 ap.,102.285,23.581,,,,,
7071,05.03.20 klo 05.00.00 ap.,102.304,23.581,,,,,
7072,05.03.20 klo 05.30.00 ap.,102.380,23.484,,,,,
7073,05.03.20 klo 06.00.00 ap.,102.415,23.388,,,,,
7074,05.03.20 klo 06.30.00 ap.,102.382,23.292,,,,,
7075,05.03.20 klo 07.00.00 ap.,102.372,23.292,,,,,
7076,05.03.20 klo 07.30.00 ap.,102.376,23.388,,,,,
7077,05.03.20 klo 08.00.00 ap.,102.352,23.292,,,,,
7078,05.03.20 klo 08.30.00 ap.,102.391,23.292,,,,,
7079,05.03.20 klo 09.00.00 ap.,102.362,23.292,,,,,
7080,05.03.20 klo 09.30.00 ap.,102.352,23.292,,,,,
7081,05.03.20 klo 10.00.00 ap.,102.330,23.484,,,,,
7082,05.03.20 klo 10.30.00 ap.,102.340,23.484,,,,,
7083,05.03.20 klo 11.00.00 ap.,102.310,23.484,,,,,
7084,05.03.20 klo 11.30.00 ap.,102.324,23.581,,,,,
7085,05.03.20 klo 12.00.00 ip.,102.374,23.581,,,,,
7086,05.03.20 klo 12.30.00 ip.,102.387,23.677,,,,,
7087,05.03.20 klo 01.00.00 ip.,102.380,23.966,,,,,
7088,05.03.20 klo 01.30.00 ip.,102.409,24.448,,,,,
7089,05.03.20 klo 02.00.00 ip.,102.425,24.835,,,,,
7090,05.03.20 klo 02.30.00 ip.,102.437,25.125,,,,,
7091,05.03.20 klo 03.00.00 ip.,102.455,25.319,,,,,
7092,05.03.20 klo 03.30.00 ip.,102.492,25.513,,,,,
7093,05.03.20 klo 04.00.00 ip.,102.520,25.708,,,,,
7094,05.03.20 klo 04.30.00 ip.,102.510,25.708,,,,,
7095,05.03.20 klo 05.00.00 ip.,102.524,25.805,,,,,
7096,05.03.20 klo 05.30.00 ip.,102.489,25.902,,,,,
7097,05.03.20 klo 06.00.00 ip.,102.508,25.902,,,,,
7098,05.03.20 klo 06.30.00 ip.,102.518,25.902,,,,,
7099,05.03.20 klo 07.00.00 ip.,102.485,25.805,,,,,
7100,05.03.20 klo 07.30.00 ip.,102.465,25.805,,,,,
7101,05.03.20 klo 08.00.00 ip.,102.445,25.805,,,,,
7102,05.03.20 klo 08.30.00 ip.,102.461,25.708,,,,,
7103,05.03.20 klo 09.00.00 ip.,102.461,25.708,,,,,
7104,05.03.20 klo 09.30.00 ip.,102.451,25.708,,,,,
7105,05.03.20 klo 10.00.00 ip.,102.471,25.708,,,,,
7106,05.03.20 klo 10.30.00 ip.,102.481,25.708,,,,,
7107,05.03.20 klo 11.00.00 ip.,102.495,25.805,,,,,
7108,05.03.20 klo 11.30.00 ip.,102.475,25.805,,,,,
7109,05.04.20 klo 12.00.00 ap.,102.425,25.805,,,,,
7110,05.04.20 klo 12.30.00 ap.,102.396,25.805,,,,,
7111,05.04.20 klo 01.00.00 ap.,102.402,25.708,,,,,
7112,05.04.20 klo 01.30.00 ap.,102.411,25.708,,,,,
7113,05.04.20 klo 02.00.00 ap.,102.402,25.708,,,,,
7114,05.04.20 klo 02.30.00 ap.,102.411,25.708,,,,,
7115,05.04.20 klo 03.00.00 ap.,102.372,25.708,,,,,
7116,05.04.20 klo 03.30.00 ap.,102.382,25.708,,,,,
7117,05.04.20 klo 04.00.00 ap.,102.406,25.805,,,,,
7118,05.04.20 klo 04.30.00 ap.,102.465,25.805,,,,,
7119,05.04.20 klo 05.00.00 ap.,102.475,25.805,,,,,
7120,05.04.20 klo 05.30.00 ap.,102.508,25.902,,,,,
7121,05.04.20 klo 06.00.00 ap.,102.512,26.000,,,,,
7122,05.04.20 klo 06.30.00 ap.,102.467,26.097,,,,,
7123,05.04.20 klo 07.00.00 ap.,102.380,26.390,,,,,
7124,05.04.20 klo 07.30.00 ap.,102.358,26.585,,,,,
7125,05.04.20 klo 08.00.00 ap.,102.465,26.781,,,,,
7126,05.04.20 klo 08.30.00 ap.,102.440,26.879,,,,,
7127,05.04.20 klo 09.00.00 ap.,102.440,26.879,,,,,
7128,05.04.20 klo 09.30.00 ap.,102.384,26.977,,,,,
7129,05.04.20 klo 10.00.00 ap.,102.359,27.075,,,,,
7130,05.04.20 klo 10.30.00 ap.,102.333,27.173,,,,,
7131,05.04.20 klo 11.00.00 ap.,102.327,27.272,,,,,
7132,05.04.20 klo 11.30.00 ap.,102.321,27.370,,,,,
7133,05.04.20 klo 12.00.00 ip.,102.311,27.370,,,,,
7134,05.04.20 klo 12.30.00 ip.,102.357,27.272,,,,,
7135,05.04.20 klo 01.00.00 ip.,102.416,27.272,,,,,
7136,05.04.20 klo 01.30.00 ip.,102.406,27.272,,,,,
7137,05.04.20 klo 02.00.00 ip.,102.426,27.272,,,,,
7138,05.04.20 klo 02.30.00 ip.,102.430,27.370,,,,,
7139,05.04.20 klo 03.00.00 ip.,102.454,27.468,,,,,
7140,05.04.20 klo 03.30.00 ip.,102.494,27.468,,,,,
7141,05.04.20 klo 04.00.00 ip.,102.539,27.370,,,,,
7142,05.04.20 klo 04.30.00 ip.,102.555,27.272,,,,,
7143,05.04.20 klo 05.00.00 ip.,102.580,27.173,,,,,
7144,05.04.20 klo 05.30.00 ip.,102.557,27.075,,,,,
7145,05.04.20 klo 06.00.00 ip.,102.582,26.977,,,,,
7146,05.04.20 klo 06.30.00 ip.,102.598,26.879,,,,,
7147,05.04.20 klo 07.00.00 ip.,102.614,26.781,,,,,
7148,05.04.20 klo 07.30.00 ip.,102.614,26.781,,,,,
7149,05.04.20 klo 08.00.00 ip.,102.610,26.683,,,,,
7150,05.04.20 klo 08.30.00 ip.,102.536,26.585,,,,,
7151,05.04.20 klo 09.00.00 ip.,102.523,26.488,,,,,
7152,05.04.20 klo 09.30.00 ip.,102.532,26.488,,,,,
7153,05.04.20 klo 10.00.00 ip.,102.538,26.390,,,,,
7154,05.04.20 klo 10.30.00 ip.,102.528,26.390,,,,,
7155,05.04.20 klo 11.00.00 ip.,102.528,26.390,,,,,
7156,05.04.20 klo 11.30.00 ip.,102.538,26.390,,,,,
7157,05.05.20 klo 12.00.00 ap.,102.519,26.390,,,,,
7158,05.05.20 klo 12.30.00 ap.,102.538,26.390,,,,,
7159,05.05.20 klo 01.00.00 ap.,102.538,26.390,,,,,
7160,05.05.20 klo 01.30.00 ap.,102.538,26.390,,,,,
7161,05.05.20 klo 02.00.00 ap.,102.598,26.390,,,,,
7162,05.05.20 klo 02.30.00 ap.,102.613,26.292,,,,,
7163,05.05.20 klo 03.00.00 ap.,102.600,26.195,,,,,
7164,05.05.20 klo 03.30.00 ap.,102.629,26.195,,,,,
7165,05.05.20 klo 04.00.00 ap.,102.714,26.097,,,,,
7166,05.05.20 klo 04.30.00 ap.,102.750,26.000,,,,,
7167,05.05.20 klo 05.00.00 ap.,102.758,25.708,,,,,
7168,05.05.20 klo 05.30.00 ap.,102.779,25.513,,,,,
7169,05.05.20 klo 06.00.00 ap.,102.807,25.222,,,,,
7170,05.05.20 klo 06.30.00 ap.,102.795,24.931,,,,,
7171,05.05.20 klo 07.00.00 ap.,102.793,24.641,,,,,
7172,05.05.20 klo 07.30.00 ap.,102.736,24.448,,,,,
7173,05.05.20 klo 08.00.00 ap.,102.722,24.351,,,,,
7174,05.05.20 klo 08.30.00 ap.,102.692,24.351,,,,,
7175,05.05.20 klo 09.00.00 ap.,102.662,24.351,,,,,
7176,05.05.20 klo 09.30.00 ap.,102.617,24.448,,,,,
7177,05.05.20 klo 10.00.00 ap.,102.621,24.545,,,,,
7178,05.05.20 klo 10.30.00 ap.,102.601,24.545,,,,,
7179,05.05.20 klo 11.00.00 ap.,102.575,24.641,,,,,
7180,05.05.20 klo 11.30.00 ap.,102.530,24.738,,,,,
7181,05.05.20 klo 12.00.00 ip.,102.542,25.028,,,,,
7182,05.05.20 klo 12.30.00 ip.,102.524,25.319,,,,,
7183,05.05.20 klo 01.00.00 ip.,102.556,25.610,,,,,
7184,05.05.20 klo 01.30.00 ip.,102.548,25.902,,,,,
7185,05.05.20 klo 02.00.00 ip.,102.536,26.097,,,,,
7186,05.05.20 klo 02.30.00 ip.,102.554,26.292,,,,,
7187,05.05.20 klo 03.00.00 ip.,102.548,26.390,,,,,
7188,05.05.20 klo 03.30.00 ip.,102.534,26.292,,,,,
7189,05.05.20 klo 04.00.00 ip.,102.566,26.097,,,,,
7190,05.05.20 klo 04.30.00 ip.,102.554,25.805,,,,,
7191,05.05.20 klo 05.00.00 ip.,102.528,25.416,,,,,
7192,05.05.20 klo 05.30.00 ip.,102.522,25.028,,,,,
7193,05.05.20 klo 06.00.00 ip.,102.526,24.641,,,,,
7194,05.05.20 klo 06.30.00 ip.,102.516,24.158,,,,,
7195,05.05.20 klo 07.00.00 ip.,102.540,23.773,,,,,
7196,05.05.20 klo 07.30.00 ip.,102.534,23.388,,,,,
7197,05.05.20 klo 08.00.00 ip.,102.488,23.004,,,,,
7198,05.05.20 klo 08.30.00 ip.,102.483,22.621,,,,,
7199,05.05.20 klo 09.00.00 ip.,102.447,22.238,,,,,
7200,05.05.20 klo 09.30.00 ip.,102.431,21.855,,,,,
7201,05.05.20 klo 10.00.00 ip.,102.443,21.664,,,,,
7202,05.05.20 klo 10.30.00 ip.,102.416,21.473,,,,,
7203,05.05.20 klo 11.00.00 ip.,102.398,21.282,,,,,
7204,05.05.20 klo 11.30.00 ip.,102.380,21.091,,,,,
7205,05.06.20 klo 12.00.00 ap.,102.367,20.996,,,,,
7206,05.06.20 klo 12.30.00 ap.,102.343,20.901,,,,,
7207,05.06.20 klo 01.00.00 ap.,102.339,20.805,,,,,
7208,05.06.20 klo 01.30.00 ap.,102.349,20.805,,,,,
7209,05.06.20 klo 02.00.00 ap.,102.345,20.710,,,,,
7210,05.06.20 klo 02.30.00 ap.,102.365,20.710,,,,,
7211,05.06.20 klo 03.00.00 ap.,102.359,20.805,,,,,
7212,05.06.20 klo 03.30.00 ap.,102.373,20.901,,,,,
7213,05.06.20 klo 04.00.00 ap.,102.384,21.187,,,,,
7214,05.06.20 klo 04.30.00 ap.,102.402,21.378,,,,,
7215,05.06.20 klo 05.00.00 ap.,102.414,21.664,,,,,
7216,05.06.20 klo 05.30.00 ap.,102.425,21.951,,,,,
7217,05.06.20 klo 06.00.00 ap.,102.388,22.238,,,,,
7218,05.06.20 klo 06.30.00 ap.,102.376,22.429,,,,,
7219,05.06.20 klo 07.00.00 ap.,102.364,22.621,,,,,
7220,05.06.20 klo 07.30.00 ap.,102.348,22.717,,,,,
7221,05.06.20 klo 08.00.00 ap.,102.332,22.812,,,,,
7222,05.06.20 klo 08.30.00 ap.,102.281,23.004,,,,,
7223,05.06.20 klo 09.00.00 ap.,102.243,23.292,,,,,
7224,05.06.20 klo 09.30.00 ap.,102.192,23.484,,,,,
7225,05.06.20 klo 10.00.00 ap.,102.156,23.581,,,,,
7226,05.06.20 klo 10.30.00 ap.,102.111,23.677,,,,,
7227,05.06.20 klo 11.00.00 ap.,102.119,23.869,,,,,
7228,05.06.20 klo 11.30.00 ap.,102.123,23.966,,,,,
7229,05.06.20 klo 12.00.00 ip.,102.130,24.158,,,,,
7230,05.06.20 klo 12.30.00 ip.,102.132,24.448,,,,,
7231,05.06.20 klo 01.00.00 ip.,102.115,24.738,,,,,
7232,05.06.20 klo 01.30.00 ip.,102.103,24.931,,,,,
7233,05.06.20 klo 02.00.00 ip.,102.081,25.125,,,,,
7234,05.06.20 klo 02.30.00 ip.,102.111,25.125,,,,,
7235,05.06.20 klo 03.00.00 ip.,102.115,25.222,,,,,
7236,05.06.20 klo 03.30.00 ip.,102.134,25.222,,,,,
7237,05.06.20 klo 04.00.00 ip.,102.095,25.222,,,,,
7238,05.06.20 klo 04.30.00 ip.,102.125,25.222,,,,,
7239,05.06.20 klo 05.00.00 ip.,102.134,25.222,,,,,
7240,05.06.20 klo 05.30.00 ip.,102.142,24.931,,,,,
7241,05.06.20 klo 06.00.00 ip.,102.150,24.641,,,,,
7242,05.06.20 klo 06.30.00 ip.,102.164,24.255,,,,,
7243,05.06.20 klo 07.00.00 ip.,102.134,23.773,,,,,
7244,05.06.20 klo 07.30.00 ip.,102.089,23.388,,,,,
7245,05.06.20 klo 08.00.00 ip.,102.093,23.004,,,,,
7246,05.06.20 klo 08.30.00 ip.,102.079,22.908,,,,,
7247,05.06.20 klo 09.00.00 ip.,102.060,22.908,,,,,
7248,05.06.20 klo 09.30.00 ip.,102.020,22.908,,,,,
7249,05.06.20 klo 10.00.00 ip.,101.994,23.004,,,,,
7250,05.06.20 klo 10.30.00 ip.,101.978,23.100,,,,,
7251,05.06.20 klo 11.00.00 ip.,101.976,23.292,,,,,
7252,05.06.20 klo 11.30.00 ip.,101.951,23.388,,,,,
7253,05.07.20 klo 12.00.00 ap.,101.965,23.484,,,,,
7254,05.07.20 klo 12.30.00 ap.,101.939,23.581,,,,,
7255,05.07.20 klo 01.00.00 ap.,101.972,23.677,,,,,
7256,05.07.20 klo 01.30.00 ap.,101.966,23.773,,,,,
7257,05.07.20 klo 02.00.00 ap.,101.990,23.869,,,,,
7258,05.07.20 klo 02.30.00 ap.,101.970,23.869,,,,,
7259,05.07.20 klo 03.00.00 ap.,101.955,23.966,,,,,
7260,05.07.20 klo 03.30.00 ap.,101.962,24.158,,,,,
7261,05.07.20 klo 04.00.00 ap.,102.016,24.255,,,,,
7262,05.07.20 klo 04.30.00 ap.,102.043,24.448,,,,,
7263,05.07.20 klo 05.00.00 ap.,102.087,24.545,,,,,
7264,05.07.20 klo 05.30.00 ap.,102.077,24.545,,,,,
7265,05.07.20 klo 06.00.00 ap.,102.113,24.448,,,,,
7266,05.07.20 klo 06.30.00 ap.,102.079,24.351,,,,,
7267,05.07.20 klo 07.00.00 ap.,102.065,24.255,,,,,
7268,05.07.20 klo 07.30.00 ap.,102.065,24.255,,,,,
7269,05.07.20 klo 08.00.00 ap.,102.061,24.158,,,,,
7270,05.07.20 klo 08.30.00 ap.,102.038,24.062,,,,,
7271,05.07.20 klo 09.00.00 ap.,102.043,23.966,,,,,
7272,05.07.20 klo 09.30.00 ap.,102.020,23.869,,,,,
7273,05.07.20 klo 10.00.00 ap.,101.996,23.773,,,,,
7274,05.07.20 klo 10.30.00 ap.,101.959,23.581,,,,,
7275,05.07.20 klo 11.00.00 ap.,101.951,23.388,,,,,
7276,05.07.20 klo 11.30.00 ap.,101.927,23.292,,,,,
7277,05.07.20 klo 12.00.00 ip.,101.796,23.966,,,,,
7278,05.07.20 klo 12.30.00 ip.,101.805,23.196,,,,,
7279,05.07.20 klo 01.00.00 ip.,101.836,22.525,,,,,
7280,05.07.20 klo 01.30.00 ip.,101.870,22.142,,,,,
7281,05.07.20 klo 02.00.00 ip.,101.839,21.855,,,,,
7282,05.07.20 klo 02.30.00 ip.,101.861,21.664,,,,,
7283,05.07.20 klo 03.00.00 ip.,101.882,21.473,,,,,
7284,05.07.20 klo 03.30.00 ip.,101.904,21.282,,,,,
7285,05.07.20 klo 04.00.00 ip.,101.910,21.187,,,,,
7286,05.07.20 klo 04.30.00 ip.,101.897,21.091,,,,,
7287,05.07.20 klo 05.00.00 ip.,101.889,20.901,,,,,
7288,05.07.20 klo 05.30.00 ip.,101.875,20.805,,,,,
7289,05.07.20 klo 06.00.00 ip.,101.881,20.710,,,,,
7290,05.07.20 klo 06.30.00 ip.,101.907,20.615,,,,,
7291,05.07.20 klo 07.00.00 ip.,101.873,20.519,,,,,
7292,05.07.20 klo 07.30.00 ip.,101.856,20.329,,,,,
7293,05.07.20 klo 08.00.00 ip.,101.842,20.234,,,,,
7294,05.07.20 klo 08.30.00 ip.,101.848,20.138,,,,,
7295,05.07.20 klo 09.00.00 ip.,101.850,19.948,,,,,
7296,05.07.20 klo 09.30.00 ip.,101.846,19.853,,,,,
7297,05.07.20 klo 10.00.00 ip.,101.838,19.662,,,,,
7298,05.07.20 klo 10.30.00 ip.,101.834,19.567,,,,,
7299,05.07.20 klo 11.00.00 ip.,101.827,19.377,,,,,
7300,05.07.20 klo 11.30.00 ip.,101.843,19.282,,,,,
7301,05.08.20 klo 12.00.00 ap.,101.825,19.092,,,,,
7302,05.08.20 klo 12.30.00 ap.,101.821,18.996,,,,,
7303,05.08.20 klo 01.00.00 ap.,101.823,18.806,,,,,
7304,05.08.20 klo 01.30.00 ap.,101.815,18.616,,,,,
7305,05.08.20 klo 02.00.00 ap.,101.831,18.521,,,,,
7306,05.08.20 klo 02.30.00 ap.,101.877,18.426,,,,,
7307,05.08.20 klo 03.00.00 ap.,101.879,18.236,,,,,
7308,05.08.20 klo 03.30.00 ap.,101.885,18.140,,,,,
7309,05.08.20 klo 04.00.00 ap.,101.901,18.045,,,,,
7310,05.08.20 klo 04.30.00 ap.,101.905,18.140,,,,,
7311,05.08.20 klo 05.00.00 ap.,101.974,18.140,,,,,
7312,05.08.20 klo 05.30.00 ap.,101.989,18.045,,,,,
7313,05.08.20 klo 06.00.00 ap.,101.995,17.950,,,,,
7314,05.08.20 klo 06.30.00 ap.,101.992,17.855,,,,,
7315,05.08.20 klo 07.00.00 ap.,102.011,17.855,,,,,
7316,05.08.20 klo 07.30.00 ap.,102.011,17.855,,,,,
7317,05.08.20 klo 08.00.00 ap.,101.986,17.950,,,,,
7318,05.08.20 klo 08.30.00 ap.,101.950,18.045,,,,,
7319,05.08.20 klo 09.00.00 ap.,101.928,18.236,,,,,
7320,05.08.20 klo 09.30.00 ap.,101.902,18.331,,,,,
