year month day id wd wsd tmp
2005 12 05 89512 40 4 1.5
2005 12 05 89512 130 4 1.2
2005 12 06 89512 160 24 -1.9
2005 12 06 89512 160 28 -1.1
2005 12 06 89512 130 8 3.2
2005 12 06 89512 160 14 3
2005 12 07 89512 130 18 .5
2005 12 07 89512 100 8 .9
2005 12 07 89512 140 6 1.3
2005 12 07 89512 220 20 3
2005 12 08 89512 160 16 -.2
2005 12 08 89512 130 24 1.8
2005 12 08 89512 30 4 .3
2005 12 08 89512 30 4 -.1
2005 12 09 89512 300 4 -3.1
2005 12 09 89512 360 2 -3.3
2005 12 09 89512 110 8 1.4
2005 12 09 89512 110 8 -1.3
